Cast Vote Record,Precinct,Ballot Style,Num cands,Num seats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
158,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
159,Portland Absentee,Ballot Style 4,11,1,"Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.","DiMillo, Steven A.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped
160,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
161,Portland Absentee,Ballot Style 3,11,1,"Rovelto, Hope R.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Houseal, Ian P.","Emerson, Anthony M.","DiMillo, Steven A.","Condrey, Lawson T.","Bailey, William M."
162,Portland Absentee,Ballot Style 2,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Houseal, Ian P.","Condrey, Lawson T.","DiMillo, Steven A.",skipped,skipped,skipped
163,Portland Absentee,Ballot Style 5,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
164,Portland Absentee,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped
165,Portland Absentee,Ballot Style 1,11,1,"DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
166,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
167,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,skipped,skipped
168,Portland Absentee,Ballot Style 3,11,1,"Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped
169,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.","Emerson, Anthony M.","Bailey, William M.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","DiMillo, Steven A.","Washburn, Patricia J.",skipped
170,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","Condrey, Lawson T.","Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","DiMillo, Steven A.","Bailey, William M.",skipped
171,Portland Absentee,Ballot Style 5,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped
172,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
174,Portland Absentee,Ballot Style 5,11,1,"Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
175,Portland Absentee,Ballot Style 2,11,1,"DiMillo, Steven A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
176,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped
177,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Houseal, Ian P.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Rovelto, Hope R.","Bailey, William M."
178,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Bailey, William M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
179,Portland Absentee,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Houseal, Ian P.","Emerson, Anthony M.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped
180,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
181,Portland Absentee,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M.",skipped
182,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Bailey, William M.","Washburn, Patricia J.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.",skipped
183,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Condrey, Lawson T.","Washburn, Patricia J.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
184,Portland Absentee,Ballot Style 2,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
185,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M.",skipped
186,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","DiMillo, Steven A.",skipped,skipped,skipped
187,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
188,Portland Absentee,Ballot Style 4,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Houseal, Ian P.","Bailey, William M.","DiMillo, Steven A.","Rovelto, Hope R."
189,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
190,Portland Absentee,Ballot Style 3,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
191,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Condrey, Lawson T.","Bailey, William M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
192,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
193,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
194,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,skipped,skipped
195,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
196,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped
197,Portland Absentee,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped
199,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
200,Portland Absentee,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Emerson, Anthony M.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,skipped,skipped
201,Portland Absentee,Ballot Style 4,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
202,Portland Absentee,Ballot Style 2,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped
203,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
204,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
205,Portland Absentee,Ballot Style 3,11,1,"Emerson, Anthony M.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
206,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
207,Portland Absentee,Ballot Style 4,11,1,"Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Grant, Benjamin K.","Bailey, William M.","Condrey, Lawson T.","Chann, Marpheen S.","DiMillo, Steven A.","Rovelto, Hope R."
208,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Grant, Benjamin K.","Buxton, Catherine A.","Washburn, Patricia J.","DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",skipped
209,Portland Absentee,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped
210,Portland Absentee,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
211,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped
212,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
213,Portland Absentee,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
214,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
215,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
216,Portland Absentee,Ballot Style 1,11,1,"Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
217,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
218,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
219,Portland Absentee,Ballot Style 2,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
220,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,skipped
221,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
222,Portland Absentee,Ballot Style 2,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
223,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.","Condrey, Lawson T.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Bailey, William M.","Emerson, Anthony M.",skipped
224,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
225,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Houseal, Ian P.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped
226,Portland Absentee,Ballot Style 2,11,1,"Grant, Benjamin K.","DiMillo, Steven A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
227,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,skipped
228,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
229,Portland Absentee,Ballot Style 5,11,1,"Chann, Marpheen S.","Houseal, Ian P.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
230,Portland Absentee,Ballot Style 4,11,1,"DiMillo, Steven A.","Emerson, Anthony M.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
232,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
233,Portland Absentee,Ballot Style 2,11,1,"DiMillo, Steven A.","Buxton, Catherine A.","Washburn, Patricia J.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
234,Portland Absentee,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
235,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Washburn, Patricia J.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","Rovelto, Hope R."
236,Portland Absentee,Ballot Style 2,11,1,"Condrey, Lawson T.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.","Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.",skipped
237,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Houseal, Ian P.","Rovelto, Hope R.","DiMillo, Steven A.","Bailey, William M."
238,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped
240,Portland Absentee,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
241,Portland Absentee,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped
242,Portland Absentee,Ballot Style 5,11,1,"Houseal, Ian P.","DiMillo, Steven A.","Grant, Benjamin K.","Condrey, Lawson T.","Bailey, William M.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A."
243,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Houseal, Ian P.","Grant, Benjamin K.",skipped
244,Portland Absentee,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped
246,Portland Absentee,Ballot Style 5,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
247,Portland Absentee,Ballot Style 3,11,1,"Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Washburn, Patricia J.","Rovelto, Hope R.","Houseal, Ian P.","Bailey, William M.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A."
248,Portland Absentee,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped
249,Portland Absentee,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
250,Portland Absentee,Ballot Style 5,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
251,Portland Absentee,Ballot Style 2,11,1,"Bailey, William M.","DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
252,Portland Absentee,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Grant, Benjamin K.","Bailey, William M.","DiMillo, Steven A.","Rovelto, Hope R.","Houseal, Ian P."
253,Portland Absentee,Ballot Style 3,11,1,"Grant, Benjamin K.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped
254,Portland Absentee,Ballot Style 2,11,1,"Washburn, Patricia J.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.",skipped
255,Portland Absentee,Ballot Style 2,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped
256,Portland Absentee,Ballot Style 2,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped
