rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,numSeats,numCands
8,10,15,4,1,11,13,17,20,14,6,19,12,18,2,16,3,9,7,5,,
4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,3,20,2,,
20,20,20,1,20,20,20,20,3,20,20,20,20,20,20,20,20,20,20,2,,
2,10,20,1,20,20,8,20,20,12,20,20,7,6,20,4,9,5,11,3,,
20,20,20,3,20,20,4,20,20,20,1,20,20,20,20,20,2,20,20,20,,
16,8,13,10,5,18,1,11,6,20,3,12,14,17,9,4,2,15,7,19,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,3,2,20,20,20,,
5,15,17,10,2,6,1,3,12,8,11,16,19,18,14,9,20,13,4,7,,
11,6,15,9,16,1,4,5,19,2,8,18,14,10,20,3,7,13,12,17,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
15,16,12,1,13,6,8,11,7,20,4,17,19,9,10,3,2,14,5,18,,
19,4,7,20,16,9,3,6,15,18,17,11,13,12,14,2,10,1,8,5,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
19,7,7,20,20,5,18,20,2,18,20,1,20,20,15,20,20,8,3,10,,
9,10,20,1,20,2,4,8,20,20,20,20,7,5,20,20,20,3,6,20,,
20,20,20,1,20,20,20,20,20,19,19,20,20,20,20,20,20,20,20,20,,
4,18,18,18,18,18,18,5,5,20,18,18,18,19,18,1,18,18,18,20,,
1,6,10,20,2,7,9,12,14,16,17,13,8,4,15,11,18,5,3,19,,
20,20,20,3,20,20,2,20,20,20,20,20,20,20,20,20,20,1,20,20,,
3,8,18,2,13,12,7,1,9,17,5,10,16,15,14,4,19,6,11,20,,
20,20,20,1,20,20,20,3,20,20,2,20,20,20,20,20,20,20,20,20,,
2,20,20,20,20,1,20,20,20,20,20,20,20,4,20,3,20,20,20,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,2,20,20,20,20,,
20,1,20,20,20,20,20,20,3,20,4,20,20,20,20,20,20,2,20,20,,
9,19,18,2,16,15,6,4,1,8,3,11,20,13,10,17,5,12,12,7,,
9,20,12,1,20,5,7,3,11,20,4,20,13,20,20,2,8,20,6,10,,
20,20,20,1,20,20,20,5,20,20,2,20,20,20,20,4,20,20,20,20,,
20,20,20,20,20,20,20,18,5,20,2,20,20,20,1,8,20,4,20,19,,
19,10,13,14,7,3,4,14,9,19,17,15,18,15,8,10,16,19,5,19,,
20,20,20,2,20,20,4,20,20,20,20,20,20,20,20,3,20,1,20,20,,
5,19,19,1,19,3,4,19,19,19,5,19,19,20,19,7,8,19,19,2,,
20,20,20,20,6,20,20,20,1,4,20,20,20,20,2,20,5,20,20,3,,
20,20,20,1,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,,
18,19,6,19,19,8,15,18,15,17,19,10,1,5,18,17,19,4,19,17,,
20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,1,20,20,2,4,20,20,20,20,5,20,20,3,20,20,20,20,,
6,19,19,20,20,5,19,20,2,20,20,19,19,19,20,1,19,19,3,4,,
20,20,20,20,20,20,20,20,20,20,20,20,20,2,20,20,20,20,20,1,,
16,2,9,15,5,18,7,11,11,10,12,19,1,17,13,6,20,4,14,3,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,1,20,20,20,2,20,20,1,20,20,20,20,2,20,20,2,20,,
20,20,20,1,20,20,4,3,20,20,20,20,20,20,20,20,20,20,2,20,,
2,20,20,20,20,1,3,20,20,20,4,20,20,20,20,20,5,20,20,20,,
20,20,3,6,20,20,1,4,5,20,2,20,20,20,20,20,20,20,20,20,,
20,20,20,2,20,20,20,20,20,20,3,20,20,20,20,20,1,20,20,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
10,8,19,16,6,7,3,12,5,17,1,13,9,11,18,15,20,2,4,14,,
20,20,20,1,20,20,5,20,4,20,3,20,20,20,7,2,20,20,20,6,,
20,20,20,2,20,4,20,20,20,20,1,20,20,20,5,3,20,20,20,20,,
20,20,20,20,20,1,3,20,20,20,20,20,20,2,20,20,20,20,20,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
17,17,17,1,17,4,17,19,20,3,18,7,17,17,17,5,17,6,17,2,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,,
20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,5,20,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,20,20,20,2,20,20,20,4,20,20,20,20,3,1,20,20,20,,
3,18,20,2,5,13,9,7,19,1,4,17,16,15,11,10,14,8,12,6,,
3,12,18,1,14,4,6,15,8,17,10,11,16,19,20,7,9,2,5,13,,
20,20,20,1,4,20,20,20,20,20,5,20,20,3,20,20,20,2,20,20,,
5,20,20,1,20,20,20,20,20,20,20,20,20,4,20,3,20,2,20,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,2,20,3,20,20,,
15,7,8,3,16,17,2,12,9,19,1,14,18,13,10,4,5,11,6,20,,
20,20,20,1,20,5,20,20,20,20,3,20,20,4,20,20,20,20,20,2,,
20,5,20,20,20,20,20,20,3,20,4,20,20,20,20,6,20,10,20,20,,
11,8,13,2,15,14,6,19,5,10,3,20,12,7,18,4,1,17,9,16,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,5,2,20,20,,
4,20,20,1,20,20,20,20,20,20,5,20,20,20,20,20,20,4,20,4,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
5,14,16,2,15,10,12,8,17,13,1,18,11,3,19,6,20,9,7,4,,
6,9,13,19,18,10,2,1,3,12,5,16,14,4,20,15,11,8,7,17,,
20,20,20,1,20,20,20,20,20,3,20,20,20,20,5,2,6,20,20,4,,
8,10,14,3,15,11,2,16,18,13,19,17,12,6,20,4,9,7,5,1,,
3,13,19,1,15,7,5,10,11,6,2,20,18,16,12,9,4,14,17,8,,
5,9,10,20,11,7,6,2,3,15,4,17,16,19,14,8,13,18,12,1,,
10,11,14,1,18,4,5,6,17,3,15,16,13,19,20,7,12,9,8,2,,
14,8,16,1,6,13,5,10,18,19,9,15,17,7,11,4,2,3,12,20,,
20,20,20,1,2,20,20,6,20,20,4,20,20,20,20,20,20,20,5,3,,
20,20,20,20,20,20,20,20,20,20,3,20,20,20,20,20,1,20,2,20,,
20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,,
20,20,3,1,20,4,20,20,20,20,20,20,20,20,20,20,20,2,5,20,,
20,20,20,1,20,20,20,5,20,20,2,20,20,20,20,20,3,20,4,20,,
18,7,14,10,9,11,4,3,5,13,2,19,17,16,1,8,20,6,12,15,,
8,11,12,5,14,7,3,10,17,6,1,15,13,16,20,9,2,18,4,19,,
4,20,20,3,20,6,20,20,20,20,7,20,20,5,2,20,20,1,20,20,,
7,20,20,1,20,8,3,4,9,20,6,20,20,20,20,5,20,2,20,20,,
1,18,18,3,18,2,18,18,18,18,4,18,18,18,18,18,18,5,18,18,,
20,4,20,1,2,3,20,20,20,5,20,20,20,20,20,20,20,20,20,20,,
20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
9,8,20,14,20,12,3,5,7,20,1,20,20,13,2,15,4,10,6,11,,
5,20,20,20,20,20,2,3,20,1,20,20,20,4,20,20,20,20,20,20,,
20,20,20,1,20,20,20,20,19,20,19,20,20,20,20,18,20,20,20,20,,
20,20,20,1,20,20,20,4,5,20,2,20,20,20,20,20,20,20,3,20,,
20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,20,4,20,3,1,,
20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,,
20,20,20,2,1,20,5,20,20,3,6,20,20,20,4,20,20,20,20,20,,
11,11,20,2,20,11,20,20,3,1,4,20,11,11,5,20,11,11,11,20,,
19,4,16,9,14,6,13,8,17,10,2,15,20,18,11,7,5,12,1,3,,
20,20,20,1,20,20,20,20,20,20,2,20,20,20,20,20,20,20,20,20,,
20,6,20,1,20,20,3,5,20,20,20,20,20,7,20,4,2,20,20,20,,
2,10,20,4,6,3,11,5,20,8,7,20,20,20,20,20,9,20,20,1,,
8,11,18,9,12,6,2,7,3,19,1,14,17,16,5,10,13,15,4,20,,
9,11,14,20,15,5,4,16,3,13,2,18,12,8,20,1,7,6,10,17,,
19,12,16,14,6,18,2,7,10,20,4,8,3,11,1,15,13,9,5,17,,
4,13,20,20,20,7,8,5,3,12,1,20,20,11,10,9,13,14,6,2,,
20,20,20,7,20,4,20,2,20,20,3,20,20,20,20,20,20,20,20,1,,
12,8,11,16,4,9,10,6,13,15,17,5,1,3,18,14,19,2,7,20,,
2,4,20,3,15,5,1,14,7,12,6,16,13,10,18,8,9,17,11,19,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,,
5,11,13,20,8,9,6,2,3,16,7,15,14,18,17,4,12,19,10,1,,
20,20,20,2,6,4,1,20,20,20,5,20,20,20,20,20,20,3,20,20,,
20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,,
11,6,14,5,2,15,12,17,20,4,8,18,10,7,16,3,1,9,13,19,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,20,20,20,3,2,4,20,1,20,20,20,20,20,20,20,20,20,,
2,20,20,1,20,6,20,4,20,20,5,20,20,20,20,20,20,3,20,20,,
20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,,
17,7,16,20,16,3,4,1,16,8,2,16,10,19,18,16,5,9,6,11,,
20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,,
19,6,19,1,3,19,19,19,19,19,19,19,2,8,19,5,19,4,7,20,,
3,12,11,1,18,14,4,6,7,13,5,10,17,16,19,9,2,15,8,20,,
20,20,20,1,20,20,20,20,20,20,2,20,20,20,20,20,4,5,3,20,,
19,13,14,1,15,10,16,7,8,12,5,17,11,9,20,2,3,4,6,18,,
20,20,20,1,20,20,4,20,3,20,2,20,20,20,20,20,20,20,20,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,20,20,20,2,20,20,20,20,20,20,20,20,1,20,3,20,20,,
20,20,20,20,2,20,20,1,20,20,3,20,20,20,20,20,4,20,20,20,,
20,20,20,2,20,20,20,1,20,20,3,20,20,20,20,20,4,20,20,20,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,,
20,20,20,1,20,5,3,7,20,20,4,20,20,20,20,6,20,20,20,2,,
2,18,11,1,10,7,14,12,15,9,4,16,13,17,3,8,6,20,5,19,,
20,20,20,20,20,20,4,20,20,20,2,20,20,20,20,1,20,20,3,20,,
17,5,11,3,18,7,6,16,10,19,2,8,14,12,9,15,4,1,13,20,,
20,20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,,
20,20,20,6,4,20,5,2,20,20,1,20,20,7,3,20,20,20,20,20,,
11,20,20,1,9,6,7,20,5,20,4,12,20,10,20,8,2,13,3,20,,
20,3,20,1,20,20,20,20,20,20,20,20,20,3,20,20,20,20,3,20,,
15,5,19,1,13,16,4,9,11,18,7,10,17,14,12,8,6,3,2,20,,
20,20,20,3,1,6,4,8,7,20,5,20,20,20,20,2,20,20,20,20,,
9,13,5,14,10,16,15,18,20,1,11,4,8,3,19,12,7,2,6,17,,
20,4,20,20,20,1,20,20,6,20,3,20,20,20,5,2,20,20,12,20,,
20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,19,19,1,12,6,5,11,9,19,2,14,19,8,10,3,13,19,7,4,,
20,20,20,1,20,20,20,20,20,2,20,20,20,20,20,20,20,20,20,3,,
3,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,,
14,11,7,20,19,12,5,15,2,3,4,17,8,10,18,13,9,1,6,16,,
5,16,10,9,7,4,3,6,20,11,8,14,17,18,20,1,13,12,2,15,,
20,20,20,1,20,20,4,20,20,20,20,4,20,20,20,20,2,4,20,20,,
6,7,5,20,8,12,11,14,9,13,2,15,18,4,3,17,10,19,16,1,,
3,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,2,20,20,20,,
20,20,20,20,2,20,4,20,20,20,20,20,20,5,20,20,20,1,6,3,,
20,20,20,20,20,20,1,20,2,20,20,20,20,20,20,4,20,20,3,20,,
3,20,20,1,20,20,7,20,20,20,4,20,20,20,20,2,20,6,5,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
1,19,19,19,19,3,3,19,19,19,19,19,19,19,19,19,19,19,19,5,,
4,20,20,2,20,3,1,20,20,20,20,20,20,20,20,5,20,20,20,20,,
6,20,20,20,20,20,20,1,20,20,3,20,20,5,20,20,20,2,4,20,,
20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,20,1,20,3,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,,
20,20,20,20,20,20,1,1,20,20,20,20,20,20,20,20,20,20,1,20,,
5,20,20,1,20,4,20,20,20,20,20,20,20,20,20,6,20,3,20,2,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,,
10,20,20,20,20,5,1,4,3,20,6,20,20,20,20,2,11,9,3,20,,
20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,,
20,20,20,20,20,20,3,20,20,20,2,20,20,20,20,20,20,20,20,1,,
9,6,13,4,2,12,3,8,16,17,9,11,14,19,18,7,15,1,5,20,,
20,20,20,19,3,2,4,20,20,20,1,20,20,20,20,20,20,20,20,20,,
1,7,17,18,12,14,10,4,2,20,3,13,9,6,8,16,11,5,15,19,,
2,15,13,12,14,3,4,9,10,19,8,6,16,7,11,5,18,1,17,20,,
2,20,3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,,
10,16,20,1,13,6,7,4,9,5,3,14,17,18,19,2,15,12,11,8,,
20,20,20,1,20,20,20,3,20,20,4,20,20,20,20,2,20,20,20,20,,
3,20,20,20,20,20,20,20,20,20,4,20,20,20,20,2,20,1,20,5,,
1,10,3,5,15,12,14,4,19,20,13,16,11,6,18,2,9,8,7,17,,
8,13,12,1,11,10,3,4,6,17,5,18,16,14,20,7,9,15,19,2,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,1,3,20,20,20,20,20,20,20,20,20,4,2,20,20,20,20,,
20,20,20,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,,
20,20,20,1,20,20,4,20,20,20,3,20,20,20,20,5,20,20,2,20,,
20,20,20,2,20,20,4,3,20,20,20,20,20,20,20,20,20,1,20,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20,,
20,20,20,20,1,20,20,20,20,20,2,20,20,20,20,20,20,20,20,20,,
20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2,,
20,20,20,1,20,20,4,20,20,20,2,20,20,20,20,20,20,20,20,3,,
20,20,20,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,,
20,20,20,1,20,20,20,2,20,20,2,20,20,20,20,20,20,20,20,20,,
20,20,20,1,2,2,2,20,20,20,20,20,20,20,2,20,20,20,20,20,,
20,20,20,1,2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
5,20,20,7,20,20,6,3,20,2,20,20,20,20,20,20,1,4,20,20,,
20,20,20,5,2,20,4,3,20,20,1,20,20,20,20,20,20,20,6,20,,
