rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,numSeats,numCands
18,1,1,18,18,1,18,18,18,1,18,18,1,18,18,1,18,18,,
12,4,17,16,14,15,8,1,10,7,9,11,18,6,5,13,2,3,,
18,1,1,18,18,18,1,18,18,1,18,18,1,18,18,1,4,18,,
3,1,4,8,7,14,6,15,5,9,16,10,2,12,13,11,18,17,,
6,5,2,8,18,18,18,18,18,7,18,18,4,18,3,1,18,18,,
17,13,18,6,11,9,1,4,15,10,2,5,12,16,8,3,7,14,,
5,1,3,17,17,7,17,17,17,4,17,7,2,7,6,18,17,7,,
6,5,18,18,18,5,18,2,18,4,18,3,7,8,8,9,1,18,,
1,1,2,1,18,2,1,2,18,1,18,1,1,18,3,3,2,3,,
6,5,18,18,18,18,18,18,18,2,18,1,4,18,18,18,18,3,,
7,3,18,1,18,18,18,10,6,5,18,11,4,18,8,2,9,18,,
8,7,12,18,14,16,15,2,9,1,17,1,6,13,10,11,2,1,,
1,1,4,1,1,1,1,1,2,1,2,1,1,18,1,1,1,18,,
4,1,2,5,18,1,18,1,18,1,4,18,1,1,3,1,18,2,,
10,7,2,5,18,5,18,18,18,2,18,18,1,2,3,10,18,1,,
4,1,13,10,9,6,8,3,11,1,7,2,2,12,3,5,4,5,,
10,6,1,17,7,16,14,18,5,11,13,8,3,15,2,4,12,9,,
5,1,5,4,5,4,5,5,5,4,5,4,2,4,5,3,5,4,,
2,5,4,15,17,10,11,12,18,1,14,8,6,16,7,3,13,9,,
2,1,1,18,18,18,18,1,18,2,18,1,1,18,1,2,1,18,,
16,16,17,1,1,1,1,4,1,4,1,4,18,1,17,1,4,4,,
4,1,18,18,18,18,18,18,18,18,18,18,2,18,18,18,3,18,,
2,1,2,18,18,18,18,18,3,18,18,18,1,18,1,3,18,18,,
3,1,7,4,10,10,2,10,10,3,10,10,5,5,5,6,1,2,,
5,1,7,9,8,12,3,5,11,1,10,3,4,13,2,6,2,4,,
9,3,18,5,4,10,6,18,18,18,8,18,2,18,7,1,18,18,,
18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
6,1,4,3,18,18,5,18,11,8,12,10,2,13,7,9,18,18,,
4,1,18,18,18,18,18,4,18,1,18,2,3,18,2,18,5,3,,
4,5,7,1,11,9,10,17,8,12,13,14,2,16,3,6,15,18,,
6,1,5,9,8,3,14,2,17,18,12,16,4,15,10,7,13,11,,
11,8,3,2,10,7,16,4,2,9,6,5,17,18,12,5,13,14,,
1,1,2,18,1,1,1,2,1,1,1,1,1,1,1,1,1,18,,
10,6,3,18,18,18,9,18,7,4,2,18,1,18,8,5,18,18,,
12,8,15,18,14,18,7,17,11,13,10,4,2,18,1,9,5,3,,
4,18,18,18,18,18,18,6,18,3,18,2,5,18,18,16,1,10,,
1,1,2,18,18,18,18,18,18,18,18,18,1,18,1,18,18,18,,
18,1,18,18,18,18,2,18,18,18,18,18,18,18,18,18,18,18,,
4,3,2,18,16,6,10,4,8,9,11,14,3,9,1,4,1,2,,
18,18,17,17,15,17,17,17,15,18,17,17,18,15,16,17,15,16,,
18,18,18,18,18,2,18,18,18,18,18,1,18,18,18,1,18,2,,
11,1,10,4,18,8,7,18,18,3,18,4,2,9,6,8,18,18,,
10,2,18,18,18,17,18,18,18,18,18,18,3,6,5,1,18,7,,
7,5,2,11,8,10,1,17,13,18,9,4,6,14,15,12,16,3,,
4,1,2,3,18,2,1,18,18,18,18,3,3,18,18,1,18,18,,
8,6,16,11,9,15,18,13,7,12,14,3,2,1,10,17,4,5,,
18,1,18,4,18,14,1,1,6,1,5,1,1,18,1,18,1,18,,
11,7,14,13,16,12,15,5,9,1,17,4,10,18,6,8,2,3,,
7,1,18,10,9,12,18,4,18,18,11,8,3,13,2,5,6,18,,
8,7,10,17,16,12,14,4,18,1,15,3,9,13,11,6,2,5,,
18,2,14,18,16,5,18,18,18,18,18,9,18,12,1,17,18,3,,
11,13,18,7,18,9,6,1,8,5,18,3,14,12,10,18,4,2,,
1,1,1,1,18,1,1,1,18,1,18,1,1,18,1,1,1,18,,
1,1,18,18,18,18,1,18,18,1,18,18,1,1,1,1,18,18,,
18,2,8,16,9,10,7,14,4,15,17,3,1,11,6,5,12,13,,
3,1,4,8,9,18,18,18,6,18,7,18,2,18,5,10,18,18,,
18,2,4,18,18,18,18,18,18,18,18,18,3,18,1,18,18,18,,
18,1,2,6,12,9,13,11,5,7,18,10,4,18,3,8,18,18,,
18,1,1,1,18,1,18,1,18,18,18,1,1,18,1,18,1,1,,
7,1,8,14,17,3,10,13,11,5,18,15,2,4,16,9,12,6,,
18,5,18,18,18,18,1,18,18,2,18,18,4,18,3,6,18,18,,
1,1,1,18,15,3,5,1,4,2,17,18,1,6,1,2,14,3,,
8,1,5,10,6,4,18,18,18,18,18,18,2,7,3,9,18,18,,
6,7,17,18,9,13,14,4,11,3,15,2,8,10,12,16,1,5,,
1,1,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,,
3,1,2,18,18,18,18,18,18,18,18,18,2,18,3,2,18,18,,
4,1,18,18,18,1,1,2,18,18,18,1,3,18,18,18,1,1,,
8,3,6,13,12,17,15,5,7,1,14,2,10,18,4,9,16,11,,
6,3,8,12,16,5,11,4,9,17,13,14,2,18,1,15,10,7,,
2,1,6,2,3,6,6,5,5,2,4,1,1,3,5,5,6,2,,
10,1,3,11,6,13,15,14,5,9,7,12,2,18,4,17,16,8,,
18,18,18,18,18,18,18,1,18,18,18,18,4,18,18,18,2,5,,
15,1,18,3,15,15,2,15,15,15,5,14,2,15,15,15,15,15,,
18,18,18,18,18,18,18,1,18,1,18,2,18,18,18,18,3,3,,
18,1,18,18,18,1,5,5,5,18,3,1,1,5,1,3,1,5,,
18,4,6,13,8,11,1,7,15,14,10,9,3,17,5,15,2,12,,
6,1,4,18,18,18,18,18,18,18,18,18,2,18,3,18,18,18,,
8,6,9,11,12,14,17,1,16,2,10,5,7,13,15,18,4,3,,
15,1,4,5,11,8,12,6,10,14,18,3,2,17,9,13,16,7,,
18,18,18,14,18,14,14,18,14,18,14,14,18,14,18,18,18,14,,
18,18,18,18,18,18,18,18,18,18,2,18,18,18,18,2,18,18,,
18,1,18,18,18,18,18,18,18,1,2,1,18,18,18,3,2,18,,
2,3,4,18,8,9,6,18,5,18,10,18,1,18,7,18,18,18,,
7,4,2,11,15,14,18,9,13,5,12,1,8,10,17,16,6,3,,
6,5,10,18,3,12,9,7,13,1,8,2,18,18,18,18,4,11,,
16,17,2,6,16,8,10,18,6,18,14,18,16,8,14,16,18,18,,
2,1,4,10,16,15,7,9,14,6,17,12,3,18,5,8,13,11,,
1,1,1,18,18,18,18,1,18,18,18,18,1,18,18,18,18,18,,
5,1,6,12,10,9,4,5,8,1,13,2,2,7,3,11,3,4,,
7,2,1,3,6,5,10,18,15,11,16,9,4,12,17,8,14,13,,
15,18,18,16,15,15,15,15,15,15,16,17,15,15,18,18,15,17,,
9,2,10,7,5,4,1,3,6,10,2,5,3,12,5,5,4,5,,
12,6,7,15,10,16,13,8,14,4,18,9,1,17,11,5,2,3,,
4,2,4,4,4,4,4,3,4,4,4,1,2,4,4,4,4,2,,
5,1,4,15,16,13,9,11,8,2,14,12,3,17,6,7,10,18,,
3,1,2,2,18,2,18,4,4,4,18,18,1,18,2,4,3,18,,
6,5,10,15,16,9,18,3,14,2,12,4,7,11,17,8,1,13,,
4,1,2,18,18,5,18,18,18,6,18,6,2,18,3,18,18,18,,
2,1,6,4,5,18,7,18,8,18,18,18,3,18,9,18,18,18,,
6,4,16,12,10,11,14,8,15,18,9,2,5,13,17,7,3,1,,
1,1,1,2,18,1,18,1,1,18,18,1,1,2,1,1,1,18,,
6,1,2,18,7,18,9,11,8,18,18,13,4,10,5,3,12,18,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
4,3,18,18,18,18,2,18,18,18,18,18,1,18,5,6,18,18,,
18,4,18,18,18,18,7,18,18,3,18,5,6,18,18,18,2,1,,
4,2,18,18,18,18,18,1,18,18,18,1,3,18,18,18,1,2,,
10,1,10,1,5,5,1,18,4,10,18,18,6,5,18,4,6,4,,
18,4,11,14,18,5,1,10,14,13,3,4,2,11,15,8,14,9,,
1,2,18,4,4,18,18,4,3,18,2,18,5,18,3,18,18,18,,
2,1,2,7,8,6,4,7,8,7,9,4,3,10,6,6,5,11,,
1,1,3,4,5,3,3,2,18,1,6,2,1,10,5,4,2,5,,
3,1,7,7,18,18,8,11,8,6,18,4,2,18,7,7,12,18,,
7,1,9,11,14,6,4,17,12,15,13,18,2,8,3,5,16,10,,
9,8,15,6,16,11,17,1,13,14,4,3,5,12,7,10,18,2,,
8,1,7,2,16,11,6,12,3,15,10,13,4,9,14,5,18,17,,
18,18,18,18,18,18,18,18,18,18,18,18,18,2,18,1,18,18,,
2,1,2,18,2,18,1,18,18,2,18,2,1,18,2,2,18,1,,
3,4,1,10,9,5,8,15,7,18,11,17,2,13,14,6,16,12,,
2,1,2,4,5,9,9,5,9,3,9,9,3,7,4,9,6,8,,
1,1,2,2,2,1,2,3,2,2,2,1,1,1,3,1,3,1,,
15,17,16,8,9,14,13,1,4,2,11,3,18,10,12,7,6,5,,
8,2,3,7,10,5,18,6,18,18,18,18,1,18,4,9,18,10,,
18,18,18,10,18,18,1,15,18,5,18,18,18,17,18,18,18,18,,
18,1,1,18,1,1,18,18,1,1,18,1,1,1,18,1,1,18,,
6,8,9,12,11,17,13,1,10,3,14,4,7,15,16,18,2,5,,
1,2,18,16,16,17,17,16,16,17,16,17,2,16,16,17,17,16,,
6,3,7,4,9,13,17,8,11,5,16,12,1,18,2,15,14,10,,
4,3,18,18,18,18,18,18,18,1,18,2,18,18,18,18,18,5,,
4,2,3,18,18,18,18,18,5,18,18,18,1,18,18,18,18,18,,
2,9,5,7,6,8,18,18,18,18,18,4,1,18,18,18,3,18,,
18,1,18,18,18,18,18,18,18,18,18,18,2,18,18,18,18,18,,
1,1,1,1,18,18,1,1,1,18,18,1,1,18,1,1,1,1,,
3,2,5,6,1,17,9,8,15,16,13,12,7,11,4,10,18,14,,
7,4,3,18,13,1,16,6,11,12,17,15,2,18,5,10,9,14,,
12,4,1,17,6,8,11,16,15,7,14,9,2,13,5,3,18,10,,
1,7,18,2,18,5,18,18,8,6,11,18,3,10,18,4,18,9,,
4,2,1,18,18,18,18,18,18,18,18,18,18,18,3,18,9,18,,
18,18,18,18,18,18,2,18,18,18,18,18,18,18,18,1,18,18,,
4,2,3,14,11,7,5,12,15,17,9,8,1,6,13,16,18,10,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
1,1,18,2,2,1,18,18,2,18,18,1,1,18,1,1,18,1,,
1,1,3,3,3,3,3,2,3,1,3,1,1,3,3,3,3,2,,
9,8,3,18,16,4,7,13,14,2,17,15,1,11,6,12,5,10,,
10,1,18,15,8,7,4,16,17,9,13,14,5,3,6,2,11,12,,
4,1,5,8,9,16,7,18,10,12,15,13,2,11,3,6,14,18,,
1,1,18,1,4,3,17,2,2,1,4,11,1,4,1,2,11,10,,
2,1,9,6,11,5,17,14,8,12,16,18,3,10,7,4,15,13,,
18,1,7,6,16,10,11,2,14,17,15,3,8,13,9,12,4,5,,
1,1,4,16,7,7,17,10,10,12,14,11,2,11,2,4,1,2,,
12,1,4,5,4,13,16,17,14,2,3,6,1,15,1,3,7,18,,
8,3,9,18,18,7,4,18,14,10,18,12,2,1,11,6,5,13,,
2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,,
12,3,15,2,17,8,16,14,6,11,18,1,10,9,13,7,5,4,,
3,1,4,2,7,10,2,2,4,1,10,2,1,8,2,5,3,5,,
1,2,18,3,1,2,5,1,5,17,18,1,1,3,5,10,1,18,,
2,1,6,4,18,3,10,18,9,12,18,11,8,18,5,7,13,18,,
2,1,2,2,2,2,2,2,2,1,3,2,2,3,2,3,3,3,,
16,17,18,18,18,18,18,18,18,18,18,18,15,1,18,14,18,18,,
5,2,18,1,13,6,11,3,10,12,14,16,4,15,9,8,17,7,,
1,1,1,3,3,2,3,4,2,4,3,4,1,2,3,1,4,4,,
18,18,18,1,18,18,1,18,18,18,3,1,18,18,18,18,18,1,,
9,4,18,16,7,13,5,1,8,10,12,2,6,11,15,17,14,3,,
3,4,7,6,9,18,18,18,18,1,8,18,1,18,2,5,3,2,,
5,1,1,6,2,1,6,6,4,1,3,6,1,2,1,1,6,6,,
17,18,10,13,9,7,9,4,11,18,3,15,12,5,15,8,2,3,,
1,1,1,2,10,5,3,5,6,1,18,4,1,18,1,1,18,10,,
8,2,1,1,14,11,16,6,1,8,8,12,4,12,6,10,5,1,,
3,1,9,4,18,18,6,18,18,7,18,11,2,13,5,10,8,12,,
18,18,18,18,18,18,18,2,18,1,10,4,6,18,18,18,3,18,,
17,5,3,4,13,14,6,11,10,12,2,7,1,16,8,18,15,9,,
12,1,10,1,18,18,1,18,13,11,18,8,1,9,5,7,6,18,,
4,1,3,8,6,13,15,17,14,10,12,11,2,9,7,5,18,16,,
18,5,18,18,18,18,18,1,18,18,18,2,4,18,18,18,18,3,,
2,1,5,18,4,4,4,6,3,6,18,18,2,18,2,18,2,2,,
4,3,2,14,5,17,6,9,16,11,10,15,1,8,7,18,13,12,,
