,file,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith,0.4_perturbed_plurality,0.4_perturbed_IRV,0.4_perturbed_top-two,0.4_perturbed_borda-pm,0.4_perturbed_borda-om,0.4_perturbed_borda-avg,0.4_perturbed_top-3-truncation,0.4_perturbed_condorcet,0.4_perturbed_minimax,0.4_perturbed_smith_plurality,0.4_perturbed_smith_irv,0.4_perturbed_smith-minimax,0.4_perturbed_ranked-pairs,0.4_perturbed_bucklin,0.4_perturbed_approval,0.4_perturbed_smith
255,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Sydney.csv,['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex']
256,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Leppington.csv,['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan'],['HAGARTY Nathan']
257,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Murray.csv,['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen']
258,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data East Hills.csv,['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['LINDSAY Wendy'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['WILKINSON Kylie'],['LINDSAY Wendy'],['WILKINSON Kylie']
259,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Orange.csv,['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip']
260,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Blue Mountains.csv,['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish']
261,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Swansea.csv,['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin']
262,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Charlestown.csv,['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie'],['HARRISON Jodie']
263,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wahroonga.csv,['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['ABEDINI Parsia'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['ABEDINI Parsia'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister']
264,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Summer Hill.csv,['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo'],['HAYLEN Jo']
265,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Cronulla.csv,['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark'],['SPEAKMAN Mark']
266,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Myall Lakes.csv,['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['BENDALL Jason'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['BENDALL Jason'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya'],['THOMPSON Tanya']
267,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data South Coast.csv,['SIKORA Luke'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['SIKORA Luke'],['BUTLER Liza'],['SIKORA Luke'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['BUTLER Liza'],['SIKORA Luke'],['BUTLER Liza']
268,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Lake Macquarie.csv,['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg'],['PIPER Greg']
269,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kiama.csv,['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['McINERNEY Katelin'],['McINERNEY Katelin'],['McINERNEY Katelin'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['McINERNEY Katelin'],['McINERNEY Katelin'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth']
270,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Gosford.csv,['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl']
271,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Shellharbour.csv,['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna'],['WATSON Anna']
272,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Fairfield.csv,['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David'],['SALIBA David']
273,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Port Macquarie.csv,['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie'],['WILLIAMS Leslie']
274,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Strathfield.csv,['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen'],['LI Jason Yat-Sen']
275,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Epping.csv,['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['MASCARENHAS Alan'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['MASCARENHAS Alan'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic']
276,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Monaro.csv,['OVERALL Nichole'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['OVERALL Nichole'],['WHAN Steven'],['OVERALL Nichole'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['WHAN Steven'],['OVERALL Nichole'],['WHAN Steven']
277,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Penrith.csv,['AYRES Stuart'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['AYRES Stuart'],['McKEOWN Karen'],['AYRES Stuart'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['McKEOWN Karen'],['AYRES Stuart'],['McKEOWN Karen']
278,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Barwon.csv,['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy'],['BUTLER Roy']
279,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Vaucluse.csv,['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['FREYER Karen'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['FREYER Karen'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie'],['SLOANE Kellie']
280,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kogarah.csv,['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris'],['MINNS Chris']
281,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Mount Druitt.csv,['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond'],['ATALLA Edmond']
282,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wollondilly.csv,['SMITH Nathaniel'],['HANNAN Judy'],['HANNAN Judy'],['SMITH Nathaniel'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['SMITH Nathaniel'],['HANNAN Judy'],['SMITH Nathaniel'],['HANNAN Judy'],['HANNAN Judy'],['SMITH Nathaniel'],['HANNAN Judy'],['HANNAN Judy'],['SMITH Nathaniel'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['HANNAN Judy'],['SMITH Nathaniel'],['HANNAN Judy']
283,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Liverpool.csv,['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma'],['KALIYANDA Charishma']
284,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Maitland.csv,['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny']
285,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Goulburn.csv,['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['PILBROW Michael'],['PILBROW Michael'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['PILBROW Michael'],['PILBROW Michael'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy']
286,Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Upper Hunter.csv,['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['WATSON Peree'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['WATSON Peree'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave'],['LAYZELL Dave']
