Cast Vote Record,Precinct,Ballot Style,numCands,numSeats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
8155,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Houseal, Ian P.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,1,11
8156,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Condrey, Lawson T.","Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,1,11
8157,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8158,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.","Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R.",1,11
8159,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
8160,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8161,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8162,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Houseal, Ian P.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
8163,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,1,11
8164,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
8165,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8166,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8167,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Washburn, Patricia J.","Bailey, William M.",skipped,skipped,1,11
8168,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Houseal, Ian P.","Emerson, Anthony M.","Condrey, Lawson T.","DiMillo, Steven A.",1,11
8169,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8170,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8171,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,1,11
8172,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.","Buxton, Catherine A.","Emerson, Anthony M.","Houseal, Ian P.","DiMillo, Steven A.","Condrey, Lawson T.","Chann, Marpheen S.",1,11
8173,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Bailey, William M.","Emerson, Anthony M.","Houseal, Ian P.","Rovelto, Hope R.",1,11
8174,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Houseal, Ian P.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8175,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8176,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8177,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8178,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8179,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8180,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8181,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8182,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Houseal, Ian P.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8183,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
8184,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,1,11
8185,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Rovelto, Hope R.","Houseal, Ian P.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.","DiMillo, Steven A.",1,11
8186,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8187,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,1,11
8188,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.","Houseal, Ian P.","Washburn, Patricia J.","Bailey, William M.","Emerson, Anthony M.",skipped,1,11
8189,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,1,11
8190,Portland 1-1,Ballot Style 1,11,1,"Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8191,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8192,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
8193,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,1,11
8194,Portland 1-1,Ballot Style 1,11,1,"Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8195,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
8196,Portland 1-1,Ballot Style 1,11,1,"Houseal, Ian P.","Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,1,11
8197,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
8198,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8199,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.","DiMillo, Steven A.",skipped,skipped,skipped,1,11
8200,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8201,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8202,Portland 1-1,Ballot Style 1,11,1,"Bailey, William M.","DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Houseal, Ian P.","Washburn, Patricia J.",1,11
8203,Portland 1-1,Ballot Style 1,11,1,"Bailey, William M.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.","Emerson, Anthony M.","Houseal, Ian P.",1,11
8204,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8205,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
8206,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
8207,Portland 1-1,Ballot Style 1,11,1,"Houseal, Ian P.","Grant, Benjamin K.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8208,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,1,11
8209,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,1,11
8210,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8211,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
8212,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8213,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
8214,Portland 1-1,Ballot Style 1,11,1,"Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8215,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Bailey, William M.","Grant, Benjamin K.","Buxton, Catherine A.","Houseal, Ian P.","DiMillo, Steven A.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",1,11
8216,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.","Houseal, Ian P.",skipped,skipped,1,11
8217,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8218,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
8219,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Rovelto, Hope R.","Grant, Benjamin K.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8220,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8221,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.","Emerson, Anthony M.",1,11
8222,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8223,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
8224,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8225,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Houseal, Ian P.",skipped,skipped,skipped,skipped,1,11
8226,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8227,Portland 1-1,Ballot Style 1,11,1,"Bailey, William M.","DiMillo, Steven A.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
8228,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
8229,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8230,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
8231,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8232,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,1,11
8233,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8234,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Bailey, William M.","Grant, Benjamin K.","Condrey, Lawson T.","Rovelto, Hope R.","Houseal, Ian P.",1,11
8235,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","DiMillo, Steven A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
8236,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.","Rovelto, Hope R.","Buxton, Catherine A.","Condrey, Lawson T.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.",1,11
8237,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,1,11
8238,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Houseal, Ian P.","Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,1,11
8239,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Rovelto, Hope R.","Condrey, Lawson T.","Houseal, Ian P.","Bailey, William M.",1,11
8240,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
8241,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8242,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
8243,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Houseal, Ian P.","Bailey, William M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
8244,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8245,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
8246,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8247,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,skipped,1,11
8248,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8249,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8250,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8251,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8252,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
8253,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8254,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.","Washburn, Patricia J.","Houseal, Ian P.",skipped,skipped,skipped,1,11
8255,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8256,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.","DiMillo, Steven A.",skipped,skipped,skipped,1,11
8257,Portland 1-1,Ballot Style 1,11,1,"Houseal, Ian P.","Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Washburn, Patricia J.",1,11
8258,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,1,11
8259,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8260,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.",1,11
8261,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8262,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,1,11
8263,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8264,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8265,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
8266,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8268,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Condrey, Lawson T.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Emerson, Anthony M.",1,11
8269,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Houseal, Ian P.","Bailey, William M.","Buxton, Catherine A.","DiMillo, Steven A.",skipped,skipped,skipped,1,11
8270,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8271,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
