Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,numSeats,numCands
MUN Ballot Style 1,7274,Portland 1-1,"Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,,7
MUN Ballot Style 1,7275,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7276,Portland 1-1,"Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7277,Portland 1-1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7278,Portland 1-1,"Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7279,Portland 1-1,"Albert, Stephanie G.","Ward, Richard L.","Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7280,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7281,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7283,Portland 1-1,"Hang, Stacey L.","Schertz, Amber J.","Ward, Richard L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7284,Portland 1-1,"Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7285,Portland 1-1,"Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7286,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7287,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7288,Portland 1-1,"Grant, Benjamin K.","Mancini, Kimberly A.","Albert, Stephanie G.","Lentz, Sarah M.","Ward, Richard L.","Schertz, Amber J.","Hang, Stacey L.",,7
MUN Ballot Style 1,7289,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7290,Portland 1-1,"Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7291,Portland 1-1,"Hang, Stacey L.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,7292,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7293,Portland 1-1,"Ward, Richard L.","Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,,7
MUN Ballot Style 1,7294,Portland 1-1,"Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Grant, Benjamin K.","Ward, Richard L.","Albert, Stephanie G.",skipped,,7
MUN Ballot Style 1,7295,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.","Schertz, Amber J.","Hang, Stacey L.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7296,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7298,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7299,Portland 1-1,"Mancini, Kimberly A.","Albert, Stephanie G.","Hang, Stacey L.","Ward, Richard L.","Schertz, Amber J.",skipped,skipped,,7
MUN Ballot Style 1,7300,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7301,Portland 1-1,"Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7302,Portland 1-1,"Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7303,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Schertz, Amber J.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,7304,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7305,Portland 1-1,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7306,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7307,Portland 1-1,"Schertz, Amber J.","Ward, Richard L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7308,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7309,Portland 1-1,"Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Lentz, Sarah M.",skipped,skipped,,7
MUN Ballot Style 1,7310,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7311,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Mancini, Kimberly A.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7312,Portland 1-1,"Mancini, Kimberly A.","Hang, Stacey L.","Lentz, Sarah M.","Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,7313,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7314,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7315,Portland 1-1,"Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7316,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7317,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7318,Portland 1-1,"Lentz, Sarah M.","Hang, Stacey L.","Albert, Stephanie G.","Schertz, Amber J.","Mancini, Kimberly A.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,7319,Portland 1-1,"Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7320,Portland 1-1,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7321,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7322,Portland 1-1,"Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7323,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7324,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7325,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7326,Portland 1-1,"Albert, Stephanie G.","Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7329,Portland 1-1,"Lentz, Sarah M.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Mancini, Kimberly A.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,7330,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7331,Portland 1-1,"Lentz, Sarah M.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7332,Portland 1-1,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7333,Portland 1-1,"Hang, Stacey L.","Albert, Stephanie G.","Ward, Richard L.","Mancini, Kimberly A.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7334,Portland 1-1,"Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7335,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7336,Portland 1-1,"Albert, Stephanie G.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7337,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7338,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7339,Portland 1-1,"Albert, Stephanie G.","Hang, Stacey L.","Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 1,7340,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7341,Portland 1-1,"Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7342,Portland 1-1,"Albert, Stephanie G.","Lentz, Sarah M.","Ward, Richard L.","Mancini, Kimberly A.","Grant, Benjamin K.","Schertz, Amber J.","Hang, Stacey L.",,7
MUN Ballot Style 1,7343,Portland 1-1,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7344,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.","Albert, Stephanie G.",skipped,,7
MUN Ballot Style 1,7345,Portland 1-1,"Albert, Stephanie G.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7346,Portland 1-1,"Grant, Benjamin K.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7347,Portland 1-1,"Lentz, Sarah M.","Albert, Stephanie G.","Schertz, Amber J.","Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,7348,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7349,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7350,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7351,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7352,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7353,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7354,Portland 1-1,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.","Ward, Richard L.","Grant, Benjamin K.","Lentz, Sarah M.",,7
MUN Ballot Style 1,7355,Portland 1-1,"Hang, Stacey L.","Schertz, Amber J.","Grant, Benjamin K.","Mancini, Kimberly A.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7356,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7357,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7358,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7359,Portland 1-1,"Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.","Grant, Benjamin K.","Schertz, Amber J.","Hang, Stacey L.",skipped,,7
MUN Ballot Style 1,7360,Portland 1-1,"Lentz, Sarah M.","Mancini, Kimberly A.","Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,7361,Portland 1-1,"Mancini, Kimberly A.","Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Hang, Stacey L.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7362,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7363,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7364,Portland 1-1,"Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7365,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7367,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7368,Portland 1-1,"Ward, Richard L.","Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.","Grant, Benjamin K.","Hang, Stacey L.","Schertz, Amber J.",,7
MUN Ballot Style 1,7369,Portland 1-1,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7370,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7371,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7372,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.","Hang, Stacey L.","Ward, Richard L.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.",,7
MUN Ballot Style 1,7373,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7374,Portland 1-1,"Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7375,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7376,Portland 1-1,"Schertz, Amber J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7377,Portland 1-1,"Hang, Stacey L.","Mancini, Kimberly A.","Lentz, Sarah M.","Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,,7
MUN Ballot Style 1,7378,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7379,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7380,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,,7
MUN Ballot Style 1,7381,Portland 1-1,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7382,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7383,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7384,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7385,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7386,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7387,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7388,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7390,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7391,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7393,Portland 1-1,"Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.","Ward, Richard L.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.",,7
MUN Ballot Style 1,7394,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7395,Portland 1-1,"Grant, Benjamin K.","Hang, Stacey L.","Albert, Stephanie G.","Lentz, Sarah M.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,7396,Portland 1-1,"Grant, Benjamin K.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7397,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7398,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7399,Portland 1-1,"Ward, Richard L.","Lentz, Sarah M.","Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.","Hang, Stacey L.",,7
MUN Ballot Style 1,7400,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7401,Portland 1-1,"Mancini, Kimberly A.","Ward, Richard L.","Hang, Stacey L.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7403,Portland 1-1,"Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7404,Portland 1-1,"Hang, Stacey L.","Mancini, Kimberly A.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7405,Portland 1-1,"Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7406,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7407,Portland 1-1,"Albert, Stephanie G.","Lentz, Sarah M.","Grant, Benjamin K.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7408,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.","Albert, Stephanie G.","Ward, Richard L.",,7
MUN Ballot Style 1,7410,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7411,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7412,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7413,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7414,Portland 1-1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7415,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7416,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7417,Portland 1-1,"Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7418,Portland 1-1,"Ward, Richard L.","Schertz, Amber J.","Mancini, Kimberly A.","Lentz, Sarah M.","Hang, Stacey L.","Grant, Benjamin K.","Albert, Stephanie G.",,7
MUN Ballot Style 1,7419,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7420,Portland 1-1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7421,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7422,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7423,Portland 1-1,"Ward, Richard L.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Mancini, Kimberly A.","Grant, Benjamin K.",skipped,,7
MUN Ballot Style 1,7424,Portland 1-1,"Ward, Richard L.","Grant, Benjamin K.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7425,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7426,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7427,Portland 1-1,"Albert, Stephanie G.","Ward, Richard L.","Schertz, Amber J.","Mancini, Kimberly A.","Lentz, Sarah M.","Hang, Stacey L.","Grant, Benjamin K.",,7
MUN Ballot Style 1,7428,Portland 1-1,"Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7429,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7430,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7431,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7432,Portland 1-1,"Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7433,Portland 1-1,"Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,7434,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7435,Portland 1-1,"Albert, Stephanie G.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7436,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7437,Portland 1-1,"Albert, Stephanie G.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7438,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,7439,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7440,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
