file,candidate_removed,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Sean MARSHALL (Lab),['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Peter James Gavin MCKAIN (Libtn),['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Richard BRODIE (LD),['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Allan WEILD (Ind),['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Ian CARRUTHERS (Con),['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Henry MCCLELLAND (SNP),['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)']
/dumgal17-ballots/AnnandaleSouth_dumgal17-10.csv,Ronnie OGILVIE (Lab),['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Ian CARRUTHERS (Con)'],['Richard BRODIE (LD)'],['Ian CARRUTHERS (Con)']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Gail MACGREGOR (Con),['Stephen THOMPSON (SNP)'],['Adam WILSON (Lab)'],['Stephen THOMPSON (SNP)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Stephen THOMPSON (SNP),['Gail MACGREGOR (Con)'],['Adam WILSON (Lab)'],['Gail MACGREGOR (Con)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Adam WILSON (Lab),['Gail MACGREGOR (Con)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Doug FAIRBAIRN (Con),['Gail MACGREGOR (Con)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)']
/dumgal17-ballots/AnnandaleNorth_dumgal17-11.csv,Lisa COURTS (LD),['Gail MACGREGOR (Con)'],['Stephen THOMPSON (SNP)'],['Stephen THOMPSON (SNP)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)'],['Adam WILSON (Lab)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,John MCCUTCHEON (Ind),['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Richard OXLEY (Ind),['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Steve NORRIS (SNP),['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Graham NICOL (Con),['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Matthew CURRY (Lab),['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,David INGLIS (Con),['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Jim MCCOLM (Ind),['Graham NICOL (Con)'],['Richard OXLEY (Ind)'],['Graham NICOL (Con)'],['Richard OXLEY (Ind)'],['Richard OXLEY (Ind)'],['Richard OXLEY (Ind)'],['Graham NICOL (Con)'],['Richard OXLEY (Ind)'],['Richard OXLEY (Ind)'],['Richard OXLEY (Ind)'],['Richard OXLEY (Ind)'],['Richard OXLEY (Ind)'],['Richard OXLEY (Ind)'],['Richard OXLEY (Ind)'],['Richard OXLEY (Ind)'],['Richard OXLEY (Ind)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Barbara Anne BANNATYNE (Grn),['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)']
/dumgal17-ballots/MidGallowayandWigtownWest_dumgal17-02.csv,Katie HAGMANN (SNP),['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)'],['Jim MCCOLM (Ind)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,Lucy MCKIE (Lab),['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,Paul John TAYLORSON (Grn),['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,George PRENTICE (Ind),['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,John Lachlan YOUNG (SNP),['David JAMES (Con)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,Iain HOWIE (Ind),['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)'],['David JAMES (Con)']
/dumgal17-ballots/CastleDouglasandCrocketford_dumgal17-04.csv,David JAMES (Con),['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)'],['Iain HOWIE (Ind)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Graham BELL (Con),['David MCKIE (Lab)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)'],['Michelle Anne JOHNSTON (Grn)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)'],['Ronnie NICHOLSON (Lab)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Andy FERGUSON (SNP),['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Billy FARRIES (Ind),['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Michelle Anne JOHNSTON (Grn),['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Stacy BRADLEY (SNP),['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,David MCKIE (Lab),['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)']
/dumgal17-ballots/NorthWestDumfries_dumgal17-06.csv,Ronnie NICHOLSON (Lab),['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)'],['Graham BELL (Con)']
