ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,numSeats,numCands
36082_00001_000026,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36082_00001_000006,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
36082_00001_000038,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36082_00001_000027,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",skipped,1,4
36082_00001_000008,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36082_00001_000048,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36082_00001_000028,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36082_00001_000014,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36082_00001_000029,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",skipped,1,4
36082_00001_000004,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36082_00001_000030,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
36082_00001_000005,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36082_00001_000046,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36082_00001_000031,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36082_00001_000047,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike","Fletcher, Savannah","Williams, Robert ""Bert""",skipped,1,4
36082_00001_000032,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",skipped,1,4
36082_00001_000007,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36082_00001_000050,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36082_00001_000033,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",Write-in,1,4
36082_00001_000013,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36082_00001_000053,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Fletcher, Savannah","Cronk, Mike","Williams, Robert ""Bert""",skipped,1,4
36082_00001_000034,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike","Fletcher, Savannah","Williams, Robert ""Bert""",skipped,1,4
36082_00001_000003,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36082_00001_000054,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Fletcher, Savannah","Cronk, Mike","Williams, Robert ""Bert""",skipped,1,4
36082_00001_000035,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike","Fletcher, Savannah","Williams, Robert ""Bert""",skipped,1,4
36082_00001_000010,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",skipped,1,4
36082_00001_000052,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36082_00001_000036,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36082_00001_000017,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-082 Grayling,36-082 Grayling,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
936138_00001_8808531,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
936138_00001_7601296,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
936138_00001_9218558,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
936138_00001_1196542,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
936138_00001_6774583,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
936138_00001_2575933,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
936138_00001_1960532,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
936138_00001_6136198,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
936138_00001_5702488,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
936138_00001_7314760,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
936138_00001_4593464,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
936138_00001_4875896,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
936138_00001_5871282,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
936138_00001_7521999,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
936138_00001_3037590,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
936138_00001_2288826,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
936138_00001_7448246,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
936138_00001_2578667,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
936138_00001_2613181,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
936138_00001_2236148,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-138 Nulato,36-138 Nulato,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000068,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000067,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36062_00001_000040,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36062_00001_000019,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000015,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000058,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36062_00001_000057,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah","Cronk, Mike",skipped,skipped,1,4
36062_00001_000041,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000020,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36062_00001_000017,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36062_00001_000064,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Williams, Robert ""Bert""","Fletcher, Savannah","Cronk, Mike",skipped,1,4
36062_00001_000063,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000038,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000021,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000005,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000048,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000047,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000029,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike","Williams, Robert ""Bert""",skipped,skipped,1,4
36062_00001_000022,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000009,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36062_00001_000062,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000061,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000039,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000023,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000066,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000065,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000043,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36062_00001_000024,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36062_00001_000013,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000045,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000025,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36062_00001_000060,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000059,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000042,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36062_00001_000026,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000008,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000049,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36062_00001_000027,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000018,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000046,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000028,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000014,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000050,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000030,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000002,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36062_00001_000052,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000031,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike","Williams, Robert ""Bert""",skipped,skipped,1,4
36062_00001_000011,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36062_00001_000032,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike","Williams, Robert ""Bert""",skipped,skipped,1,4
36062_00001_000004,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000053,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
36062_00001_000033,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000054,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000034,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",skipped,1,4
36062_00001_000069,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000044,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""",skipped,skipped,1,4
36062_00001_000035,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",skipped,1,4
36062_00001_000016,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
36062_00001_000056,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
36062_00001_000036,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""",skipped,skipped,1,4
36062_00001_000012,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000055,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
36062_00001_000037,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike","Williams, Robert ""Bert""",skipped,skipped,1,4
36062_00001_000001,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-062 Eagle,36-062 Eagle,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
100036_00001_000001,Ballot 38 - Type 38,Election Day,Judicial 4,Judicial,36-002 Goldstream No. 2,36-002 Goldstream No. 2,Director,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_969296_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_968908_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_968074_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_967511_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""",skipped,skipped,1,4
35596_00000_966849_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Fletcher, Savannah",skipped,skipped,1,4
