Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,numSeats,numCands
"Eastpointe, Pct 12",83644,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83645,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 11",83646,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83647,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83648,"Eastpointe, Pct 12",Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 14",83649,"Eastpointe, Pct 14",Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 14",83650,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 11",83651,"Eastpointe, Pct 11",Shenita Lloyd,Sylvia L. Moore,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 11",83652,"Eastpointe, Pct 11",Sylvia L. Moore,Cardi DeMonaco Jr.,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 12",83653,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83654,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83655,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 12",83656,"Eastpointe, Pct 12",Sylvia L. Moore,Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 12",83657,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Tonia Gladney,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 13",83658,"Eastpointe, Pct 13",Michael Jones,Shenita Lloyd,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 12",83659,"Eastpointe, Pct 12",Sylvia L. Moore,Rob Baker,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 12",83660,"Eastpointe, Pct 12",Sylvia L. Moore,Cardi DeMonaco Jr.,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 13",83661,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83662,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 12",83663,"Eastpointe, Pct 12",Rob Baker,Michael Jones,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 11",83664,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 11",83665,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,skipped,2,6
"Eastpointe, Pct 13",83666,"Eastpointe, Pct 13",Michael Jones,Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83667,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83669,"Eastpointe, Pct 14",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 14",83670,"Eastpointe, Pct 14",Sylvia L. Moore,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 14",83671,"Eastpointe, Pct 14",Rob Baker,Shenita Lloyd,Cardi DeMonaco Jr.,Tonia Gladney,2,6
"Eastpointe, Pct 14",83672,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 11",83673,"Eastpointe, Pct 11",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 11",83674,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83675,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 11",83676,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 14",83677,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 13",83678,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 13",83679,"Eastpointe, Pct 13",Rob Baker,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 14",83680,"Eastpointe, Pct 14",Shenita Lloyd,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83681,"Eastpointe, Pct 14",Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,Shenita Lloyd,2,6
"Eastpointe, Pct 13",83682,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83683,"Eastpointe, Pct 14",Shenita Lloyd,Rob Baker,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 14",83684,"Eastpointe, Pct 14",Shenita Lloyd,Michael Jones,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 14",83685,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 12",83686,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 13",83687,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 14",83688,"Eastpointe, Pct 14",Sylvia L. Moore,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 14",83689,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,skipped,2,6
"Eastpointe, Pct 12",83690,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83691,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 12",83692,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83693,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83694,"Eastpointe, Pct 12",Tonia Gladney,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 14",83695,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 14",83696,"Eastpointe, Pct 14",Shenita Lloyd,Michael Jones,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83697,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 11",83698,"Eastpointe, Pct 11",Shenita Lloyd,Michael Jones,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 12",83699,"Eastpointe, Pct 12",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 12",83700,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 14",83701,"Eastpointe, Pct 14",Michael Jones,Tonia Gladney,Cardi DeMonaco Jr.,Rob Baker,2,6
"Eastpointe, Pct 12",83702,"Eastpointe, Pct 12",Rob Baker,Cardi DeMonaco Jr.,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 11",83703,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83704,"Eastpointe, Pct 12",Rob Baker,Sylvia L. Moore,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83705,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83706,"Eastpointe, Pct 12",Shenita Lloyd,Rob Baker,Cardi DeMonaco Jr.,Tonia Gladney,2,6
"Eastpointe, Pct 12",83707,"Eastpointe, Pct 12",Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 12",83708,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83709,"Eastpointe, Pct 12",Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 13",83710,"Eastpointe, Pct 13",Michael Jones,Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,2,6
"Eastpointe, Pct 13",83711,"Eastpointe, Pct 13",Rob Baker,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 14",83712,"Eastpointe, Pct 14",Michael Jones,Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 14",83713,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 13",83715,"Eastpointe, Pct 13",Rob Baker,Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 14",83716,"Eastpointe, Pct 14",Michael Jones,Cardi DeMonaco Jr.,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 14",83717,"Eastpointe, Pct 14",Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 14",83718,"Eastpointe, Pct 14",Tonia Gladney,Shenita Lloyd,Michael Jones,skipped,2,6
"Eastpointe, Pct 11",83719,"Eastpointe, Pct 11",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 14",83720,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 12",83721,"Eastpointe, Pct 12",Sylvia L. Moore,Rob Baker,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 14",83722,"Eastpointe, Pct 14",Tonia Gladney,Sylvia L. Moore,Cardi DeMonaco Jr.,Michael Jones,2,6
"Eastpointe, Pct 12",83723,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 11",83725,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83726,"Eastpointe, Pct 14",Rob Baker,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 14",83727,"Eastpointe, Pct 14",Tonia Gladney,Michael Jones,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83728,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 11",83730,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Shenita Lloyd,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 12",83731,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83732,"Eastpointe, Pct 14",Rob Baker,Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 12",83733,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 12",83734,"Eastpointe, Pct 12",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83735,"Eastpointe, Pct 14",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 12",83736,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,skipped,2,6
"Eastpointe, Pct 11",83737,"Eastpointe, Pct 11",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 11",83738,"Eastpointe, Pct 11",Sylvia L. Moore,Shenita Lloyd,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 11",83739,"Eastpointe, Pct 11",Sylvia L. Moore,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83740,"Eastpointe, Pct 12",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 12",83741,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Shenita Lloyd,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 12",83742,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 11",83743,"Eastpointe, Pct 11",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 13",83744,"Eastpointe, Pct 13",Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 11",83745,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 11",83746,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 13",83747,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Shenita Lloyd,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 12",83748,"Eastpointe, Pct 12",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 11",83749,"Eastpointe, Pct 11",Rob Baker,Michael Jones,Cardi DeMonaco Jr.,Tonia Gladney,2,6
"Eastpointe, Pct 11",83750,"Eastpointe, Pct 11",Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 14",83751,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 12",83752,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 12",83753,"Eastpointe, Pct 12",Michael Jones,Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83754,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83755,"Eastpointe, Pct 14",Tonia Gladney,Sylvia L. Moore,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 11",83756,"Eastpointe, Pct 11",Shenita Lloyd,Rob Baker,Cardi DeMonaco Jr.,Michael Jones,2,6
"Eastpointe, Pct 14",83757,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Shenita Lloyd,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 12",83758,"Eastpointe, Pct 12",Rob Baker,Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 14",83759,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 11",83760,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83761,"Eastpointe, Pct 12",Rob Baker,Shenita Lloyd,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 13",83762,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83763,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 11",83764,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 12",83765,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 11",83766,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 11",83767,"Eastpointe, Pct 11",Shenita Lloyd,Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 14",83768,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 11",83769,"Eastpointe, Pct 11",Tonia Gladney,Michael Jones,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 13",83770,"Eastpointe, Pct 13",Shenita Lloyd,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 12",83771,"Eastpointe, Pct 12",Tonia Gladney,Michael Jones,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 11",83772,"Eastpointe, Pct 11",Rob Baker,Shenita Lloyd,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 14",83773,"Eastpointe, Pct 14",Shenita Lloyd,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83774,"Eastpointe, Pct 14",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 12",83775,"Eastpointe, Pct 12",Sylvia L. Moore,Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 14",83777,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 12",83778,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,skipped,2,6
"Eastpointe, Pct 11",83779,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 12",83780,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83781,"Eastpointe, Pct 14",Rob Baker,Tonia Gladney,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 13",83782,"Eastpointe, Pct 13",Sylvia L. Moore,Shenita Lloyd,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 13",83783,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83784,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 11",83785,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 11",83786,"Eastpointe, Pct 11",Shenita Lloyd,Cardi DeMonaco Jr.,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 13",83787,"Eastpointe, Pct 13",Rob Baker,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 13",83788,"Eastpointe, Pct 13",Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 14",83789,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 12",83790,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 11",83791,"Eastpointe, Pct 11",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 11",83792,"Eastpointe, Pct 11",Shenita Lloyd,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 14",83793,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Rob Baker,2,6
"Eastpointe, Pct 11",83794,"Eastpointe, Pct 11",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 11",83795,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 12",83796,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 13",83797,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Shenita Lloyd,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 11",83798,"Eastpointe, Pct 11",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 13",83799,"Eastpointe, Pct 13",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 14",83800,"Eastpointe, Pct 14",Shenita Lloyd,Rob Baker,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 14",83801,"Eastpointe, Pct 14",Sylvia L. Moore,Tonia Gladney,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 13",83802,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 12",83804,"Eastpointe, Pct 12",Shenita Lloyd,Michael Jones,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83806,"Eastpointe, Pct 12",Rob Baker,Sylvia L. Moore,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83807,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83808,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 11",83809,"Eastpointe, Pct 11",Michael Jones,Shenita Lloyd,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 14",83810,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 14",83811,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 13",83812,"Eastpointe, Pct 13",Michael Jones,Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 11",83813,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 13",83814,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 12",83815,"Eastpointe, Pct 12",Sylvia L. Moore,Cardi DeMonaco Jr.,Rob Baker,skipped,2,6
"Eastpointe, Pct 13",83816,"Eastpointe, Pct 13",Shenita Lloyd,Tonia Gladney,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 14",83817,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 14",83818,"Eastpointe, Pct 14",Michael Jones,Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 13",83819,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83820,"Eastpointe, Pct 12",Shenita Lloyd,Cardi DeMonaco Jr.,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83822,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83823,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 11",83824,"Eastpointe, Pct 11",Shenita Lloyd,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83825,"Eastpointe, Pct 12",Rob Baker,Michael Jones,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83826,"Eastpointe, Pct 12",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 12",83827,"Eastpointe, Pct 12",Rob Baker,Shenita Lloyd,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 11",83828,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 11",83829,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,skipped,2,6
"Eastpointe, Pct 11",83830,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 12",83831,"Eastpointe, Pct 12",Michael Jones,Sylvia L. Moore,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 12",83832,"Eastpointe, Pct 12",Sylvia L. Moore,Tonia Gladney,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 14",83833,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 11",83834,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83835,"Eastpointe, Pct 12",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 11",83836,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83837,"Eastpointe, Pct 12",Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 14",83838,"Eastpointe, Pct 14",Sylvia L. Moore,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 13",83839,"Eastpointe, Pct 13",Sylvia L. Moore,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 12",83840,"Eastpointe, Pct 12",Tonia Gladney,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 12",83841,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 13",83842,"Eastpointe, Pct 13",Rob Baker,Shenita Lloyd,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 13",83843,"Eastpointe, Pct 13",Tonia Gladney,Michael Jones,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 14",83844,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 13",83845,"Eastpointe, Pct 13",Sylvia L. Moore,Michael Jones,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 14",83846,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83847,"Eastpointe, Pct 14",Rob Baker,Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 14",83848,"Eastpointe, Pct 14",Michael Jones,Shenita Lloyd,Sylvia L. Moore,Rob Baker,2,6
"Eastpointe, Pct 12",83849,"Eastpointe, Pct 12",Tonia Gladney,Sylvia L. Moore,skipped,skipped,2,6
