voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,num_positions
10,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
14,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
16,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
20,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Joe SMITH Alba Party for independence,David Don JACOBSEN Socialist Labour Party,Richard Charles SHILLCOCK Communist Party of Britain,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,Jon PULLMAN Freedom Alliance. Real People. Real Alternative,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",David RENTON Women's Equality Party,4
22,Susan RAE Scottish Green Party,Rob MUNN Scottish National Party (SNP),Amy MCNEESE-MECHAN Scottish National Party (SNP),James DALGLEISH Labour and Co-operative Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Susan RAE Scottish Green Party,Rob MUNN Scottish National Party (SNP),Amy MCNEESE-MECHAN Scottish National Party (SNP),James DALGLEISH Labour and Co-operative Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Joe SMITH Alba Party for independence,Susan RAE Scottish Green Party,David Don JACOBSEN Socialist Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Jack CALDWELL Scottish Liberal Democrats,James DALGLEISH Labour and Co-operative Party,Rob MUNN Scottish National Party (SNP),David Don JACOBSEN Socialist Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Susan RAE Scottish Green Party,David RENTON Women's Equality Party,David Don JACOBSEN Socialist Labour Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Richard Charles SHILLCOCK Communist Party of Britain,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,Joe SMITH Alba Party for independence,skipped,skipped,skipped,4
27,Jack CALDWELL Scottish Liberal Democrats,David Don JACOBSEN Socialist Labour Party,Rob MUNN Scottish National Party (SNP),James DALGLEISH Labour and Co-operative Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Susan RAE Scottish Green Party,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jon PULLMAN Freedom Alliance. Real People. Real Alternative,David RENTON Women's Equality Party,Richard Charles SHILLCOCK Communist Party of Britain,Joe SMITH Alba Party for independence,Bonus FOMBO Scottish Conservative and Unionist,4
28,Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Jack CALDWELL Scottish Liberal Democrats,Joe SMITH Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,Susan RAE Scottish Green Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Jack CALDWELL Scottish Liberal Democrats,Rob MUNN Scottish National Party (SNP),James DALGLEISH Labour and Co-operative Party,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,Rob MUNN Scottish National Party (SNP),Amy MCNEESE-MECHAN Scottish National Party (SNP),David Don JACOBSEN Socialist Labour Party,David RENTON Women's Equality Party,Joe SMITH Alba Party for independence,Jack CALDWELL Scottish Liberal Democrats,James DALGLEISH Labour and Co-operative Party,Bonus FOMBO Scottish Conservative and Unionist,Jon PULLMAN Freedom Alliance. Real People. Real Alternative,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
31,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,Bonus FOMBO Scottish Conservative and Unionist,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,Bonus FOMBO Scottish Conservative and Unionist,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
33,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,Bonus FOMBO Scottish Conservative and Unionist,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
34,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,Bonus FOMBO Scottish Conservative and Unionist,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,Bonus FOMBO Scottish Conservative and Unionist,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
36,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,Bonus FOMBO Scottish Conservative and Unionist,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
37,James DALGLEISH Labour and Co-operative Party,Susan RAE Scottish Green Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
38,Susan RAE Scottish Green Party,James DALGLEISH Labour and Co-operative Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Jack CALDWELL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
39,Susan RAE Scottish Green Party,James DALGLEISH Labour and Co-operative Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Jack CALDWELL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
40,Susan RAE Scottish Green Party,James DALGLEISH Labour and Co-operative Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Jack CALDWELL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
41,Susan RAE Scottish Green Party,Rob MUNN Scottish National Party (SNP),Jack CALDWELL Scottish Liberal Democrats,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
42,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",David Don JACOBSEN Socialist Labour Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Jon PULLMAN Freedom Alliance. Real People. Real Alternative,Susan RAE Scottish Green Party,David RENTON Women's Equality Party,Richard Charles SHILLCOCK Communist Party of Britain,Joe SMITH Alba Party for independence,4
43,Joe SMITH Alba Party for independence,Richard Charles SHILLCOCK Communist Party of Britain,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
44,Susan RAE Scottish Green Party,Jack CALDWELL Scottish Liberal Democrats,James DALGLEISH Labour and Co-operative Party,David Don JACOBSEN Socialist Labour Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),David RENTON Women's Equality Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,4
45,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Joe SMITH Alba Party for independence,Jack CALDWELL Scottish Liberal Democrats,James DALGLEISH Labour and Co-operative Party,David Don JACOBSEN Socialist Labour Party,Jon PULLMAN Freedom Alliance. Real People. Real Alternative,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",David RENTON Women's Equality Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,4
46,James DALGLEISH Labour and Co-operative Party,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",David Don JACOBSEN Socialist Labour Party,Jack CALDWELL Scottish Liberal Democrats,Jon PULLMAN Freedom Alliance. Real People. Real Alternative,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,4
47,James DALGLEISH Labour and Co-operative Party,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",David Don JACOBSEN Socialist Labour Party,Jack CALDWELL Scottish Liberal Democrats,Jon PULLMAN Freedom Alliance. Real People. Real Alternative,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,4
48,Bonus FOMBO Scottish Conservative and Unionist,Jack CALDWELL Scottish Liberal Democrats,James DALGLEISH Labour and Co-operative Party,David Don JACOBSEN Socialist Labour Party,Joe SMITH Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
49,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,Bonus FOMBO Scottish Conservative and Unionist,David RENTON Women's Equality Party,Susan RAE Scottish Green Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Richard Charles SHILLCOCK Communist Party of Britain,David Don JACOBSEN Socialist Labour Party,Jon PULLMAN Freedom Alliance. Real People. Real Alternative,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Joe SMITH Alba Party for independence,4
50,James DALGLEISH Labour and Co-operative Party,David RENTON Women's Equality Party,Susan RAE Scottish Green Party,Joe SMITH Alba Party for independence,David Don JACOBSEN Socialist Labour Party,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jack CALDWELL Scottish Liberal Democrats,Jon PULLMAN Freedom Alliance. Real People. Real Alternative,Richard Charles SHILLCOCK Communist Party of Britain,Rob MUNN Scottish National Party (SNP),Amy MCNEESE-MECHAN Scottish National Party (SNP),skipped,4
51,Rob MUNN Scottish National Party (SNP),Amy MCNEESE-MECHAN Scottish National Party (SNP),Richard Charles SHILLCOCK Communist Party of Britain,James DALGLEISH Labour and Co-operative Party,David Don JACOBSEN Socialist Labour Party,Joe SMITH Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
52,Susan RAE Scottish Green Party,David Don JACOBSEN Socialist Labour Party,James DALGLEISH Labour and Co-operative Party,David RENTON Women's Equality Party,Richard Charles SHILLCOCK Communist Party of Britain,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Jack CALDWELL Scottish Liberal Democrats,Joe SMITH Alba Party for independence,Bonus FOMBO Scottish Conservative and Unionist,Jon PULLMAN Freedom Alliance. Real People. Real Alternative,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",4
53,Susan RAE Scottish Green Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),James DALGLEISH Labour and Co-operative Party,David Don JACOBSEN Socialist Labour Party,Jack CALDWELL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
54,Susan RAE Scottish Green Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),James DALGLEISH Labour and Co-operative Party,David Don JACOBSEN Socialist Labour Party,Jack CALDWELL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
55,Susan RAE Scottish Green Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),James DALGLEISH Labour and Co-operative Party,David Don JACOBSEN Socialist Labour Party,Jack CALDWELL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
56,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,David RENTON Women's Equality Party,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
57,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),James DALGLEISH Labour and Co-operative Party,Susan RAE Scottish Green Party,David RENTON Women's Equality Party,Jack CALDWELL Scottish Liberal Democrats,David Don JACOBSEN Socialist Labour Party,skipped,skipped,skipped,skipped,skipped,4
58,Susan RAE Scottish Green Party,James DALGLEISH Labour and Co-operative Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
59,Susan RAE Scottish Green Party,James DALGLEISH Labour and Co-operative Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
60,Susan RAE Scottish Green Party,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,David Don JACOBSEN Socialist Labour Party,David RENTON Women's Equality Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,4
61,Rob MUNN Scottish National Party (SNP),Amy MCNEESE-MECHAN Scottish National Party (SNP),Joe SMITH Alba Party for independence,David Don JACOBSEN Socialist Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
62,James DALGLEISH Labour and Co-operative Party,Bonus FOMBO Scottish Conservative and Unionist,Jack CALDWELL Scottish Liberal Democrats,David RENTON Women's Equality Party,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",David Don JACOBSEN Socialist Labour Party,Susan RAE Scottish Green Party,Jon PULLMAN Freedom Alliance. Real People. Real Alternative,Joe SMITH Alba Party for independence,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Richard Charles SHILLCOCK Communist Party of Britain,4
63,Joe SMITH Alba Party for independence,David RENTON Women's Equality Party,Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
64,Rob MUNN Scottish National Party (SNP),Amy MCNEESE-MECHAN Scottish National Party (SNP),Joe SMITH Alba Party for independence,Richard Charles SHILLCOCK Communist Party of Britain,Susan RAE Scottish Green Party,David Don JACOBSEN Socialist Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
65,James DALGLEISH Labour and Co-operative Party,Susan RAE Scottish Green Party,Rob MUNN Scottish National Party (SNP),Jack CALDWELL Scottish Liberal Democrats,Amy MCNEESE-MECHAN Scottish National Party (SNP),David Don JACOBSEN Socialist Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
66,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
67,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
68,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
69,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
70,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
71,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
72,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
73,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
74,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
75,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
76,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
77,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
78,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
79,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
80,Bonus FOMBO Scottish Conservative and Unionist,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
81,Susan RAE Scottish Green Party,James DALGLEISH Labour and Co-operative Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),David RENTON Women's Equality Party,Richard Charles SHILLCOCK Communist Party of Britain,Jack CALDWELL Scottish Liberal Democrats,David Don JACOBSEN Socialist Labour Party,skipped,skipped,skipped,skipped,4
82,Joe SMITH Alba Party for independence,Richard Charles SHILLCOCK Communist Party of Britain,David Don JACOBSEN Socialist Labour Party,James DALGLEISH Labour and Co-operative Party,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Bonus FOMBO Scottish Conservative and Unionist,Jack CALDWELL Scottish Liberal Democrats,Jon PULLMAN Freedom Alliance. Real People. Real Alternative,David RENTON Women's Equality Party,Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),4
83,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,David Don JACOBSEN Socialist Labour Party,David RENTON Women's Equality Party,Jack CALDWELL Scottish Liberal Democrats,James DALGLEISH Labour and Co-operative Party,Joe SMITH Alba Party for independence,Jon PULLMAN Freedom Alliance. Real People. Real Alternative,Richard Charles SHILLCOCK Communist Party of Britain,"Niel DEEPNARAIN Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Bonus FOMBO Scottish Conservative and Unionist,4
84,James DALGLEISH Labour and Co-operative Party,David Don JACOBSEN Socialist Labour Party,Susan RAE Scottish Green Party,Jack CALDWELL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
85,James DALGLEISH Labour and Co-operative Party,David Don JACOBSEN Socialist Labour Party,Susan RAE Scottish Green Party,Jack CALDWELL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
86,Bonus FOMBO Scottish Conservative and Unionist,Susan RAE Scottish Green Party,James DALGLEISH Labour and Co-operative Party,Jack CALDWELL Scottish Liberal Democrats,Rob MUNN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
87,Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,David Don JACOBSEN Socialist Labour Party,James DALGLEISH Labour and Co-operative Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
88,Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,David Don JACOBSEN Socialist Labour Party,James DALGLEISH Labour and Co-operative Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
89,Susan RAE Scottish Green Party,Richard Charles SHILLCOCK Communist Party of Britain,David Don JACOBSEN Socialist Labour Party,James DALGLEISH Labour and Co-operative Party,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
90,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Joe SMITH Alba Party for independence,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
91,Amy MCNEESE-MECHAN Scottish National Party (SNP),Rob MUNN Scottish National Party (SNP),Susan RAE Scottish Green Party,Joe SMITH Alba Party for independence,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
92,Richard Charles SHILLCOCK Communist Party of Britain,David Don JACOBSEN Socialist Labour Party,David RENTON Women's Equality Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
