voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,num_positions
10,Claire MILLER Scottish Green Party,Jo MOWAT Scottish Conservative and Unionist,Norrie ROWAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
11,Finlay MCFARLANE Scottish National Party (SNP),Marianne MWIKI Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Kevin ILLINGWORTH Independent,Andy FOXALL Scottish Liberal Democrats,Pete CARSON Independent,Bonnie Prince BOB Independent,Maria PAKPAHAN-CAMPBELL Independent,Paul R. PENMAN Independent,Norrie ROWAN Independent,Jo MOWAT Scottish Conservative and Unionist,Kevan SHAW Alba Party for independence,4
12,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Kevan SHAW Alba Party for independence,Margaret Arma GRAHAM Labour and Co-operative Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
13,Jo MOWAT Scottish Conservative and Unionist,Margaret Arma GRAHAM Labour and Co-operative Party,Bonnie Prince BOB Independent,Pete CARSON Independent,Andy FOXALL Scottish Liberal Democrats,Kevin ILLINGWORTH Independent,Claire MILLER Scottish Green Party,Maria PAKPAHAN-CAMPBELL Independent,Paul R. PENMAN Independent,Norrie ROWAN Independent,Kevan SHAW Alba Party for independence,Finlay MCFARLANE Scottish National Party (SNP),Marianne MWIKI Scottish National Party (SNP),4
14,Jo MOWAT Scottish Conservative and Unionist,Andy FOXALL Scottish Liberal Democrats,Claire MILLER Scottish Green Party,Paul R. PENMAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
15,Andy FOXALL Scottish Liberal Democrats,Pete CARSON Independent,Jo MOWAT Scottish Conservative and Unionist,Paul R. PENMAN Independent,Norrie ROWAN Independent,Maria PAKPAHAN-CAMPBELL Independent,Bonnie Prince BOB Independent,Kevin ILLINGWORTH Independent,Margaret Arma GRAHAM Labour and Co-operative Party,Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Marianne MWIKI Scottish National Party (SNP),Kevan SHAW Alba Party for independence,4
16,Marianne MWIKI Scottish National Party (SNP),Maria PAKPAHAN-CAMPBELL Independent,Kevin ILLINGWORTH Independent,Kevan SHAW Alba Party for independence,Claire MILLER Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
17,Kevan SHAW Alba Party for independence,Norrie ROWAN Independent,Finlay MCFARLANE Scottish National Party (SNP),Marianne MWIKI Scottish National Party (SNP),Claire MILLER Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
18,Kevan SHAW Alba Party for independence,Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,Finlay MCFARLANE Scottish National Party (SNP),Marianne MWIKI Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
19,Margaret Arma GRAHAM Labour and Co-operative Party,Maria PAKPAHAN-CAMPBELL Independent,Bonnie Prince BOB Independent,Pete CARSON Independent,Claire MILLER Scottish Green Party,Paul R. PENMAN Independent,Kevin ILLINGWORTH Independent,Kevan SHAW Alba Party for independence,Norrie ROWAN Independent,Andy FOXALL Scottish Liberal Democrats,Finlay MCFARLANE Scottish National Party (SNP),Marianne MWIKI Scottish National Party (SNP),Jo MOWAT Scottish Conservative and Unionist,4
20,Jo MOWAT Scottish Conservative and Unionist,Andy FOXALL Scottish Liberal Democrats,Paul R. PENMAN Independent,Norrie ROWAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Jo MOWAT Scottish Conservative and Unionist,Andy FOXALL Scottish Liberal Democrats,Paul R. PENMAN Independent,Norrie ROWAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Jo MOWAT Scottish Conservative and Unionist,Andy FOXALL Scottish Liberal Democrats,Paul R. PENMAN Independent,Norrie ROWAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Jo MOWAT Scottish Conservative and Unionist,Andy FOXALL Scottish Liberal Democrats,Paul R. PENMAN Independent,Norrie ROWAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Finlay MCFARLANE Scottish National Party (SNP),Marianne MWIKI Scottish National Party (SNP),Pete CARSON Independent,Kevin ILLINGWORTH Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Margaret Arma GRAHAM Labour and Co-operative Party,Kevin ILLINGWORTH Independent,Norrie ROWAN Independent,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Andy FOXALL Scottish Liberal Democrats,Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Marianne MWIKI Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
27,Andy FOXALL Scottish Liberal Democrats,Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Marianne MWIKI Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
28,Andy FOXALL Scottish Liberal Democrats,Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Marianne MWIKI Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,Andy FOXALL Scottish Liberal Democrats,Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Marianne MWIKI Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Kevan SHAW Alba Party for independence,Maria PAKPAHAN-CAMPBELL Independent,Paul R. PENMAN Independent,Norrie ROWAN Independent,Kevin ILLINGWORTH Independent,Pete CARSON Independent,Bonnie Prince BOB Independent,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,Jo MOWAT Scottish Conservative and Unionist,4
31,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,Jo MOWAT Scottish Conservative and Unionist,Claire MILLER Scottish Green Party,Maria PAKPAHAN-CAMPBELL Independent,Norrie ROWAN Independent,Kevan SHAW Alba Party for independence,Kevin ILLINGWORTH Independent,Bonnie Prince BOB Independent,Pete CARSON Independent,Paul R. PENMAN Independent,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),4
32,Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,Maria PAKPAHAN-CAMPBELL Independent,Norrie ROWAN Independent,Pete CARSON Independent,Paul R. PENMAN Independent,Bonnie Prince BOB Independent,Kevin ILLINGWORTH Independent,skipped,skipped,skipped,skipped,4
33,Margaret Arma GRAHAM Labour and Co-operative Party,Marianne MWIKI Scottish National Party (SNP),Claire MILLER Scottish Green Party,Finlay MCFARLANE Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
34,Margaret Arma GRAHAM Labour and Co-operative Party,Marianne MWIKI Scottish National Party (SNP),Claire MILLER Scottish Green Party,Finlay MCFARLANE Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,Margaret Arma GRAHAM Labour and Co-operative Party,Marianne MWIKI Scottish National Party (SNP),Claire MILLER Scottish Green Party,Finlay MCFARLANE Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
36,Margaret Arma GRAHAM Labour and Co-operative Party,Marianne MWIKI Scottish National Party (SNP),Claire MILLER Scottish Green Party,Finlay MCFARLANE Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
37,Margaret Arma GRAHAM Labour and Co-operative Party,Marianne MWIKI Scottish National Party (SNP),Claire MILLER Scottish Green Party,Finlay MCFARLANE Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
38,Margaret Arma GRAHAM Labour and Co-operative Party,Marianne MWIKI Scottish National Party (SNP),Claire MILLER Scottish Green Party,Finlay MCFARLANE Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
39,Margaret Arma GRAHAM Labour and Co-operative Party,Marianne MWIKI Scottish National Party (SNP),Claire MILLER Scottish Green Party,Finlay MCFARLANE Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
40,Jo MOWAT Scottish Conservative and Unionist,Claire MILLER Scottish Green Party,Finlay MCFARLANE Scottish National Party (SNP),Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,Marianne MWIKI Scottish National Party (SNP),Paul R. PENMAN Independent,Bonnie Prince BOB Independent,Pete CARSON Independent,Maria PAKPAHAN-CAMPBELL Independent,Norrie ROWAN Independent,Kevan SHAW Alba Party for independence,skipped,4
41,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,Bonnie Prince BOB Independent,Pete CARSON Independent,Kevin ILLINGWORTH Independent,skipped,skipped,skipped,skipped,skipped,4
42,Jo MOWAT Scottish Conservative and Unionist,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,Norrie ROWAN Independent,Maria PAKPAHAN-CAMPBELL Independent,Paul R. PENMAN Independent,Kevin ILLINGWORTH Independent,Pete CARSON Independent,Bonnie Prince BOB Independent,skipped,skipped,skipped,skipped,4
43,Andy FOXALL Scottish Liberal Democrats,Margaret Arma GRAHAM Labour and Co-operative Party,Bonnie Prince BOB Independent,Pete CARSON Independent,Kevin ILLINGWORTH Independent,Maria PAKPAHAN-CAMPBELL Independent,Paul R. PENMAN Independent,Norrie ROWAN Independent,skipped,skipped,skipped,skipped,skipped,4
44,Jo MOWAT Scottish Conservative and Unionist,Bonnie Prince BOB Independent,Andy FOXALL Scottish Liberal Democrats,Claire MILLER Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
45,Claire MILLER Scottish Green Party,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Andy FOXALL Scottish Liberal Democrats,Norrie ROWAN Independent,Pete CARSON Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
46,Andy FOXALL Scottish Liberal Democrats,Margaret Arma GRAHAM Labour and Co-operative Party,Jo MOWAT Scottish Conservative and Unionist,Pete CARSON Independent,Kevin ILLINGWORTH Independent,Maria PAKPAHAN-CAMPBELL Independent,Paul R. PENMAN Independent,Norrie ROWAN Independent,skipped,skipped,skipped,skipped,skipped,4
47,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,Jo MOWAT Scottish Conservative and Unionist,Norrie ROWAN Independent,Maria PAKPAHAN-CAMPBELL Independent,Kevin ILLINGWORTH Independent,Pete CARSON Independent,Bonnie Prince BOB Independent,Claire MILLER Scottish Green Party,Paul R. PENMAN Independent,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Kevan SHAW Alba Party for independence,4
48,Claire MILLER Scottish Green Party,Marianne MWIKI Scottish National Party (SNP),Kevin ILLINGWORTH Independent,Finlay MCFARLANE Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
49,Margaret Arma GRAHAM Labour and Co-operative Party,Claire MILLER Scottish Green Party,Finlay MCFARLANE Scottish National Party (SNP),Marianne MWIKI Scottish National Party (SNP),Bonnie Prince BOB Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
50,Jo MOWAT Scottish Conservative and Unionist,Andy FOXALL Scottish Liberal Democrats,Kevin ILLINGWORTH Independent,Pete CARSON Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
51,Jo MOWAT Scottish Conservative and Unionist,Andy FOXALL Scottish Liberal Democrats,Kevin ILLINGWORTH Independent,Pete CARSON Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
52,Andy FOXALL Scottish Liberal Democrats,Maria PAKPAHAN-CAMPBELL Independent,Bonnie Prince BOB Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
53,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
54,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
55,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
56,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
57,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
58,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
59,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
60,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
61,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
62,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
63,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
64,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
65,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
66,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
67,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
68,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
69,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
70,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
71,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
72,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
73,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
74,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
75,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
76,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
77,Marianne MWIKI Scottish National Party (SNP),Finlay MCFARLANE Scottish National Party (SNP),Claire MILLER Scottish Green Party,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
78,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
79,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
80,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
81,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
82,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
83,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
84,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
85,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
86,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
87,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
88,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
89,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
90,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
91,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
92,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
93,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
94,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
95,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
96,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
97,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
98,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
99,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
100,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
101,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
102,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
103,Margaret Arma GRAHAM Labour and Co-operative Party,Andy FOXALL Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
