,file_name,election_method,anomaly_type
44,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lismore.csv,Borda_PM,strat_compromise
45,./data/australia/Australia_Victoria_LegAssembly_2018/BallotPaperDetails-Melbourne District SE2018.csv,Borda_PM,strat_compromise
46,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Northcote with candidates.csv,Borda_PM,strat_compromise
47,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Werribee with candidates.csv,Borda_PM,strat_compromise
48,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Hawthorn with candidates.csv,Borda_PM,strat_compromise
49,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Preston with Candidates.csv,Borda_PM,strat_compromise
50,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lismore.csv,Borda_PM,strat_compromise
51,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_East Hills.csv,Borda_PM,strat_compromise
52,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Ryde.csv,Borda_PM,strat_compromise
53,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Balmain.csv,Borda_PM,strat_compromise
54,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kiama.csv,Borda_PM,strat_compromise
55,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Holsworthy.csv,Borda_PM,strat_compromise
56,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Ballina.csv,Borda_PM,strat_compromise
57,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_L
58,./data/australia/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_L
59,./data/australia/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_L
60,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Liverpool-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_L
61,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_L
62,./data/australia/Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_L
63,./data/australia/Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_L
64,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_L
65,./data/australia/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Murray.csv,Borda_PM,strat_truncate_L
66,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Murray.csv,Borda_PM,strat_truncate_L
67,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Dubbo.csv,Borda_PM,strat_truncate_L
68,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Balmain.csv,Borda_PM,strat_truncate_L
69,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data East Hills.csv,Borda_PM,strat_truncate_L
70,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Newtown.csv,Borda_PM,strat_truncate_L
71,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Penrith.csv,Borda_PM,strat_truncate_L
72,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lismore.csv,Borda_PM,strat_truncate_L
73,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Kogarah.csv,Borda_PM,strat_truncate_L
74,./data/australia/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB1801 LA Pref Data_NA_Wagga Wagga.csv,Borda_PM,strat_truncate_L
75,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Point Cook with candidates.csv,Borda_PM,strat_truncate_L
76,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Melton with candidates.csv,Borda_PM,strat_truncate_L
77,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Werribee with candidates.csv,Borda_PM,strat_truncate_L
78,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Hawthorn with candidates.csv,Borda_PM,strat_truncate_L
79,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Preston with Candidates.csv,Borda_PM,strat_truncate_L
80,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Brighton with candidates.csv,Borda_PM,strat_truncate_L
81,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Gosford.csv,Borda_PM,strat_truncate_L
82,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Strathfield.csv,Borda_PM,strat_truncate_L
83,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Summer Hill.csv,Borda_PM,strat_truncate_L
84,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_East Hills.csv,Borda_PM,strat_truncate_L
85,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Newtown.csv,Borda_PM,strat_truncate_L
86,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Balmain.csv,Borda_PM,strat_truncate_L
87,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Granville.csv,Borda_PM,strat_truncate_L
88,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_The Entrance.csv,Borda_PM,strat_truncate_L
89,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Monaro.csv,Borda_PM,strat_truncate_L
90,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Ryde.csv,Borda_PM,strat_truncate_L
91,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Goulburn.csv,Borda_PM,strat_truncate_L
92,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Drummoyne.csv,Borda_PM,strat_truncate_L
93,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Oatley.csv,Borda_PM,strat_truncate_L
94,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Pittwater.csv,Borda_PM,strat_truncate_L
95,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Newtown.csv,Borda_PM,strat_truncate_L
96,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Camden.csv,Borda_PM,strat_truncate_L
97,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data East Hills.csv,Borda_PM,strat_truncate_L
98,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kiama.csv,Borda_PM,strat_truncate_L
99,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Holsworthy.csv,Borda_PM,strat_truncate_L
100,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wollondilly.csv,Borda_PM,strat_truncate_L
101,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Riverstone.csv,Borda_PM,strat_truncate_L
102,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Penrith.csv,Borda_PM,strat_truncate_L
103,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Ballina.csv,Borda_PM,strat_truncate_L
104,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Winston Hills.csv,Borda_PM,strat_truncate_L
105,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wakehurst.csv,Borda_PM,strat_truncate_L
106,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_W
107,./data/australia/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_W
108,./data/australia/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_W
109,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Liverpool-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_W
110,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_W
111,./data/australia/Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_W
112,./data/australia/Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_W
113,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_truncate_W
114,./data/australia/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Murray.csv,Borda_PM,strat_truncate_W
115,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Murray.csv,Borda_PM,strat_truncate_W
116,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Dubbo.csv,Borda_PM,strat_truncate_W
117,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Balmain.csv,Borda_PM,strat_truncate_W
118,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data East Hills.csv,Borda_PM,strat_truncate_W
119,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Newtown.csv,Borda_PM,strat_truncate_W
120,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Penrith.csv,Borda_PM,strat_truncate_W
121,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lismore.csv,Borda_PM,strat_truncate_W
122,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Kogarah.csv,Borda_PM,strat_truncate_W
123,./data/australia/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB1801 LA Pref Data_NA_Wagga Wagga.csv,Borda_PM,strat_truncate_W
124,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Point Cook with candidates.csv,Borda_PM,strat_truncate_W
125,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Melton with candidates.csv,Borda_PM,strat_truncate_W
126,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Werribee with candidates.csv,Borda_PM,strat_truncate_W
127,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Hawthorn with candidates.csv,Borda_PM,strat_truncate_W
128,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Preston with Candidates.csv,Borda_PM,strat_truncate_W
129,./data/australia/Australia_Victoria_LegAssembly_2022/BallotPaperDetails-Brighton with candidates.csv,Borda_PM,strat_truncate_W
130,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Gosford.csv,Borda_PM,strat_truncate_W
131,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Strathfield.csv,Borda_PM,strat_truncate_W
132,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Summer Hill.csv,Borda_PM,strat_truncate_W
133,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Ballina.csv,Borda_PM,strat_truncate_W
134,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_East Hills.csv,Borda_PM,strat_truncate_W
135,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Newtown.csv,Borda_PM,strat_truncate_W
136,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Balmain.csv,Borda_PM,strat_truncate_W
137,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Granville.csv,Borda_PM,strat_truncate_W
138,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_The Entrance.csv,Borda_PM,strat_truncate_W
139,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Monaro.csv,Borda_PM,strat_truncate_W
140,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Ryde.csv,Borda_PM,strat_truncate_W
141,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Goulburn.csv,Borda_PM,strat_truncate_W
142,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Drummoyne.csv,Borda_PM,strat_truncate_W
143,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Oatley.csv,Borda_PM,strat_truncate_W
144,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Pittwater.csv,Borda_PM,strat_truncate_W
145,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Newtown.csv,Borda_PM,strat_truncate_W
146,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Camden.csv,Borda_PM,strat_truncate_W
147,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data East Hills.csv,Borda_PM,strat_truncate_W
148,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kiama.csv,Borda_PM,strat_truncate_W
149,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Holsworthy.csv,Borda_PM,strat_truncate_W
150,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wollondilly.csv,Borda_PM,strat_truncate_W
151,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Riverstone.csv,Borda_PM,strat_truncate_W
152,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Penrith.csv,Borda_PM,strat_truncate_W
153,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Ballina.csv,Borda_PM,strat_truncate_W
154,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Winston Hills.csv,Borda_PM,strat_truncate_W
155,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wakehurst.csv,Borda_PM,strat_truncate_W
156,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_bury_shallow
157,./data/australia/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_bury_shallow
158,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Liverpool-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_bury_shallow
159,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_bury_shallow
160,./data/australia/Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_bury_shallow
161,./data/australia/Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_bury_shallow
162,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,Borda_PM,strat_bury_shallow
163,./data/australia/Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Murray.csv,Borda_PM,strat_bury_shallow
164,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Murray.csv,Borda_PM,strat_bury_shallow
165,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Dubbo.csv,Borda_PM,strat_bury_shallow
166,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Balmain.csv,Borda_PM,strat_bury_shallow
167,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data East Hills.csv,Borda_PM,strat_bury_shallow
168,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Newtown.csv,Borda_PM,strat_bury_shallow
169,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Penrith.csv,Borda_PM,strat_bury_shallow
170,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lismore.csv,Borda_PM,strat_bury_shallow
171,./data/australia/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Kogarah.csv,Borda_PM,strat_bury_shallow
172,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Gosford.csv,Borda_PM,strat_bury_shallow
173,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Strathfield.csv,Borda_PM,strat_bury_shallow
174,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Summer Hill.csv,Borda_PM,strat_bury_shallow
175,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_East Hills.csv,Borda_PM,strat_bury_shallow
176,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Newtown.csv,Borda_PM,strat_bury_shallow
177,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Balmain.csv,Borda_PM,strat_bury_shallow
178,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Granville.csv,Borda_PM,strat_bury_shallow
179,./data/australia/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_The Entrance.csv,Borda_PM,strat_bury_shallow
180,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Monaro.csv,Borda_PM,strat_bury_shallow
181,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Ryde.csv,Borda_PM,strat_bury_shallow
182,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Goulburn.csv,Borda_PM,strat_bury_shallow
183,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Drummoyne.csv,Borda_PM,strat_bury_shallow
184,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Oatley.csv,Borda_PM,strat_bury_shallow
185,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Pittwater.csv,Borda_PM,strat_bury_shallow
186,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Newtown.csv,Borda_PM,strat_bury_shallow
187,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Camden.csv,Borda_PM,strat_bury_shallow
188,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data East Hills.csv,Borda_PM,strat_bury_shallow
189,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Kiama.csv,Borda_PM,strat_bury_shallow
190,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Holsworthy.csv,Borda_PM,strat_bury_shallow
191,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wollondilly.csv,Borda_PM,strat_bury_shallow
192,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Riverstone.csv,Borda_PM,strat_bury_shallow
193,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Penrith.csv,Borda_PM,strat_bury_shallow
194,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Winston Hills.csv,Borda_PM,strat_bury_shallow
195,./data/australia/Australia_NewSouthWales_State_LegAssembly_2023/SG2301 LA Pref Data Wakehurst.csv,Borda_PM,strat_bury_shallow
196,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,Borda_OM,strat_compromise
197,./data/australia/Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,Borda_OM,strat_compromise
198,./data/australia/Australia_NewSouthWales_Mayorals_2021/Singleton-mayoral-finalpreferencedatafile.csv,Borda_OM,strat_compromise
199,./data/australia/Australia_NewSouthWales_Mayorals_2021/Wollondilly-mayoral-finalpreferencedatafile.csv,Borda_OM,strat_compromise
200,./data/australia/Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,Borda_OM,strat_compromise
201,./data/australia/Australia_NewSouthWales_Mayorals_2021/Eurobodalla-mayoral-finalpreferencedatafile.csv,Borda_OM,strat_compromise
