ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
01005_00358_000085,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
01005_00358_000510,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,BEN BARTLETT,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
01005_00358_000504,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,skipped,1,4
01005_00358_000372,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,BEN BARTLETT,skipped,skipped,skipped,1,4
01005_00358_000295,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,skipped,1,4
01005_00358_000037,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,skipped,skipped,skipped,skipped,1,4
01005_00358_000529,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,skipped,skipped,skipped,skipped,1,4
01005_00358_000528,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,1,4
01005_00358_000403,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,skipped,1,4
01005_00358_000313,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
01005_00358_000228,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,skipped,1,4
01005_00358_000063,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,skipped,1,4
01005_00358_000582,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
01005_00358_000576,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
01005_00358_000464,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
01005_00358_000354,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,skipped,1,4
01005_00358_000282,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",DEBORAH MATTHEWS,skipped,skipped,skipped,1,4
01005_00358_000216,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,skipped,skipped,skipped,skipped,1,4
01005_00358_000180,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,1,4
01005_00358_000121,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
01005_00358_000091,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
01005_00358_000014,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,"JOHN ""CHIP"" MOORE",DEBORAH MATTHEWS,skipped,skipped,1,4
01005_00358_000426,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,skipped,1,4
01005_00358_000336,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,skipped,1,4
01005_00358_000258,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,skipped,skipped,skipped,skipped,1,4
01005_00358_000150,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
01005_00358_000098,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,1,4
01005_00358_000702,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,skipped,1,4
01005_00358_000696,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,"JOHN ""CHIP"" MOORE",DEBORAH MATTHEWS,skipped,skipped,1,4
01005_00358_000570,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",DEBORAH MATTHEWS,BEN BARTLETT,skipped,skipped,1,4
01005_00358_000417,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
01005_00358_000415,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,skipped,1,4
01005_00358_000330,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,"JOHN ""CHIP"" MOORE",skipped,skipped,skipped,1,4
01005_00358_000246,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,skipped,1,4
01005_00358_000165,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,skipped,1,4
01005_00358_000120,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,skipped,1,4
01005_00358_000594,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",skipped,skipped,skipped,skipped,1,4
01005_00358_000433,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,skipped,1,4
01005_00358_000342,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
01005_00358_000093,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
01005_00358_000013,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
01005_00358_000684,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",DEBORAH MATTHEWS,BEN BARTLETT,skipped,skipped,1,4
01005_00358_000546,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
01005_00358_000392,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,BEN BARTLETT,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
01005_00358_000391,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,"JOHN ""CHIP"" MOORE",DEBORAH MATTHEWS,skipped,skipped,1,4
01005_00358_000252,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,skipped,skipped,skipped,skipped,1,4
01005_00358_000169,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,1,4
01005_00358_000007,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,skipped,1,4
01005_00358_000588,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",skipped,skipped,skipped,skipped,1,4
01005_00358_000324,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,"JOHN ""CHIP"" MOORE",DEBORAH MATTHEWS,skipped,skipped,1,4
01005_00358_000378,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",Write-in,BEN BARTLETT,skipped,skipped,1,4
01005_00358_000409,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,BEN BARTLETT,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
01005_00358_000463,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,Write-in,DEBORAH MATTHEWS,BEN BARTLETT,skipped,skipped,1,4
01005_00358_000480,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,Write-in,BEN BARTLETT,skipped,skipped,1,4
01005_00358_000561,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,skipped,1,4
01005_00358_000162,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,"JOHN ""CHIP"" MOORE",Write-in,DEBORAH MATTHEWS,skipped,1,4
01005_00358_000198,BT11,Vote by Mail,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,Write-in,skipped,skipped,skipped,skipped,1,4
03002_00002_000118,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
03002_00002_000353,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,204300,204300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,1,4
03002_00006_000688,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,204300,204300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
03002_00006_000183,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208510,208510,Election Office,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,1,4
03002_00006_000676,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,204300,204300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,1,4
03006_00006_000396,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,skipped,1,4
03006_00006_000061,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,204300,204300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
03006_00006_000148,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
02011_00025_000495,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,skipped,skipped,skipped,skipped,1,4
02011_00025_000414,BT12,Election Day,BART District #7,BART,208800,208800,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
02011_00025_000292,BT12,Election Day,BART District #7,BART,208800,208800,Election Office,BEN BARTLETT,"JOHN ""CHIP"" MOORE",DEBORAH MATTHEWS,skipped,skipped,1,4
02011_00025_000137,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208510,208510,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
02011_00025_000041,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,204300,204300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,1,4
02011_00025_000134,BT12,Election Day,BART District #7,BART,208800,208800,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
02011_00025_000316,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208510,208510,Election Office,"JOHN ""CHIP"" MOORE",DEBORAH MATTHEWS,BEN BARTLETT,skipped,skipped,1,4
02011_00025_000383,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,204300,204300,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
02011_00025_000324,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208510,208510,Election Office,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,skipped,1,4
02011_00025_000242,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,204300,204300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
02011_00025_000237,BT12,Election Day,BART District #7,BART,208800,208800,Election Office,"JOHN ""CHIP"" MOORE",skipped,skipped,skipped,skipped,1,4
02011_00025_000164,BT12,Election Day,BART District #7,BART,208800,208800,Election Office,BEN BARTLETT,"JOHN ""CHIP"" MOORE",DEBORAH MATTHEWS,skipped,skipped,1,4
02011_00025_000065,BT12,Election Day,BART District #7,BART,208800,208800,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
02011_00025_000007,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208510,208510,Election Office,DEBORAH MATTHEWS,skipped,skipped,skipped,skipped,1,4
02011_00025_000396,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,BEN BARTLETT,skipped,skipped,skipped,1,4
02011_00025_000252,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,1,4
02011_00025_000014,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208510,208510,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,1,4
02011_00025_000408,BT12,Election Day,BART District #7,BART,208800,208800,Election Office,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",BEN BARTLETT,skipped,skipped,1,4
02011_00025_000346,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,BEN BARTLETT,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,1,4
02011_00025_000342,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,"JOHN ""CHIP"" MOORE",skipped,skipped,skipped,1,4
02011_00025_000278,BT12,Election Day,BART District #7,BART,208800,208800,Election Office,BEN BARTLETT,"JOHN ""CHIP"" MOORE",skipped,skipped,skipped,1,4
02011_00025_000275,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,204300,204300,Election Office,"JOHN ""CHIP"" MOORE",BEN BARTLETT,DEBORAH MATTHEWS,skipped,skipped,1,4
02011_00025_000218,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208510,208510,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
02011_00025_000355,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208300,208300,Election Office,DEBORAH MATTHEWS,BEN BARTLETT,skipped,skipped,skipped,1,4
02011_00025_000182,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,208510,208510,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
02011_00025_000181,BT11,Election Day,"City of Berkeley, District #3",CITY COUNCILS,204300,204300,Election Office,BEN BARTLETT,skipped,skipped,skipped,skipped,1,4
