9 3.0
167 1 0
2 1 2 0
17 6 7 5 0
19 6 7 8 0
27 6 7 9 0
48 6 8 0
42 6 8 2 0
14 6 8 3 0
18 6 8 4 0
12 6 8 5 0
29 6 8 7 0
213 6 8 9 0
38 6 9 0
23 6 9 2 0
20 6 9 3 0
15 6 9 4 0
18 6 9 5 0
14 6 9 7 0
277 6 9 8 0
448 7 0
1 7 1 0
1 7 1 5 0
17 7 2 0
7 7 2 3 0
13 7 2 4 0
20 7 2 5 0
11 7 2 6 0
21 7 2 8 0
10 7 2 9 0
16 7 3 0
1 7 3 1 0
7 7 3 2 0
9 7 3 4 0
22 7 3 5 0
11 7 3 6 0
7 7 3 8 0
6 7 3 9 0
11 7 4 0
9 7 4 2 0
12 7 4 3 0
17 7 4 5 0
9 7 4 6 0
6 7 4 8 0
5 7 4 9 0
8 7 5 0
24 7 5 2 0
25 7 5 3 0
31 7 5 4 0
14 7 5 6 0
21 7 5 8 0
10 7 5 9 0
10 7 6 0
13 7 6 2 0
14 7 6 3 0
8 7 6 4 0
12 7 6 5 0
29 7 6 8 0
11 7 6 9 0
17 7 8 0
1 7 8 1 0
30 7 8 2 0
14 7 8 3 0
10 7 8 4 0
7 7 8 5 0
21 7 8 6 0
14 7 8 9 0
10 7 9 0
4 7 9 2 0
7 7 9 3 0
8 7 9 4 0
18 7 9 5 0
11 7 9 6 0
15 7 9 8 0
2065 8 0
17 8 1 0
1 8 1 2 0
1 8 1 9 0
230 8 2 0
2 8 2 1 0
29 8 2 3 0
74 8 2 4 0
69 8 2 5 0
92 8 2 6 0
37 8 2 7 0
139 8 2 9 0
41 8 3 0
23 8 3 2 0
27 8 3 4 0
22 8 3 5 0
24 8 3 6 0
17 8 3 7 0
25 8 3 9 0
135 8 4 0
2 8 4 1 0
92 8 4 2 0
45 8 4 3 0
244 8 4 5 0
35 8 4 6 0
17 8 4 7 0
153 8 4 9 0
327 8 5 0
4 8 5 1 0
85 8 5 2 0
31 8 5 3 0
485 8 5 4 0
41 8 5 6 0
19 8 5 7 0
318 8 5 9 0
96 8 6 0
1 8 6 1 0
75 8 6 2 0
18 8 6 3 0
31 8 6 4 0
25 8 6 5 0
32 8 6 7 0
516 8 6 9 0
23 8 7 0
1 8 7 1 0
33 8 7 2 0
15 8 7 3 0
15 8 7 4 0
20 8 7 5 0
29 8 7 6 0
14 8 7 9 0
180 8 9 0
1 8 9 1 0
138 8 9 2 0
27 8 9 3 0
158 8 9 4 0
182 8 9 5 0
324 8 9 6 0
19 8 9 7 0
1484 9 0
6 9 1 0
1 9 1 7 0
187 9 2 0
3 9 2 1 0
29 9 2 3 0
86 9 2 4 0
77 9 2 5 0
58 9 2 6 0
20 9 2 7 0
159 9 2 8 0
32 9 3 0
18 9 3 2 0
17 9 3 4 0
13 9 3 5 0
15 9 3 6 0
12 9 3 7 0
30 9 3 8 0
76 9 4 0
92 9 4 2 0
23 9 4 3 0
297 9 4 5 0
30 9 4 6 0
6 9 4 7 0
120 9 4 8 0
90 9 5 0
1 9 5 1 0
82 9 5 2 0
11 9 5 3 0
593 9 5 4 0
13 9 5 6 0
12 9 5 7 0
227 9 5 8 0
35 9 6 0
26 9 6 2 0
15 9 6 3 0
22 9 6 4 0
17 9 6 5 0
22 9 6 7 0
176 9 6 8 0
10 9 7 0
15 9 7 2 0
14 9 7 3 0
11 9 7 4 0
12 9 7 5 0
19 9 7 6 0
27 9 7 8 0
193 9 8 0
5 9 8 1 0
147 9 8 2 0
33 9 8 3 0
155 9 8 4 0
155 9 8 5 0
339 9 8 6 0
26 9 8 7 0
0
writein
Bob Fine
David Wahstedt
Tom Nordyke
John Erwin
Nancy Bernard
John Butler
Annie Young
Mary Merrill Anderson
