ballotID,ward,rank1,rank2,Num cands,Num seats
390,400,Terry Seamens,skipped,2,1
400,400,Terry Seamens,skipped,2,1
417,400,Terry Seamens,skipped,2,1
431,400,Terry Seamens,skipped,2,1
433,400,Terry Seamens,skipped,2,1
443,400,Terry Seamens,skipped,2,1
445,400,Terry Seamens,skipped,2,1
459,400,Terry Seamens,skipped,2,1
471,400,Terry Seamens,skipped,2,1
486,400,Terry Seamens,skipped,2,1
488,400,Terry Seamens,skipped,2,1
490,400,Terry Seamens,skipped,2,1
505,400,Terry Seamens,skipped,2,1
509,400,Terry Seamens,skipped,2,1
511,400,Terry Seamens,skipped,2,1
512,400,Terry Seamens,skipped,2,1
515,400,Terry Seamens,skipped,2,1
525,400,Terry Seamens,skipped,2,1
528,400,Terry Seamens,skipped,2,1
529,400,Terry Seamens,skipped,2,1
535,400,Terry Seamens,skipped,2,1
540,400,Terry Seamens,skipped,2,1
547,400,Terry Seamens,skipped,2,1
564,400,Terry Seamens,skipped,2,1
585,400,Terry Seamens,skipped,2,1
587,400,Terry Seamens,skipped,2,1
607,400,Terry Seamens,skipped,2,1
608,400,Terry Seamens,skipped,2,1
613,400,Terry Seamens,skipped,2,1
627,400,Terry Seamens,skipped,2,1
669,400,Terry Seamens,skipped,2,1
671,400,Terry Seamens,skipped,2,1
725,400,Terry Seamens,skipped,2,1
727,400,Terry Seamens,skipped,2,1
728,400,Terry Seamens,skipped,2,1
743,400,Terry Seamens,skipped,2,1
746,400,Terry Seamens,skipped,2,1
748,400,Terry Seamens,skipped,2,1
761,400,Terry Seamens,skipped,2,1
763,400,Terry Seamens,skipped,2,1
764,400,Terry Seamens,skipped,2,1
770,400,Terry Seamens,skipped,2,1
798,400,Terry Seamens,skipped,2,1
799,400,Terry Seamens,skipped,2,1
814,400,Terry Seamens,skipped,2,1
815,400,Terry Seamens,skipped,2,1
859,400,Terry Seamens,skipped,2,1
860,400,Terry Seamens,skipped,2,1
861,400,Terry Seamens,skipped,2,1
870,400,Terry Seamens,skipped,2,1
878,400,Terry Seamens,skipped,2,1
883,400,Terry Seamens,skipped,2,1
884,400,Terry Seamens,skipped,2,1
898,400,Terry Seamens,skipped,2,1
916,400,Terry Seamens,skipped,2,1
918,400,Terry Seamens,skipped,2,1
919,400,Terry Seamens,skipped,2,1
924,400,Terry Seamens,skipped,2,1
928,400,Terry Seamens,skipped,2,1
929,400,Terry Seamens,skipped,2,1
931,400,Terry Seamens,skipped,2,1
940,400,Terry Seamens,skipped,2,1
961,400,Terry Seamens,skipped,2,1
962,400,Terry Seamens,skipped,2,1
964,400,Terry Seamens,skipped,2,1
973,400,Terry Seamens,skipped,2,1
991,400,Terry Seamens,skipped,2,1
1011,400,Terry Seamens,skipped,2,1
1012,400,Terry Seamens,skipped,2,1
1018,400,Terry Seamens,skipped,2,1
1022,400,Terry Seamens,skipped,2,1
1027,400,Terry Seamens,skipped,2,1
1044,400,Terry Seamens,skipped,2,1
1045,400,Terry Seamens,skipped,2,1
1058,400,Terry Seamens,skipped,2,1
1092,400,Terry Seamens,skipped,2,1
1093,400,Terry Seamens,skipped,2,1
1113,400,Terry Seamens,skipped,2,1
1114,400,Terry Seamens,skipped,2,1
1127,400,Terry Seamens,skipped,2,1
1139,400,Terry Seamens,skipped,2,1
1140,400,Terry Seamens,skipped,2,1
1152,400,Terry Seamens,skipped,2,1
1168,400,Terry Seamens,skipped,2,1
1169,400,Terry Seamens,skipped,2,1
1172,400,Terry Seamens,skipped,2,1
1182,400,Terry Seamens,skipped,2,1
1192,400,Terry Seamens,skipped,2,1
1226,400,Terry Seamens,skipped,2,1
1231,400,Terry Seamens,skipped,2,1
1247,400,Terry Seamens,skipped,2,1
1259,400,Terry Seamens,skipped,2,1
1270,400,Terry Seamens,skipped,2,1
1283,400,Terry Seamens,skipped,2,1
1286,400,Terry Seamens,skipped,2,1
1293,400,Terry Seamens,skipped,2,1
1295,400,Terry Seamens,skipped,2,1
1314,400,Terry Seamens,skipped,2,1
1320,400,Terry Seamens,skipped,2,1
1334,400,Terry Seamens,skipped,2,1
1344,400,Terry Seamens,skipped,2,1
1346,400,Terry Seamens,skipped,2,1
1357,400,Terry Seamens,skipped,2,1
1363,400,Terry Seamens,skipped,2,1
1366,400,Terry Seamens,skipped,2,1
1373,400,Terry Seamens,skipped,2,1
1374,400,Terry Seamens,skipped,2,1
1375,400,Terry Seamens,skipped,2,1
1376,400,Terry Seamens,skipped,2,1
1393,400,Terry Seamens,skipped,2,1
1404,400,Terry Seamens,skipped,2,1
1406,400,Terry Seamens,skipped,2,1
1416,400,Terry Seamens,skipped,2,1
1449,400,Terry Seamens,skipped,2,1
1453,400,Terry Seamens,skipped,2,1
1481,400,Terry Seamens,skipped,2,1
1490,400,Terry Seamens,skipped,2,1
1491,400,Terry Seamens,skipped,2,1
1497,400,Terry Seamens,skipped,2,1
1502,400,Terry Seamens,skipped,2,1
1533,400,Terry Seamens,skipped,2,1
1546,400,Terry Seamens,skipped,2,1
1554,400,Terry Seamens,skipped,2,1
1558,400,Terry Seamens,skipped,2,1
1559,400,Terry Seamens,skipped,2,1
1571,400,Terry Seamens,skipped,2,1
1601,400,Terry Seamens,skipped,2,1
1610,400,Terry Seamens,skipped,2,1
1614,400,Terry Seamens,skipped,2,1
1620,400,Terry Seamens,skipped,2,1
1621,400,Terry Seamens,skipped,2,1
1650,400,Terry Seamens,skipped,2,1
1654,400,Terry Seamens,skipped,2,1
1658,400,Terry Seamens,skipped,2,1
1660,400,Terry Seamens,skipped,2,1
1666,400,Terry Seamens,skipped,2,1
1671,400,Terry Seamens,skipped,2,1
1672,400,Terry Seamens,skipped,2,1
1712,400,Terry Seamens,skipped,2,1
1716,400,Terry Seamens,skipped,2,1
1723,400,Terry Seamens,skipped,2,1
1736,400,Terry Seamens,skipped,2,1
1746,400,Terry Seamens,skipped,2,1
1748,400,Terry Seamens,skipped,2,1
1772,400,Terry Seamens,skipped,2,1
1776,400,Terry Seamens,skipped,2,1
1791,400,Terry Seamens,skipped,2,1
1798,400,Terry Seamens,skipped,2,1
1802,400,Terry Seamens,skipped,2,1
1803,400,Terry Seamens,skipped,2,1
1811,400,Terry Seamens,skipped,2,1
1815,400,Terry Seamens,skipped,2,1
1839,400,Terry Seamens,skipped,2,1
1873,400,Terry Seamens,skipped,2,1
1874,400,Terry Seamens,skipped,2,1
1875,400,Terry Seamens,skipped,2,1
1906,400,Terry Seamens,skipped,2,1
1911,400,Terry Seamens,skipped,2,1
1913,400,Terry Seamens,skipped,2,1
1914,400,Terry Seamens,skipped,2,1
1923,400,Terry Seamens,skipped,2,1
1956,400,Terry Seamens,skipped,2,1
1963,400,Terry Seamens,skipped,2,1
1982,400,Terry Seamens,skipped,2,1
2003,400,Terry Seamens,skipped,2,1
2005,400,Terry Seamens,skipped,2,1
2013,400,Terry Seamens,skipped,2,1
2028,400,Terry Seamens,skipped,2,1
2039,400,Terry Seamens,skipped,2,1
2052,400,Terry Seamens,skipped,2,1
2068,400,Terry Seamens,skipped,2,1
2069,400,Terry Seamens,skipped,2,1
2070,400,Terry Seamens,skipped,2,1
2071,400,Terry Seamens,skipped,2,1
2080,400,Terry Seamens,skipped,2,1
2087,400,Terry Seamens,skipped,2,1
2112,400,Terry Seamens,skipped,2,1
2113,400,Terry Seamens,skipped,2,1
2159,400,Terry Seamens,skipped,2,1
2160,400,Terry Seamens,skipped,2,1
2169,400,Terry Seamens,skipped,2,1
2170,400,Terry Seamens,skipped,2,1
2172,400,Terry Seamens,skipped,2,1
2181,400,Terry Seamens,skipped,2,1
2184,400,Terry Seamens,skipped,2,1
2189,400,Terry Seamens,skipped,2,1
2194,400,Terry Seamens,skipped,2,1
2216,400,Terry Seamens,skipped,2,1
2242,400,Terry Seamens,skipped,2,1
2249,400,Terry Seamens,skipped,2,1
2251,400,Terry Seamens,skipped,2,1
2260,400,Terry Seamens,skipped,2,1
2267,400,Terry Seamens,skipped,2,1
2286,400,Terry Seamens,skipped,2,1
2293,400,Terry Seamens,skipped,2,1
2294,400,Terry Seamens,skipped,2,1
2295,400,Terry Seamens,skipped,2,1
2321,400,Terry Seamens,skipped,2,1
2324,400,Terry Seamens,skipped,2,1
2325,400,Terry Seamens,skipped,2,1
2354,400,Terry Seamens,skipped,2,1
2392,400,Terry Seamens,skipped,2,1
2411,400,Terry Seamens,skipped,2,1
2413,400,Terry Seamens,skipped,2,1
2428,400,Terry Seamens,skipped,2,1
2453,400,Terry Seamens,skipped,2,1
2519,400,Terry Seamens,skipped,2,1
2522,400,Terry Seamens,skipped,2,1
2586,400,Terry Seamens,skipped,2,1
2612,400,Terry Seamens,skipped,2,1
2614,400,Terry Seamens,skipped,2,1
2637,400,Terry Seamens,skipped,2,1
2640,400,Terry Seamens,skipped,2,1
2649,400,Terry Seamens,skipped,2,1
2689,400,Terry Seamens,skipped,2,1
2690,400,Terry Seamens,skipped,2,1
2692,400,Terry Seamens,skipped,2,1
2693,400,Terry Seamens,skipped,2,1
2697,400,Terry Seamens,skipped,2,1
2704,400,Terry Seamens,skipped,2,1
2715,400,Terry Seamens,skipped,2,1
2718,400,Terry Seamens,skipped,2,1
2750,400,Terry Seamens,skipped,2,1
2754,400,Terry Seamens,skipped,2,1
2779,400,Terry Seamens,skipped,2,1
2815,400,Terry Seamens,skipped,2,1
2850,400,Terry Seamens,skipped,2,1
2852,400,Terry Seamens,skipped,2,1
2854,400,Terry Seamens,skipped,2,1
2856,400,Terry Seamens,skipped,2,1
2860,400,Terry Seamens,skipped,2,1
2964,400,Terry Seamens,skipped,2,1
3024,400,Terry Seamens,skipped,2,1
3065,400,Terry Seamens,skipped,2,1
3088,400,Terry Seamens,skipped,2,1
3108,400,Terry Seamens,skipped,2,1
3124,400,Terry Seamens,skipped,2,1
3134,400,Terry Seamens,skipped,2,1
3136,400,Terry Seamens,skipped,2,1
3160,400,Terry Seamens,skipped,2,1
3162,400,Terry Seamens,skipped,2,1
3164,400,Terry Seamens,skipped,2,1
3168,400,Terry Seamens,skipped,2,1
3184,400,Terry Seamens,skipped,2,1
3220,400,Terry Seamens,skipped,2,1
3268,400,Terry Seamens,skipped,2,1
3274,400,Terry Seamens,skipped,2,1
3301,400,Terry Seamens,skipped,2,1
3314,400,Terry Seamens,skipped,2,1
3320,400,Terry Seamens,skipped,2,1
3333,400,Terry Seamens,skipped,2,1
3349,400,Terry Seamens,skipped,2,1
3367,400,Terry Seamens,skipped,2,1
3388,400,Terry Seamens,skipped,2,1
3440,400,Terry Seamens,skipped,2,1
3446,400,Terry Seamens,skipped,2,1
3451,400,Terry Seamens,skipped,2,1
3459,400,Terry Seamens,skipped,2,1
3461,400,Terry Seamens,skipped,2,1
3538,400,Terry Seamens,skipped,2,1
3542,400,Terry Seamens,skipped,2,1
3545,400,Terry Seamens,skipped,2,1
3553,400,Terry Seamens,skipped,2,1
3588,400,Terry Seamens,skipped,2,1
3602,400,Terry Seamens,skipped,2,1
3608,400,Terry Seamens,skipped,2,1
3641,400,Terry Seamens,skipped,2,1
3653,400,Terry Seamens,skipped,2,1
3657,400,Terry Seamens,skipped,2,1
3658,400,Terry Seamens,skipped,2,1
3677,400,Terry Seamens,skipped,2,1
3685,400,Terry Seamens,skipped,2,1
3689,400,Terry Seamens,skipped,2,1
3706,400,Terry Seamens,skipped,2,1
3723,400,Terry Seamens,skipped,2,1
3725,400,Terry Seamens,skipped,2,1
3726,400,Terry Seamens,skipped,2,1
3742,400,Terry Seamens,skipped,2,1
3755,400,Terry Seamens,skipped,2,1
3763,400,Terry Seamens,skipped,2,1
3771,400,Terry Seamens,skipped,2,1
3792,400,Terry Seamens,skipped,2,1
3793,400,Terry Seamens,skipped,2,1
3798,400,Terry Seamens,skipped,2,1
3802,400,Terry Seamens,skipped,2,1
3848,400,Terry Seamens,skipped,2,1
3872,400,Terry Seamens,skipped,2,1
3892,400,Terry Seamens,skipped,2,1
3897,400,Terry Seamens,skipped,2,1
3932,400,Terry Seamens,skipped,2,1
3940,400,Terry Seamens,skipped,2,1
3944,400,Terry Seamens,skipped,2,1
3946,400,Terry Seamens,skipped,2,1
3960,400,Terry Seamens,skipped,2,1
3961,400,Terry Seamens,skipped,2,1
3973,400,Terry Seamens,skipped,2,1
3981,400,Terry Seamens,skipped,2,1
3982,400,Terry Seamens,skipped,2,1
3986,400,Terry Seamens,skipped,2,1
3987,400,Terry Seamens,skipped,2,1
3992,400,Terry Seamens,skipped,2,1
3993,400,Terry Seamens,skipped,2,1
3994,400,Terry Seamens,skipped,2,1
3996,400,Terry Seamens,skipped,2,1
3998,400,Terry Seamens,skipped,2,1
4003,400,Terry Seamens,skipped,2,1
4065,400,Terry Seamens,skipped,2,1
4081,400,Terry Seamens,skipped,2,1
4082,400,Terry Seamens,skipped,2,1
4109,400,Terry Seamens,skipped,2,1
4115,400,Terry Seamens,skipped,2,1
4116,400,Terry Seamens,skipped,2,1
4140,400,Terry Seamens,skipped,2,1
4141,400,Terry Seamens,skipped,2,1
4145,400,Terry Seamens,skipped,2,1
4151,400,Terry Seamens,skipped,2,1
4178,400,Terry Seamens,skipped,2,1
4189,400,Terry Seamens,skipped,2,1
4197,400,Terry Seamens,skipped,2,1
4223,400,Terry Seamens,skipped,2,1
4229,400,Terry Seamens,skipped,2,1
4243,400,Terry Seamens,skipped,2,1
4253,400,Terry Seamens,skipped,2,1
4317,400,Terry Seamens,skipped,2,1
4328,400,Terry Seamens,skipped,2,1
4346,400,Terry Seamens,skipped,2,1
4348,400,Terry Seamens,skipped,2,1
4352,400,Terry Seamens,skipped,2,1
4354,400,Terry Seamens,skipped,2,1
4355,400,Terry Seamens,skipped,2,1
4360,400,Terry Seamens,skipped,2,1
4362,400,Terry Seamens,skipped,2,1
4391,400,Terry Seamens,skipped,2,1
4511,400,Terry Seamens,skipped,2,1
4518,400,Terry Seamens,skipped,2,1
4535,400,Terry Seamens,skipped,2,1
4548,400,Terry Seamens,skipped,2,1
4550,400,Terry Seamens,skipped,2,1
4557,400,Terry Seamens,skipped,2,1
4567,400,Terry Seamens,skipped,2,1
4572,400,Terry Seamens,skipped,2,1
4575,400,Terry Seamens,skipped,2,1
4576,400,Terry Seamens,skipped,2,1
4581,400,Terry Seamens,skipped,2,1
4584,400,Terry Seamens,skipped,2,1
4585,400,Terry Seamens,skipped,2,1
4592,400,Terry Seamens,skipped,2,1
4597,400,Terry Seamens,skipped,2,1
4605,400,Terry Seamens,skipped,2,1
4619,400,Terry Seamens,skipped,2,1
4621,400,Terry Seamens,skipped,2,1
4631,400,Terry Seamens,skipped,2,1
4635,400,Terry Seamens,skipped,2,1
4645,400,Terry Seamens,skipped,2,1
4681,400,Terry Seamens,skipped,2,1
4846,400,Terry Seamens,skipped,2,1
4847,400,Terry Seamens,skipped,2,1
4849,400,Terry Seamens,skipped,2,1
4862,400,Terry Seamens,skipped,2,1
4864,400,Terry Seamens,skipped,2,1
4866,400,Terry Seamens,skipped,2,1
4870,400,Terry Seamens,skipped,2,1
4871,400,Terry Seamens,skipped,2,1
4905,400,Terry Seamens,skipped,2,1
4909,400,Terry Seamens,skipped,2,1
4914,400,Terry Seamens,skipped,2,1
4917,400,Terry Seamens,skipped,2,1
4935,400,Terry Seamens,skipped,2,1
4936,400,Terry Seamens,skipped,2,1
4964,400,Terry Seamens,skipped,2,1
4977,400,Terry Seamens,skipped,2,1
4991,400,Terry Seamens,skipped,2,1
5009,400,Terry Seamens,skipped,2,1
5063,400,Terry Seamens,skipped,2,1
5095,400,Terry Seamens,skipped,2,1
5104,400,Terry Seamens,skipped,2,1
5109,400,Terry Seamens,skipped,2,1
5125,400,Terry Seamens,skipped,2,1
5147,400,Terry Seamens,skipped,2,1
5153,400,Terry Seamens,skipped,2,1
5154,400,Terry Seamens,skipped,2,1
5159,400,Terry Seamens,skipped,2,1
5177,400,Terry Seamens,skipped,2,1
5189,400,Terry Seamens,skipped,2,1
5229,400,Terry Seamens,skipped,2,1
5233,400,Terry Seamens,skipped,2,1
5248,400,Terry Seamens,skipped,2,1
5250,400,Terry Seamens,skipped,2,1
5263,400,Terry Seamens,skipped,2,1
5264,400,Terry Seamens,skipped,2,1
5300,400,Terry Seamens,skipped,2,1
5347,400,Terry Seamens,skipped,2,1
5349,400,Terry Seamens,skipped,2,1
5356,400,Terry Seamens,skipped,2,1
5403,400,Terry Seamens,skipped,2,1
5411,400,Terry Seamens,skipped,2,1
5444,400,Terry Seamens,skipped,2,1
5447,400,Terry Seamens,skipped,2,1
5449,400,Terry Seamens,skipped,2,1
5461,400,Terry Seamens,skipped,2,1
5480,400,Terry Seamens,skipped,2,1
5486,400,Terry Seamens,skipped,2,1
5499,400,Terry Seamens,skipped,2,1
5500,400,Terry Seamens,skipped,2,1
5504,400,Terry Seamens,skipped,2,1
5510,400,Terry Seamens,skipped,2,1
5535,400,Terry Seamens,skipped,2,1
5560,400,Terry Seamens,skipped,2,1
5570,400,Terry Seamens,skipped,2,1
5573,400,Terry Seamens,skipped,2,1
5589,400,Terry Seamens,skipped,2,1
5593,400,Terry Seamens,skipped,2,1
5602,400,Terry Seamens,skipped,2,1
5603,400,Terry Seamens,skipped,2,1
5615,400,Terry Seamens,skipped,2,1
5636,400,Terry Seamens,skipped,2,1
5640,400,Terry Seamens,skipped,2,1
5643,400,Terry Seamens,skipped,2,1
5647,400,Terry Seamens,skipped,2,1
5648,400,Terry Seamens,skipped,2,1
5650,400,Terry Seamens,skipped,2,1
5675,400,Terry Seamens,skipped,2,1
5693,400,Terry Seamens,skipped,2,1
5701,400,Terry Seamens,skipped,2,1
5712,400,Terry Seamens,skipped,2,1
5720,400,Terry Seamens,skipped,2,1
5747,400,Terry Seamens,skipped,2,1
5758,400,Terry Seamens,skipped,2,1
5765,400,Terry Seamens,skipped,2,1
5780,400,Terry Seamens,skipped,2,1
5789,400,Terry Seamens,skipped,2,1
5790,400,Terry Seamens,skipped,2,1
5791,400,Terry Seamens,skipped,2,1
5828,400,Terry Seamens,skipped,2,1
5837,400,Terry Seamens,skipped,2,1
5841,400,Terry Seamens,skipped,2,1
5871,400,Terry Seamens,skipped,2,1
5906,400,Terry Seamens,skipped,2,1
5907,400,Terry Seamens,skipped,2,1
5918,400,Terry Seamens,skipped,2,1
5934,400,Terry Seamens,skipped,2,1
5940,400,Terry Seamens,skipped,2,1
5972,400,Terry Seamens,skipped,2,1
5992,400,Terry Seamens,skipped,2,1
5994,400,Terry Seamens,skipped,2,1
5995,400,Terry Seamens,skipped,2,1
6023,400,Terry Seamens,skipped,2,1
6024,400,Terry Seamens,skipped,2,1
6026,400,Terry Seamens,skipped,2,1
6027,400,Terry Seamens,skipped,2,1
6044,400,Terry Seamens,skipped,2,1
6051,400,Terry Seamens,skipped,2,1
6055,400,Terry Seamens,skipped,2,1
6056,400,Terry Seamens,skipped,2,1
6065,400,Terry Seamens,skipped,2,1
6114,400,Terry Seamens,skipped,2,1
6126,400,Terry Seamens,skipped,2,1
6127,400,Terry Seamens,skipped,2,1
6128,400,Terry Seamens,skipped,2,1
6158,400,Terry Seamens,skipped,2,1
6159,400,Terry Seamens,skipped,2,1
6160,400,Terry Seamens,skipped,2,1
6192,400,Terry Seamens,skipped,2,1
6215,400,Terry Seamens,skipped,2,1
6216,400,Terry Seamens,skipped,2,1
6235,400,Terry Seamens,skipped,2,1
6243,400,Terry Seamens,skipped,2,1
6244,400,Terry Seamens,skipped,2,1
6265,400,Terry Seamens,skipped,2,1
6266,400,Terry Seamens,skipped,2,1
6268,400,Terry Seamens,skipped,2,1
6270,400,Terry Seamens,skipped,2,1
6290,400,Terry Seamens,skipped,2,1
6301,400,Terry Seamens,skipped,2,1
6321,400,Terry Seamens,skipped,2,1
6349,400,Terry Seamens,skipped,2,1
6354,400,Terry Seamens,skipped,2,1
6356,400,Terry Seamens,skipped,2,1
6373,400,Terry Seamens,skipped,2,1
6377,400,Terry Seamens,skipped,2,1
6379,400,Terry Seamens,skipped,2,1
6381,400,Terry Seamens,skipped,2,1
6390,400,Terry Seamens,skipped,2,1
6405,400,Terry Seamens,skipped,2,1
6432,400,Terry Seamens,skipped,2,1
1384,400,writein,skipped,2,1
1953,400,writein,skipped,2,1
2232,400,writein,skipped,2,1
3152,400,writein,skipped,2,1
1104,400,writein,skipped,2,1
