id1,id2,id3,ward,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
000402-00-09120000752078,7,2,402,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,Frantz Pierre,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000754456,6,2,402,Rachel B. Weinstein,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000758142,3,2,402,Frantz Pierre,Jose Luis Rojas Villarreal,Alborz Bejnood,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000759968,8,2,402,Elizabeth Clark Polner Hudson,Rachel B. Weinstein,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000760445,11,2,402,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000767657,4,2,402,Andrew R. King,Caroline M. Hunter,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000774184,2,2,402,Caroline M. Hunter,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000775031,10,2,402,Eugenia Schraa Huh,Andrew R. King,Elizabeth Clark Polner Hudson,Rachel B. Weinstein,Caroline M. Hunter,Alborz Bejnood,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000789995,2,2,402,Andrew R. King,Caroline M. Hunter,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000790536,6,2,402,Jose Luis Rojas Villarreal,Caroline M. Hunter,Rachel B. Weinstein,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000791053,11,2,402,Caroline M. Hunter,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.","Robert Vincent Travers, Jr.",Rachel B. Weinstein,skipped,skipped,skipped,skipped,6,13
000402-00-09120000793628,3,2,402,David J. Weinstein,Jose Luis Rojas Villarreal,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000795740,8,2,402,David J. Weinstein,Rachel B. Weinstein,Andrew R. King,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,Caroline M. Hunter,"Robert Vincent Travers, Jr.",Alborz Bejnood,"Richard Harding, Jr.",Frantz Pierre,6,13
000402-00-09120000800242,7,2,402,Rachel B. Weinstein,Caroline M. Hunter,David J. Weinstein,Jose Luis Rojas Villarreal,Andrew R. King,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000807791,7,2,402,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Alborz Bejnood,"Richard Harding, Jr.","Robert Vincent Travers, Jr.",Andrew R. King,Jose Luis Rojas Villarreal,Caroline M. Hunter,Frantz Pierre,Rachel B. Weinstein,David J. Weinstein,6,13
000402-00-09120000808639,3,2,402,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000809156,3,2,402,Eugenia Schraa Huh,David J. Weinstein,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000813820,1,2,402,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000814357,9,2,402,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,Rachel B. Weinstein,David J. Weinstein,"Robert Vincent Travers, Jr.",Andrew R. King,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000816924,4,2,402,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Andrew R. King,"Richard Harding, Jr.",David J. Weinstein,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000818044,9,2,402,Eugenia Schraa Huh,Andrew R. King,Elizabeth Clark Polner Hudson,Rachel B. Weinstein,Caroline M. Hunter,Alborz Bejnood,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000823549,5,2,402,Jose Luis Rojas Villarreal,Rachel B. Weinstein,David J. Weinstein,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000827854,8,2,402,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,David J. Weinstein,Frantz Pierre,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,6,13
000402-00-09120000830134,9,2,402,Caroline M. Hunter,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000844389,1,2,402,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000849892,2,2,402,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000859684,5,2,402,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000861982,8,2,402,Jose Luis Rojas Villarreal,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000864838,10,2,402,"Richard Harding, Jr.",Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000866190,11,2,402,Jose Luis Rojas Villarreal,Caroline M. Hunter,"Robert Vincent Travers, Jr.",David J. Weinstein,Andrew R. King,Rachel B. Weinstein,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,6,13
000402-00-09120000872975,7,2,402,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,Andrew R. King,Rachel B. Weinstein,Alborz Bejnood,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000874252,3,2,402,Jose Luis Rojas Villarreal,"Robert Vincent Travers, Jr.",David J. Weinstein,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000875700,2,2,402,"Richard Harding, Jr.",Rachel B. Weinstein,"Robert Vincent Travers, Jr.",Jose Luis Rojas Villarreal,David J. Weinstein,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000880610,4,2,402,Caroline M. Hunter,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000881273,10,2,402,Rachel B. Weinstein,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000882088,7,2,402,Eugenia Schraa Huh,David J. Weinstein,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000888102,4,2,402,Andrew R. King,Rachel B. Weinstein,Jose Luis Rojas Villarreal,David J. Weinstein,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000893304,3,2,402,Caroline M. Hunter,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000895969,5,2,402,Eugenia Schraa Huh,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000899079,2,2,402,Rachel B. Weinstein,"Robert Vincent Travers, Jr.",Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000904409,1,2,402,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,Caroline M. Hunter,Jose Luis Rojas Villarreal,David J. Weinstein,Eugenia Schraa Huh,Frantz Pierre,Andrew R. King,"Richard Harding, Jr.",Alborz Bejnood,"Robert Vincent Travers, Jr.",6,13
000402-00-09120000906869,8,2,402,Caroline M. Hunter,"Richard Harding, Jr.",Andrew R. King,Eugenia Schraa Huh,David J. Weinstein,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Elizabeth Clark Polner Hudson,Alborz Bejnood,Frantz Pierre,"Robert Vincent Travers, Jr.",6,13
000402-00-09120000910587,6,2,402,Rachel B. Weinstein,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,Caroline M. Hunter,Alborz Bejnood,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000920492,5,2,402,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000922236,7,2,402,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,"Richard Harding, Jr.",Eugenia Schraa Huh,Alborz Bejnood,Elizabeth Clark Polner Hudson,Frantz Pierre,"Robert Vincent Travers, Jr.",Andrew R. King,6,13
000402-00-09120000930979,8,2,402,David J. Weinstein,Rachel B. Weinstein,Andrew R. King,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Caroline M. Hunter,Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",Alborz Bejnood,"Richard Harding, Jr.",Frantz Pierre,6,13
000402-00-09120000932364,8,2,402,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,"Robert Vincent Travers, Jr.",Caroline M. Hunter,Rachel B. Weinstein,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000936200,10,2,402,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,Alborz Bejnood,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Andrew R. King,Frantz Pierre,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.",6,13
000402-00-09120000937875,9,2,402,David J. Weinstein,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Andrew R. King,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,6,13
000402-00-09120000938465,3,2,402,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000940529,3,2,402,Caroline M. Hunter,David J. Weinstein,Andrew R. King,Rachel B. Weinstein,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000941006,9,2,402,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000943662,5,2,402,Eugenia Schraa Huh,David J. Weinstein,Andrew R. King,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,Elizabeth Clark Polner Hudson,Alborz Bejnood,"Richard Harding, Jr.","Robert Vincent Travers, Jr.",Frantz Pierre,6,13
000402-00-09120000956045,7,2,402,Elizabeth Clark Polner Hudson,Andrew R. King,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,6,13
000402-00-09120000960760,7,2,402,Eugenia Schraa Huh,"Richard Harding, Jr.",Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000962608,7,2,402,"Richard Harding, Jr.",Caroline M. Hunter,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000970082,4,2,402,Caroline M. Hunter,Jose Luis Rojas Villarreal,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000974613,5,2,402,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000975590,5,2,402,Jose Luis Rojas Villarreal,Caroline M. Hunter,Andrew R. King,David J. Weinstein,Rachel B. Weinstein,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000982840,10,2,402,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,"Richard Harding, Jr.",Andrew R. King,Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",Caroline M. Hunter,Frantz Pierre,Alborz Bejnood,Eugenia Schraa Huh,6,13
000402-00-09120000986332,10,2,402,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000992635,5,2,402,Eugenia Schraa Huh,Rachel B. Weinstein,David J. Weinstein,Caroline M. Hunter,Alborz Bejnood,Andrew R. King,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,6,13
000402-00-09120000993299,10,2,402,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Caroline M. Hunter,Rachel B. Weinstein,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000402-00-09120000996742,11,2,402,Andrew R. King,"Richard Harding, Jr.",Rachel B. Weinstein,Jose Luis Rojas Villarreal,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000001273,9,2,403,Caroline M. Hunter,"Richard Harding, Jr.",Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000005059,5,2,403,"Robert Vincent Travers, Jr.",Andrew R. King,David J. Weinstein,Caroline M. Hunter,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000007562,3,2,403,Elizabeth Clark Polner Hudson,Andrew R. King,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000010405,3,2,403,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,"Richard Harding, Jr.",Andrew R. King,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000015969,4,2,403,Caroline M. Hunter,Jose Luis Rojas Villarreal,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000016147,7,2,403,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000017353,10,2,403,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Alborz Bejnood,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000030697,2,2,403,"Richard Harding, Jr.","Robert Vincent Travers, Jr.",Elizabeth Clark Polner Hudson,Andrew R. King,Frantz Pierre,Eugenia Schraa Huh,David J. Weinstein,Rachel B. Weinstein,Alborz Bejnood,skipped,skipped,6,13
000403-00-00130000033549,8,2,403,"Richard Harding, Jr.",Jose Luis Rojas Villarreal,Caroline M. Hunter,Rachel B. Weinstein,David J. Weinstein,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000038138,2,2,403,"Richard Harding, Jr.",David J. Weinstein,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,Frantz Pierre,Alborz Bejnood,skipped,skipped,skipped,skipped,6,13
000403-00-00130000043331,10,2,403,"Richard Harding, Jr.",David J. Weinstein,Andrew R. King,Jose Luis Rojas Villarreal,Caroline M. Hunter,Rachel B. Weinstein,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,6,13
000403-00-00130000044252,7,2,403,Caroline M. Hunter,Elizabeth Clark Polner Hudson,Rachel B. Weinstein,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000045996,2,2,403,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000058639,2,2,403,Rachel B. Weinstein,Jose Luis Rojas Villarreal,David J. Weinstein,Eugenia Schraa Huh,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000059217,4,2,403,Eugenia Schraa Huh,David J. Weinstein,Caroline M. Hunter,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000061450,9,2,403,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000065145,5,2,403,Caroline M. Hunter,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,"Richard Harding, Jr.",Rachel B. Weinstein,David J. Weinstein,Frantz Pierre,Alborz Bejnood,Andrew R. King,"Robert Vincent Travers, Jr.",6,13
000403-00-00130000076785,5,2,403,Caroline M. Hunter,Rachel B. Weinstein,Jose Luis Rojas Villarreal,David J. Weinstein,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",Alborz Bejnood,Andrew R. King,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.",Frantz Pierre,6,13
000403-00-00130000077977,1,2,403,Elizabeth Clark Polner Hudson,Alborz Bejnood,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000078315,2,2,403,David J. Weinstein,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,Elizabeth Clark Polner Hudson,Frantz Pierre,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,6,13
000403-00-00130000086001,1,2,403,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000091407,3,2,403,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,Alborz Bejnood,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000094389,6,2,403,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,Caroline M. Hunter,"Richard Harding, Jr.",Jose Luis Rojas Villarreal,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000099892,9,2,403,Eugenia Schraa Huh,David J. Weinstein,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000105811,9,2,403,Andrew R. King,Caroline M. Hunter,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000106332,8,2,403,"Robert Vincent Travers, Jr.","Richard Harding, Jr.",Andrew R. King,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Alborz Bejnood,Elizabeth Clark Polner Hudson,Frantz Pierre,skipped,skipped,skipped,6,13
000403-00-00130000110717,10,2,403,Caroline M. Hunter,Jose Luis Rojas Villarreal,Rachel B. Weinstein,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000112635,10,2,403,Caroline M. Hunter,"Richard Harding, Jr.",David J. Weinstein,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Frantz Pierre,Andrew R. King,"Robert Vincent Travers, Jr.",Eugenia Schraa Huh,Alborz Bejnood,6,13
000403-00-00130000117218,10,2,403,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.",Alborz Bejnood,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000118583,4,2,403,Caroline M. Hunter,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,Alborz Bejnood,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",Eugenia Schraa Huh,Frantz Pierre,Andrew R. King,6,13
000403-00-00130000121443,4,2,403,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000126287,6,2,403,Eugenia Schraa Huh,"Richard Harding, Jr.",Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000127222,5,2,403,Alborz Bejnood,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000128414,7,2,403,Caroline M. Hunter,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,"Richard Harding, Jr.","Robert Vincent Travers, Jr.",Andrew R. King,Frantz Pierre,Alborz Bejnood,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,6,13
000403-00-00130000135285,7,2,403,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",Caroline M. Hunter,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.",Rachel B. Weinstein,David J. Weinstein,Alborz Bejnood,Andrew R. King,Frantz Pierre,6,13
000403-00-00130000136368,5,2,403,Andrew R. King,"Richard Harding, Jr.",Rachel B. Weinstein,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000138789,9,2,403,"Richard Harding, Jr.","Robert Vincent Travers, Jr.",Jose Luis Rojas Villarreal,Alborz Bejnood,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000139467,1,2,403,Rachel B. Weinstein,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000140082,7,2,403,Andrew R. King,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000147101,10,2,403,"Richard Harding, Jr.",Andrew R. King,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000151305,6,2,403,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000153927,6,2,403,Caroline M. Hunter,Elizabeth Clark Polner Hudson,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000160478,4,2,403,Eugenia Schraa Huh,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000161715,6,2,403,David J. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,Andrew R. King,Rachel B. Weinstein,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000162263,3,2,403,Andrew R. King,"Robert Vincent Travers, Jr.",Caroline M. Hunter,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000168726,9,2,403,Rachel B. Weinstein,David J. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000169502,1,2,403,"Richard Harding, Jr.",Caroline M. Hunter,Frantz Pierre,"Robert Vincent Travers, Jr.",Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000183753,4,2,403,"Richard Harding, Jr.",Caroline M. Hunter,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,Andrew R. King,Frantz Pierre,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.",Alborz Bejnood,skipped,6,13
000403-00-00130000184436,8,2,403,Andrew R. King,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,David J. Weinstein,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000186200,7,2,403,"Richard Harding, Jr.",Frantz Pierre,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000187875,5,2,403,Frantz Pierre,Rachel B. Weinstein,Caroline M. Hunter,Andrew R. King,Jose Luis Rojas Villarreal,"Robert Vincent Travers, Jr.",Eugenia Schraa Huh,David J. Weinstein,Alborz Bejnood,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,6,13
000403-00-00130000188465,6,2,403,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Alborz Bejnood,Rachel B. Weinstein,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,Frantz Pierre,David J. Weinstein,Caroline M. Hunter,Andrew R. King,"Robert Vincent Travers, Jr.",6,13
000403-00-00130000189948,5,2,403,Jose Luis Rojas Villarreal,"Richard Harding, Jr.",Caroline M. Hunter,Frantz Pierre,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000194241,5,2,403,Elizabeth Clark Polner Hudson,Andrew R. King,Eugenia Schraa Huh,David J. Weinstein,Frantz Pierre,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000195773,1,2,403,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",Andrew R. King,Alborz Bejnood,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000197637,9,2,403,Eugenia Schraa Huh,Rachel B. Weinstein,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000201388,2,2,403,Andrew R. King,"Richard Harding, Jr.",Eugenia Schraa Huh,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000204487,2,2,403,"Richard Harding, Jr.",Caroline M. Hunter,Elizabeth Clark Polner Hudson,Frantz Pierre,"Robert Vincent Travers, Jr.",Andrew R. King,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000209991,5,2,403,Jose Luis Rojas Villarreal,David J. Weinstein,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000211798,10,2,403,Caroline M. Hunter,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000212216,3,2,403,Jose Luis Rojas Villarreal,Andrew R. King,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000219581,7,2,403,"Richard Harding, Jr.",Caroline M. Hunter,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000229490,4,2,403,Andrew R. King,Rachel B. Weinstein,Frantz Pierre,Jose Luis Rojas Villarreal,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,6,13
000403-00-00130000232395,7,2,403,Andrew R. King,Alborz Bejnood,"Richard Harding, Jr.",Frantz Pierre,Eugenia Schraa Huh,Rachel B. Weinstein,David J. Weinstein,skipped,skipped,skipped,skipped,6,13
000403-00-00130000235366,7,2,403,Rachel B. Weinstein,Andrew R. King,"Richard Harding, Jr.",David J. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,6,13
