id1,id2,id3,ward,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
001001-00-00290000050261,9,2,1001,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000051344,9,2,1001,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000051682,9,2,1001,Caroline M. Hunter,Jose Luis Rojas Villarreal,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,David J. Weinstein,Andrew R. King,Rachel B. Weinstein,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,6,13
001001-00-00290000053713,10,2,1001,Andrew R. King,Caroline M. Hunter,Jose Luis Rojas Villarreal,"Robert Vincent Travers, Jr.",Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000057724,8,2,1001,Andrew R. King,"Richard Harding, Jr.",David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000060956,2,2,1001,Elizabeth Clark Polner Hudson,Alborz Bejnood,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000062119,3,2,1001,Eugenia Schraa Huh,Rachel B. Weinstein,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000063803,9,2,1001,Andrew R. King,Elizabeth Clark Polner Hudson,David J. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000066985,10,2,1001,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Elizabeth Clark Polner Hudson,David J. Weinstein,Caroline M. Hunter,"Robert Vincent Travers, Jr.",Eugenia Schraa Huh,Frantz Pierre,Andrew R. King,"Richard Harding, Jr.",Alborz Bejnood,6,13
001001-00-00290000067677,5,2,1001,"Robert Vincent Travers, Jr.","Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000068015,5,2,1001,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,"Richard Harding, Jr.",Caroline M. Hunter,Andrew R. King,Rachel B. Weinstein,Jose Luis Rojas Villarreal,"Robert Vincent Travers, Jr.",Alborz Bejnood,David J. Weinstein,Frantz Pierre,6,13
001001-00-00290000074462,10,2,1001,Rachel B. Weinstein,David J. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000076872,6,2,1001,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000080105,8,2,1001,"Robert Vincent Travers, Jr.",Andrew R. King,Caroline M. Hunter,Rachel B. Weinstein,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000081628,8,2,1001,Rachel B. Weinstein,David J. Weinstein,Elizabeth Clark Polner Hudson,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000084565,5,2,1001,David J. Weinstein,Rachel B. Weinstein,Andrew R. King,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000088516,3,2,1001,Elizabeth Clark Polner Hudson,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000092146,1,2,1001,Rachel B. Weinstein,David J. Weinstein,"Robert Vincent Travers, Jr.",Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000092480,3,2,1001,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000095451,1,2,1001,Andrew R. King,David J. Weinstein,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000096934,9,2,1001,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,David J. Weinstein,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000098302,7,2,1001,David J. Weinstein,Andrew R. King,Eugenia Schraa Huh,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000100178,1,2,1001,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,David J. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000100484,7,2,1001,David J. Weinstein,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Alborz Bejnood,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000102863,1,2,1001,Elizabeth Clark Polner Hudson,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000104814,5,2,1001,Elizabeth Clark Polner Hudson,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000108926,1,2,1001,Rachel B. Weinstein,David J. Weinstein,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000109403,9,2,1001,David J. Weinstein,Rachel B. Weinstein,Andrew R. King,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000111505,1,2,1001,Andrew R. King,"Richard Harding, Jr.",Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000115444,4,2,1001,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000119212,3,2,1001,David J. Weinstein,Rachel B. Weinstein,Jose Luis Rojas Villarreal,"Richard Harding, Jr.",Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000120783,1,2,1001,Andrew R. King,"Richard Harding, Jr.",Caroline M. Hunter,"Robert Vincent Travers, Jr.",Rachel B. Weinstein,David J. Weinstein,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,6,13
001001-00-00290000121466,7,2,1001,David J. Weinstein,"Richard Harding, Jr.",Caroline M. Hunter,Frantz Pierre,Rachel B. Weinstein,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000123230,5,2,1001,Elizabeth Clark Polner Hudson,Caroline M. Hunter,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000127201,7,2,1001,"Richard Harding, Jr.",Rachel B. Weinstein,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000129754,5,2,1001,Andrew R. King,"Richard Harding, Jr.",Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000130421,2,2,1001,"Robert Vincent Travers, Jr.",Caroline M. Hunter,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000131994,9,2,1001,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000132259,8,2,1001,Rachel B. Weinstein,Caroline M. Hunter,David J. Weinstein,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000139430,5,2,1001,Elizabeth Clark Polner Hudson,Rachel B. Weinstein,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000140279,10,2,1001,Caroline M. Hunter,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,Alborz Bejnood,Elizabeth Clark Polner Hudson,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000142564,4,2,1001,Rachel B. Weinstein,David J. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Andrew R. King,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,6,13
001001-00-00290000143153,11,2,1001,Caroline M. Hunter,Rachel B. Weinstein,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Alborz Bejnood,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000145523,6,2,1001,Andrew R. King,"Richard Harding, Jr.",Rachel B. Weinstein,Jose Luis Rojas Villarreal,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000147747,8,2,1001,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000148665,3,2,1001,Rachel B. Weinstein,David J. Weinstein,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,Caroline M. Hunter,Andrew R. King,Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",Alborz Bejnood,"Richard Harding, Jr.",skipped,6,13
001001-00-00290000149104,11,2,1001,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000150960,10,2,1001,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000151143,3,2,1001,Frantz Pierre,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.","Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000152308,8,2,1001,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,Frantz Pierre,Andrew R. King,Elizabeth Clark Polner Hudson,"Richard Harding, Jr.",Alborz Bejnood,"Robert Vincent Travers, Jr.",Eugenia Schraa Huh,6,13
001001-00-00290000154070,10,2,1001,Eugenia Schraa Huh,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000160550,2,2,1001,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000161738,2,2,1001,David J. Weinstein,Rachel B. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000162286,3,2,1001,Caroline M. Hunter,Jose Luis Rojas Villarreal,Andrew R. King,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000165729,6,2,1001,Andrew R. King,Caroline M. Hunter,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000166497,10,2,1001,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,David J. Weinstein,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000169349,6,2,1001,Eugenia Schraa Huh,Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",David J. Weinstein,"Richard Harding, Jr.",Alborz Bejnood,Rachel B. Weinstein,Caroline M. Hunter,skipped,skipped,skipped,6,13
001001-00-00290000170692,4,2,1001,Rachel B. Weinstein,Andrew R. King,"Robert Vincent Travers, Jr.","Richard Harding, Jr.",Caroline M. Hunter,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000172774,9,2,1001,Andrew R. King,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000174108,4,2,1001,David J. Weinstein,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000175085,5,2,1001,Jose Luis Rojas Villarreal,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000176568,3,2,1001,Rachel B. Weinstein,Andrew R. King,"Richard Harding, Jr.",David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000177519,11,2,1001,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,David J. Weinstein,Alborz Bejnood,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Andrew R. King,Frantz Pierre,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.",6,13
001001-00-00290000178189,7,2,1001,Caroline M. Hunter,"Richard Harding, Jr.","Robert Vincent Travers, Jr.",Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000179667,9,2,1001,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Alborz Bejnood,"Robert Vincent Travers, Jr.",Elizabeth Clark Polner Hudson,Frantz Pierre,Andrew R. King,Caroline M. Hunter,"Richard Harding, Jr.",6,13
001001-00-00290000182335,7,2,1001,Elizabeth Clark Polner Hudson,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000186942,11,2,1001,David J. Weinstein,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000187818,7,2,1001,Caroline M. Hunter,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000190507,4,2,1001,Elizabeth Clark Polner Hudson,Alborz Bejnood,Eugenia Schraa Huh,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000192745,2,2,1001,Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000194264,3,2,1001,Rachel B. Weinstein,Andrew R. King,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000195058,2,2,1001,Rachel B. Weinstein,Caroline M. Hunter,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000196479,2,2,1001,Rachel B. Weinstein,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000196532,4,2,1001,Caroline M. Hunter,Jose Luis Rojas Villarreal,David J. Weinstein,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000199620,6,2,1001,Elizabeth Clark Polner Hudson,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000200913,5,2,1001,Jose Luis Rojas Villarreal,Rachel B. Weinstein,Caroline M. Hunter,Elizabeth Clark Polner Hudson,David J. Weinstein,Eugenia Schraa Huh,Andrew R. King,skipped,skipped,skipped,skipped,6,13
001001-00-00290000202044,5,2,1001,David J. Weinstein,Jose Luis Rojas Villarreal,Rachel B. Weinstein,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Andrew R. King,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000202382,6,2,1001,"Richard Harding, Jr.",Caroline M. Hunter,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000206820,4,2,1001,Eugenia Schraa Huh,Rachel B. Weinstein,Frantz Pierre,Andrew R. King,Caroline M. Hunter,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000207861,7,2,1001,David J. Weinstein,Rachel B. Weinstein,Eugenia Schraa Huh,Caroline M. Hunter,"Robert Vincent Travers, Jr.",Andrew R. King,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000208401,9,2,1001,"Robert Vincent Travers, Jr.",Caroline M. Hunter,David J. Weinstein,Rachel B. Weinstein,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000209924,11,2,1001,Rachel B. Weinstein,Caroline M. Hunter,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000210503,10,2,1001,Alborz Bejnood,Caroline M. Hunter,David J. Weinstein,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,Rachel B. Weinstein,skipped,skipped,skipped,skipped,6,13
001001-00-00290000211722,11,2,1001,Rachel B. Weinstein,Caroline M. Hunter,Elizabeth Clark Polner Hudson,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000213342,5,2,1001,"Richard Harding, Jr.",Eugenia Schraa Huh,Andrew R. King,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Rachel B. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000213685,8,2,1001,Rachel B. Weinstein,Caroline M. Hunter,Jose Luis Rojas Villarreal,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000214268,4,2,1001,"Robert Vincent Travers, Jr.",Elizabeth Clark Polner Hudson,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000216470,7,2,1001,"Robert Vincent Travers, Jr.",Andrew R. King,Caroline M. Hunter,David J. Weinstein,Rachel B. Weinstein,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000216584,8,2,1001,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",David J. Weinstein,Rachel B. Weinstein,Andrew R. King,Caroline M. Hunter,skipped,skipped,skipped,skipped,6,13
001001-00-00290000219377,3,2,1001,Elizabeth Clark Polner Hudson,Caroline M. Hunter,David J. Weinstein,Rachel B. Weinstein,Andrew R. King,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000220464,5,2,1001,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000221781,3,2,1001,Caroline M. Hunter,Andrew R. King,"Richard Harding, Jr.",David J. Weinstein,Eugenia Schraa Huh,Jose Luis Rojas Villarreal,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,Frantz Pierre,"Robert Vincent Travers, Jr.",Alborz Bejnood,6,13
001001-00-00290000222207,5,2,1001,Rachel B. Weinstein,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000224874,3,2,1001,Rachel B. Weinstein,David J. Weinstein,Jose Luis Rojas Villarreal,Caroline M. Hunter,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000227360,5,2,1001,Caroline M. Hunter,Rachel B. Weinstein,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,Andrew R. King,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000228700,10,2,1001,Jose Luis Rojas Villarreal,Elizabeth Clark Polner Hudson,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000230709,10,2,1001,"Robert Vincent Travers, Jr.",Andrew R. King,Caroline M. Hunter,Rachel B. Weinstein,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000232328,6,2,1001,David J. Weinstein,Rachel B. Weinstein,Caroline M. Hunter,"Richard Harding, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000234369,3,2,1001,"Robert Vincent Travers, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000238432,7,2,1001,David J. Weinstein,Jose Luis Rojas Villarreal,Frantz Pierre,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000244151,9,2,1001,"Robert Vincent Travers, Jr.",Andrew R. King,Caroline M. Hunter,Rachel B. Weinstein,Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000245002,8,2,1001,Andrew R. King,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Rachel B. Weinstein,David J. Weinstein,"Robert Vincent Travers, Jr.","Richard Harding, Jr.",skipped,skipped,skipped,skipped,6,13
001001-00-00290000247510,10,2,1001,Elizabeth Clark Polner Hudson,Jose Luis Rojas Villarreal,David J. Weinstein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000248246,11,2,1001,Andrew R. King,"Robert Vincent Travers, Jr.",Eugenia Schraa Huh,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000249663,7,2,1001,Andrew R. King,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,Rachel B. Weinstein,David J. Weinstein,"Robert Vincent Travers, Jr.","Richard Harding, Jr.",skipped,skipped,skipped,skipped,6,13
001001-00-00290000255838,6,2,1001,Rachel B. Weinstein,David J. Weinstein,Andrew R. King,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
001001-00-00290000257097,5,2,1001,Andrew R. King,Frantz Pierre,Jose Luis Rojas Villarreal,Eugenia Schraa Huh,"Robert Vincent Travers, Jr.",David J. Weinstein,Rachel B. Weinstein,Alborz Bejnood,"Richard Harding, Jr.",Elizabeth Clark Polner Hudson,Caroline M. Hunter,6,13
001001-00-00290000258937,2,2,1001,David J. Weinstein,Rachel B. Weinstein,Jose Luis Rojas Villarreal,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,13
