file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
New York City/NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,3,['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly'],['James F. Reilly']
New York City/NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,13,['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams'],['Nantasha M. Williams']
New York City/NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,9,['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler'],['Lincoln Restler']
New York City/NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,5,['Vito Fossella'],['Vito Fossella'],['Vito Fossella'],['Vito Fossella'],['Steven Matteo'],['Vito Fossella'],['Vito Fossella'],['Vito Fossella'],['Vito Fossella'],['Vito Fossella'],['Vito Fossella'],['Vito Fossella'],['Vito Fossella'],['Vito Fossella'],['Vito Fossella'],['Vito Fossella']
New York City/NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,9,['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa'],['Carmen N. De La Rosa']
New York City/NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,4,['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams'],['Adrienne E. Adams']
New York City/NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,9,['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz'],['Oswald Feliz']
New York City/NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,9,['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse'],['Mercedes Narcisse']
New York City/NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.csv,4,['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers'],['Selvena N. Brooks-Powers']
New York City/NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,8,['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson'],['Crystal Hudson']
New York City/NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,7,['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Felicia Singh'],['Michael G. Scala'],['Felicia Singh']
New York City/NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,3,['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden'],['Robert F. Holden']
New York City/NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,10,['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks'],['Kamillah Hanks']
New York City/NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,10,['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman'],['Lynn C. Schulman']
New York City/NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.csv,8,['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz'],['Eric Dinowitz']
New York City/NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,10,['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte'],['Christopher Marte']
New York City/NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,7,['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez'],['Pierina Ana Sanchez']
New York City/NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,8,['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin'],['Julie Menin']
New York City/NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.csv,3,['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera'],['Carlina Rivera']
New York City/NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.csv,16,['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won'],['Julie Won']
New York City/NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict.csv,5,['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez'],['Jennifer Gutierrez']
New York City/NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,6,['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein'],['Steven Saperstein']
New York City/NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,5,['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan'],['Ari Kagan']
New York City/NewYorkCity_06222021_DEMBoroughPresidentQueens.csv,4,['Donovan J. Richards Jr.'],['Donovan J. Richards Jr.'],['Donovan J. Richards Jr.'],['Elizabeth S. Crowley'],['Elizabeth S. Crowley'],['Elizabeth S. Crowley'],['Elizabeth S. Crowley'],['Donovan J. Richards Jr.'],['Donovan J. Richards Jr.'],['Donovan J. Richards Jr.'],['Donovan J. Richards Jr.'],['Donovan J. Richards Jr.'],['Donovan J. Richards Jr.'],['Elizabeth S. Crowley'],['Donovan J. Richards Jr.'],['Donovan J. Richards Jr.']
New York City/NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,7,['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher'],['Erik D. Bottcher']
New York City/NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,3,['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen'],['Timothy Rosen']
New York City/NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,3,['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino'],['Vickie Paladino']
New York City/NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,4,['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams'],['Jumaane D. Williams']
New York City/NewYorkCity_06222021_REPMayorCitywide.csv,3,['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa'],['Curtis A. Sliwa']
New York City/NewYorkCity_06222021_DEMComptrollerCitywide.csv,11,['Brad Lander'],['Brad Lander'],['Brad Lander'],['Corey D. Johnson'],['Corey D. Johnson'],['Corey D. Johnson'],['Brad Lander'],['Brad Lander'],['Brad Lander'],['Brad Lander'],['Brad Lander'],['Brad Lander'],['Brad Lander'],['Corey D. Johnson'],['Corey D. Johnson'],['Brad Lander']
New York City/NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,7,['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles'],['Alexa Aviles']
New York City/NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,8,['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee'],['Linda Lee']
New York City/NewYorkCity_06222021_DEMBoroughPresidentRichmond.csv,6,['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy'],['Mark S. Murphy']
New York City/NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,3,['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz'],['Ariel Rivera-Diaz']
New York City/NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,7,['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse'],['Sandy Nurse']
New York City/NewYorkCity_06222021_DEMBoroughPresidentBronx.csv,6,['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Fernando Cabrera'],['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Vanessa L. Gibson'],['Vanessa L. Gibson']
New York City/NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,7,['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban'],['Tiffany Caban']
New York City/NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,9,['Yi Andy Chen'],['Shekar Krishnan'],['Shekar Krishnan'],['Shekar Krishnan'],['Shekar Krishnan'],['Shekar Krishnan'],['Shekar Krishnan'],['Shekar Krishnan'],['Shekar Krishnan'],['Shekar Krishnan'],['Shekar Krishnan'],['Shekar Krishnan'],['Shekar Krishnan'],['Yi Andy Chen'],['Yi Andy Chen'],['Shekar Krishnan']
New York City/NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,7,['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer'],['Gale A. Brewer']
New York City/NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,9,['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias'],['Amanda Farias']
New York City/NewYorkCity_06222021_DEMBoroughPresidentNewYork.csv,8,['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine'],['Mark D. Levine']
New York City/NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,9,['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung'],['Sandra Ung']
New York City/NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,3,['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola'],['Joann Ariola']
New York City/NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,14,['Bill Perkins'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan'],['Bill Perkins'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan'],['Kristin Richardson Jordan']
New York City/NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,3,['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.'],['Rafael Salamanca Jr.']
New York City/NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,3,['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos'],['John-Alexander Sakelos']
New York City/NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,6,['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya'],['Francisco P. Moya']
New York City/NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,4,['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley'],['Kevin Riley']
New York City/NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,6,['Marko Kepi'],['David M. Carr'],['David M. Carr'],['Marko Kepi'],['David M. Carr'],['Marko Kepi'],['Marko Kepi'],['David M. Carr'],['David M. Carr'],['David M. Carr'],['David M. Carr'],['David M. Carr'],['David M. Carr'],['Marko Kepi'],['Marko Kepi'],['David M. Carr']
New York City/NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,3,['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy'],['Darlene Mealy']
New York City/NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,6,['Chi A. Osse'],['Chi A. Osse'],['Chi A. Osse'],['Chi A. Osse'],['Tahirah A. Moore'],['Chi A. Osse'],['Chi A. Osse'],['Chi A. Osse'],['Chi A. Osse'],['Chi A. Osse'],['Chi A. Osse'],['Chi A. Osse'],['Chi A. Osse'],['Tahirah A. Moore'],['Chi A. Osse'],['Chi A. Osse']
New York City/NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,12,['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph'],['Rita C. Joseph']
New York City/NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,8,['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif'],['Shahana K. Hanif']
New York City/NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,5,['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron'],['Charles Barron']
New York City/NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,4,['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis'],['Farah N. Louis']
New York City/NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,5,['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens'],['Althea V. Stevens']
New York City/NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,5,['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala'],['Diana I. Ayala']
New York City/NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,6,['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez'],['Marjorie Velazquez']
New York City/NewYorkCity_06222021_REPBoroughPresidentQueens.csv,3,['219566'],['219566'],['219566'],['219566'],['219566'],['219566'],['219566'],['219566'],['219566'],['219566'],['219566'],['219566'],['219566'],['219566'],['219566'],['219566']
New York City/NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,5,['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro'],['James F. Gennaro']
New York City/NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,7,['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella'],['Tony Avella']
