,file,numCands,plurality,IRV,top-two,borda-pm,borda-om-no-uwi,borda-avg-no-uwi,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
24,Australia_NewSouthWales_Mayorals_2021/City_of_Willoughby-mayoral-finalpreferencedatafile.csv,3,['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya'],['TAYLOR Tanya']
25,Australia_NewSouthWales_Mayorals_2021/City_of_Maitland-mayoral-finalpreferencedatafile.csv,7,['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['PENFOLD Philip'],['BAKER Loretta'],['PENFOLD Philip']
26,Australia_NewSouthWales_Mayorals_2021/City_of_Broken_Hill-mayoral-finalpreferencedatafile.csv,3,['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom'],['KENNEDY Tom']
27,Australia_NewSouthWales_Mayorals_2021/Bellingen-mayoral-finalpreferencedatafile (1).csv,3,['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve'],['ALLAN Steve']
28,Australia_NewSouthWales_Mayorals_2021/Byron-mayoral-finalpreferencedatafile.csv,9,['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael'],['LYON Michael']
29,Australia_NewSouthWales_Mayorals_2021/City_of_Orange-mayoral-finalpreferencedatafile.csv,7,['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason'],['HAMLING Jason']
30,Australia_NewSouthWales_Mayorals_2021/Hornsby-mayoral-finalpreferencedatafile.csv,2,['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip'],['RUDDOCK Philip']
31,Australia_NewSouthWales_Mayorals_2021/Kempsey-mayoral-finalpreferencedatafile.csv,7,['CAMPBELL Liz'],['HAUVILLE Leo'],['HAUVILLE Leo'],['HAUVILLE Leo'],['HAUVILLE Leo'],['HAUVILLE Leo'],['HAUVILLE Leo'],['HAUVILLE Leo'],['HAUVILLE Leo'],['HAUVILLE Leo'],['HAUVILLE Leo'],['HAUVILLE Leo'],['HAUVILLE Leo'],['HAUVILLE Leo'],['CAMPBELL Liz'],['HAUVILLE Leo']
32,Australia_NewSouthWales_Mayorals_2021/Burwood-mayoral-finalpreferencedatafile.csv,4,['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John'],['FAKER John']
33,Australia_NewSouthWales_Mayorals_2021/City_of_Wollongong-mayoral-finalpreferencedatafile.csv,6,['BRADBERY Gordon'],['BRADBERY Gordon'],['BRADBERY Gordon'],['BRADBERY Gordon'],['BROWN Tania'],['BRADBERY Gordon'],['BRADBERY Gordon'],['BRADBERY Gordon'],['BRADBERY Gordon'],['BRADBERY Gordon'],['BRADBERY Gordon'],['BRADBERY Gordon'],['BRADBERY Gordon'],['BRADBERY Gordon'],['BRADBERY Gordon'],['BRADBERY Gordon']
34,Australia_NewSouthWales_Mayorals_2021/City_of_Liverpool-mayoral-finalpreferencedatafile.csv,5,['MANNOUN Ned'],['MANNOUN Ned'],['MANNOUN Ned'],['MANNOUN Ned'],['HAGARTY Nathan'],['HAGARTY Nathan'],['MANNOUN Ned'],['MANNOUN Ned'],['MANNOUN Ned'],['MANNOUN Ned'],['MANNOUN Ned'],['MANNOUN Ned'],['MANNOUN Ned'],['MANNOUN Ned'],['MANNOUN Ned'],['MANNOUN Ned']
35,Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Cootamundra.csv,6,['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph'],['COOKE Steph']
36,Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Murray.csv,6,['EVANS Austin'],['EVANS Austin'],['EVANS Austin'],['EVANS Austin'],['DALTON Helen'],['EVANS Austin'],['EVANS Austin'],['EVANS Austin'],['EVANS Austin'],['EVANS Austin'],['EVANS Austin'],['EVANS Austin'],['EVANS Austin'],['EVANS Austin'],['EVANS Austin'],['EVANS Austin']
37,Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_Gosford.csv,6,['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl'],['TESCH Liesl']
38,Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_North Shore.csv,8,['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['CORRIGAN Carolyn'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity'],['WILSON Felicity']
39,Australia_NSW_LegAssembly_2017_ByElections/SB1701 LA Pref Data_NA_Manly.csv,12,['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['RIDGE Kathryn'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James'],['GRIFFIN James']
40,Australia_NSW_LegAssembly_2017_ByElections/SB1702 LA Pref Data_NA_Blacktown.csv,4,['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen'],['BALI Stephen']
41,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Murray.csv,10,['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen'],['DALTON Helen']
42,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Sydney.csv,6,['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex'],['GREENWICH Alex']
43,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Newtown.csv,7,['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny']
44,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Balmain.csv,6,['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie']
45,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Camden.csv,7,['SIDGREAVES Peter'],['SIDGREAVES Peter'],['SIDGREAVES Peter'],['SIDGREAVES Peter'],['QUINNELL Sally'],['SIDGREAVES Peter'],['SIDGREAVES Peter'],['SIDGREAVES Peter'],['SIDGREAVES Peter'],['SIDGREAVES Peter'],['SIDGREAVES Peter'],['SIDGREAVES Peter'],['SIDGREAVES Peter'],['SIDGREAVES Peter'],['SIDGREAVES Peter'],['SIDGREAVES Peter']
46,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Maitland.csv,8,['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny'],['AITCHISON Jenny']
47,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Ku-ring-gai.csv,6,['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister']
48,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bega.csv,6,['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['ATKINSON Leanne'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew']
49,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Orange.csv,9,['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip'],['DONATO Philip']
50,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Goulburn.csv,7,['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy'],['TUCKERMAN Wendy']
51,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Kiama.csv,5,['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth']
52,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Wollondilly.csv,8,['SMITH Nathaniel'],['SMITH Nathaniel'],['SMITH Nathaniel'],['SMITH Nathaniel'],['HANNAN Judy'],['SMITH Nathaniel'],['SMITH Nathaniel'],['SMITH Nathaniel'],['SMITH Nathaniel'],['SMITH Nathaniel'],['SMITH Nathaniel'],['SMITH Nathaniel'],['SMITH Nathaniel'],['SMITH Nathaniel'],['SMITH Nathaniel'],['SMITH Nathaniel']
53,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Fairfield.csv,4,['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy']
54,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coogee.csv,8,['NOTLEY-SMITH Bruce'],"[""O'NEILL Marjorie""]","[""O'NEILL Marjorie""]",['NOTLEY-SMITH Bruce'],"[""O'NEILL Marjorie""]","[""O'NEILL Marjorie""]","[""O'NEILL Marjorie""]","[""O'NEILL Marjorie""]","[""O'NEILL Marjorie""]","[""O'NEILL Marjorie""]","[""O'NEILL Marjorie""]","[""O'NEILL Marjorie""]","[""O'NEILL Marjorie""]","[""O'NEILL Marjorie""]",['NOTLEY-SMITH Bruce'],"[""O'NEILL Marjorie""]"
55,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cessnock.csv,5,['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton'],['BARR Clayton']
56,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Maroubra.csv,7,['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael'],['DALEY Michael']
57,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data The Entrance.csv,7,['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['PERREM Brian'],['MEHAN David']
58,Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bathurst.csv,6,['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul'],['TOOLE Paul']
