,file,borda-pm,borda-om-no-uwi,borda-avg-no-uwi,numCands,plurality,IRV,top-two,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
1436,7a60bfb0b7.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['4'],['1']
1437,7a35dbccaf.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]","['1', '4']",['4']
1438,7a2cf988f7.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['3'],['3']
1439,79d56fe1d4.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]","['2', '3', '1', '4']",['4']
1440,79d0f24c8e.csv,['1'],['1'],['1'],9,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],"['9', '3', '1']",['1']
1441,79ae1bd58c.csv,['6'],['6'],['6'],6,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],[']'],['1'],['6']
1442,79310e21de.csv,['5'],['5'],['5'],6,['6'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"['""']",['6'],['5']
1443,78e56c650a.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['1'],['4']
1444,78ae8d8f4d.csv,['1'],['1'],['1'],18,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['18', '1']",['1']
1445,78848751b7.csv,['4'],['2'],['2'],4,['4'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]",['1'],['2']
1446,781d4dcd8b.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"['""']",['1'],['3']
1447,781ae1db01.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],"['3', '1']",['3']
1448,78112b5fdc.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['4'],['1']
1449,77f586d0fc.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1450,77ddf5b010.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"['""']",['1'],['4']
1451,77cd28695f.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"[""'""]",['1'],['7']
1452,772f39b930.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
1453,7650929425.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],"['3', '1']",['1']
1454,7642fc1437.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],"['3', '1']",['1']
1455,762620cf62.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['4'],['1']
1456,75437037ef.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['3', '1']",['3']
1457,74f32362f0.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"['""']",['7'],['7']
1458,748fce1f84.csv,['12'],['12'],['12'],12,['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['['],['12'],['12']
1459,7479790f34.csv,['14'],['14'],['14'],14,['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],[']'],"['14', '1']",['14']
1460,7416608758.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']","['1', '6']",['1']
1461,738f1b6700.csv,['3'],['3'],['3'],3,['1'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['1'],['3']
1462,735547ced8.csv,['13'],['13'],['13'],13,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],"[""'""]",['13'],['13']
1463,721e1de395.csv,['1'],['1'],['1'],3,['2'],['3'],['3'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['3', '1']",['1']
1464,71f4ef7d71.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"['""']",['1'],['3']
1465,716c268b20.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"['""']",['1'],['3']
1466,714ad2b589.csv,['5'],['5'],['5'],5,['1'],['1'],['1'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['['],['5'],['5']
1467,6fc94172bf.csv,['9'],['9'],['9'],9,['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9'],['9']
1468,6fbc5d155d.csv,['11'],['11'],['11'],20,['9'],['9'],['9'],['9'],['12'],['12'],['12'],['12'],['12'],['12'],[']'],"['2', '1']",['12']
1469,6f599ba65b.csv,['10'],['1'],['1'],10,['1'],['1'],['10'],['1'],['10'],['10'],['10'],['10'],['10'],['10'],['['],['10'],['10']
1470,6ef19b8ab8.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
1471,6e7f451f3f.csv,['1'],['1'],['1'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['1'],['1']
1472,6e0e621041.csv,['2'],['2'],['2'],3,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['['],['1'],['2']
1473,6de2313dc7.csv,['1'],['1'],['1'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['5'],['1']
1474,6dd824d4ab.csv,['13'],['13'],['13'],13,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],"[""'""]",['1'],['13']
1475,6dc192fa7e.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]","['1', '5']",['5']
1476,6db6077f50.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"['""']","['1', '4']",['4']
1477,6db2097517.csv,['10'],['10'],['10'],10,['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],"[""'""]",['1'],['10']
1478,6daabb3b51.csv,['1'],['1'],['1'],5,['5'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],"['1', '5']",['1']
1479,6da19ab9a8.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],"['3', '1']",['3']
1480,6d7c271ff4.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1481,6d4cc313ee.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],"['1', '4']",['1']
1482,6d25e7d5e1.csv,['11'],['11'],['11'],11,['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],[']'],['11'],['11']
1483,6c1c3111c0.csv,['13'],['2'],['13'],13,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['3'],['1'],['13']
1484,6c0430d99f.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
1485,6c02fc1dfc.csv,['23'],['6'],['1'],23,['23'],['23'],['23'],['23'],[],['1'],['23'],['23'],['1'],['1'],"[""'""]",['23'],"['4', '10', '7', '23', '8', '3', '2', '1', '5', '6']"
1486,6af918bf07.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],[']'],['5'],['5']
1487,6adb4fa662.csv,['4'],['4'],['4'],6,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],"['1', '6']",['4']
1488,6a912afd6f.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['6'],['1']
1489,6a891078aa.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]",['5'],['5']
1490,6a8205680c.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['['],['1'],['7']
1491,6a36603563.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"[""'""]",['1'],['7']
1492,6903adc956.csv,"['1', '4']",['4'],['4'],7,['7'],['4'],['5'],['7'],['4'],['4'],['4'],['4'],['4'],['4'],[']'],['1'],['4']
1493,686af8d152.csv,['17'],['17'],['17'],17,['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],"[""'""]",['1'],['17']
1494,682fc4964b.csv,['14'],['14'],['14'],14,['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['['],['1'],['14']
1495,6800430866.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['3'],['1']
1496,67ef2bb51f.csv,['14'],['14'],['14'],14,['1'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],"[""'""]",['14'],['14']
1497,67a9b29493.csv,['6'],['6'],['6'],6,['1'],['6'],['6'],['1'],['6'],['6'],['6'],['6'],['6'],['6'],"[""'""]",['6'],['6']
1498,676f9f4174.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['3'],['3']
1499,66e5600489.csv,['11'],['11'],['11'],11,['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],"[""'""]",['1'],['11']
1500,66bd0b43a7.csv,['15'],['15'],['15'],15,['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],"[""'""]",['1'],['15']
1501,668ca2de59.csv,['1'],['1'],['1'],3,['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']","['3', '1']",['1']
1502,660f71d680.csv,['14'],['1'],['1'],14,['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['['],['14'],['14']
1503,65a43b2eff.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"['""']",['4'],['4']
1504,657d5ee9ca.csv,['1'],['1'],['1'],5,['1'],['2'],['2'],['1'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]",['1'],['2']
1505,65214cfe78.csv,['2'],['2'],['2'],7,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],[']'],['7'],['2']
1506,651b90a50c.csv,['1'],['1'],['1'],3,['3'],['2'],['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
1507,65120ee281.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['4'],['4']
1508,6504972337.csv,['8'],['8'],['8'],8,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],[']'],['8'],['8']
1509,64be1f9778.csv,['2'],['2'],['2'],3,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],[']'],"['3', '1']",['2']
1510,63737dac7c.csv,['17'],['17'],['17'],17,['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['17'],['['],['17'],['17']
1511,631d98490c.csv,['3'],['3'],['3'],12,['6'],['6'],['6'],['7'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['2', '3', '1']",['3']
1512,62d4f11ea8.csv,['1'],['1'],['1'],4,['2'],['2'],['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
1513,62c941b66f.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['1'],['3']
1514,62c6301576.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['1'],['4']
1515,620f86f07c.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['3', '1']",['3']
1516,62091e2425.csv,['8'],['8'],['8'],8,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],"[""'""]","['1', '8']",['8']
1517,61f53a6523.csv,['8'],['8'],['8'],8,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['['],['1'],['8']
1518,61ee0ddca5.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['3'],['3']
1519,61eb93cb04.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']","['2', '3', '1']",['1']
1520,61c4eebd64.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],"['3', '1']",['3']
1521,610bf7feed.csv,['1'],['1'],['1'],8,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1522,60ebe60a2f.csv,['3'],['3'],['3'],3,['1'],['1'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],[']'],['3'],['3']
1523,60e3d3feb5.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['1'],['3']
1524,608c6559ee.csv,['1'],['1'],['1'],7,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1525,5fdc23b6d3.csv,['1'],['1'],['1'],3,['3'],['3'],['3'],['1'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['1'],['3']
1526,5f89ae7321.csv,['12'],['12'],['12'],12,['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],['12'],"['""']",['1'],['12']
1527,5f809b5cb9.csv,['1'],['1'],['1'],6,['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1528,5efe447b09.csv,['15'],['15'],['15'],15,['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],['15'],"[""'""]",['15'],['15']
1529,5ec74f9b05.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['1'],['3']
1530,5eaec6bd8d.csv,['1'],['11'],['1'],11,['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],[']'],['1'],['11']
1531,5e9d885998.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1532,5e25486ff4.csv,['1'],['1'],['1'],7,['7'],['4'],['7'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1533,5e18be2053.csv,['4'],['4'],['4'],4,['1'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['1'],['4']
1534,5dfd4df0c2.csv,['1'],['1'],['1'],4,['3'],['1'],['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['4'],['1']
1535,5df1f0c64e.csv,['4'],['4'],['4'],6,['3'],['3'],['3'],['5'],['3'],['3'],['3'],['3'],['3'],['3'],['['],"['1', '6']",['3']
1536,5def9df014.csv,['8'],['8'],['8'],8,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],"['""']",['8'],['8']
1537,5deda8de9e.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],[']'],"['1', '5']",['5']
1538,5d24b1f8d2.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"[""'""]",['1'],['7']
1539,5ccb51fbf4.csv,['1'],['1'],['1'],6,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1540,5c44ca2f84.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],"['3', '1']",['1']
1541,5bbd5a1c2c.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1542,5adf5dbcbd.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1543,5a9ad625ab.csv,['1'],['1'],['1'],4,['4'],['4'],['4'],['1'],['4'],['4'],['4'],['4'],['4'],['4'],[']'],['1'],['4']
1544,5a792a15d2.csv,['4'],['4'],['4'],4,['3'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],[']'],"['1', '4']",['4']
1545,5a4071c3bc.csv,['2'],['2'],['2'],3,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"['""']",['1'],['2']
1546,5a3cef079f.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],"['3', '1']",['3']
1547,58b267413e.csv,['1'],"['3', '1']",['1'],4,['1'],['1'],['1'],['1'],[],['1'],['1'],['1'],['1'],['1'],['3'],"['1', '4']","['2', '3', '1', '4']"
1548,57cd7c1f7a.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
1549,5760c70065.csv,['10'],['10'],['10'],10,['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['['],['1'],['10']
1550,572361f0ae.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"['""']",['1'],['7']
1551,570375879a.csv,['4'],['4'],['4'],6,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],"['1', '6']",['4']
1552,56c3ead95e.csv,['6'],['6'],['6'],6,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],"['""']",['1'],['6']
1553,565235f231.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
1554,563b7f41a3.csv,['1'],['1'],['1'],8,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
1555,55c9831706.csv,['1'],['1'],['1'],4,['4'],['4'],['4'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],"['1', '4']",['1']
1556,55c2ab1aa0.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],['1'],['1']
1557,5526f07e34.csv,['2'],['2'],['2'],3,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],[']'],['1'],['2']
1558,5511dbe30b.csv,['2'],['3'],['3'],7,['7'],['3'],['7'],['7'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['2', '1']",['3']
1559,543b495942.csv,['11'],['11'],['11'],11,['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],['11'],"[""'""]",['11'],['11']
1560,5405500866.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3']
1561,5400725f92.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]",['1'],['5']
1562,53b13a1a1e.csv,['2'],['2'],['2'],3,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"['""']",['1'],['2']
1563,53ae59293e.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],[']'],['1'],['5']
1564,53735c3eef.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"['""']",['3'],['3']
1565,52aa1d9080.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1']
1566,528cbde754.csv,['10'],['10'],['10'],10,['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],"[""'""]","['1', '10']",['10']
1567,527bf6bafc.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],[']'],"['1', '4']",['1']
1568,52268fe8f0.csv,['1'],['1'],['1'],3,['3'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['1'],['1']
1569,51fc893523.csv,['8'],['8'],['8'],8,['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],['8'],[']'],['1'],['8']
1570,51dce34bbd.csv,['2'],['2'],['2'],6,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['['],"['3', '1', '6']",['2']
1571,517aa351f6.csv,['13'],['13'],['13'],13,['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],['13'],"[""'""]",['13'],['13']
1572,512dd3bfb7.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['1'],['3']
1573,50df6eeef5.csv,['4'],['4'],['4'],4,['3'],['3'],['3'],['4'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['4'],['3']
1574,50182e3168.csv,['2'],['2'],['2'],7,['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],['2'],"[""'""]","['7', '1']",['2']
1575,4fc49adc16.csv,['10'],['2'],['10'],10,['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],"[""'""]",['10'],['10']
1576,4f64f5d25c.csv,['1'],['1'],['1'],5,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['1'],['1']
1577,4f5dda0c6f.csv,['4'],['4'],['4'],4,['3'],['3'],['4'],['4'],[],"['1', '4']",['3'],['3'],"['1', '4']",['4'],[']'],"['2', '3', '1', '4']","['2', '3', '1', '4']"
1578,4df19a6e0f.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['1'],['1']
1579,4de8682ef1.csv,['14'],['14'],['14'],14,['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['14'],['['],['1'],['14']
1580,4d4d980abe.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['['],"['7', '1']",['7']
1581,4cdd441ed5.csv,['6'],['6'],['6'],6,['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],['6'],[']'],['1'],['6']
1582,4c8598f39b.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['3'],['1']
1583,4c387776f4.csv,['1'],['1'],['1'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]",['1'],['5']
1584,4be8085e5b.csv,['7'],['7'],['7'],7,['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],['7'],"[""'""]",['1'],['7']
1585,4b9e6cfbef.csv,['3'],['3'],['3'],3,['1'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]",['1'],['3']
1586,4b8320d3da.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['2', '3', '1']",['3']
1587,4b6f695f74.csv,['1'],['1'],['1'],10,['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],['10'],"[""'""]",['1'],['10']
1588,4b69e31948.csv,['1'],['1'],['1'],3,['2'],['2'],['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['""']",['1'],['1']
1589,4b21acfeff.csv,['4'],['4'],['4'],5,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"['""']","['1', '5']",['4']
1590,4af730d210.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['3', '1']",['3']
1591,4ae73ab91f.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]","['3', '1']",['1']
1592,4acd607a76.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['['],"['1', '4']",['4']
1593,49fed26f11.csv,['1'],['1'],['1'],3,['2'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['['],['3'],['1']
1594,49c366ee50.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['3'],['1']
1595,49bc7fcd31.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],[']'],['1'],['4']
1596,494ea89893.csv,['4'],['4'],['4'],4,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]",['4'],['4']
1597,48c65d3e27.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],"[""'""]","['3', '1']",['3']
1598,48a8fe64d2.csv,['1'],['1'],['1'],3,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"[""'""]",['3'],['1']
1599,4880e0484f.csv,['4'],['4'],['4'],5,['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],['4'],"[""'""]","['1', '4', '5']",['4']
1600,484ff423b6.csv,['1'],['1'],['1'],4,['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],['1'],"['2', '1']",['1']
1601,4823acfb88.csv,['5'],['5'],['5'],5,['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],['5'],"[""'""]","['4', '3', '2', '1', '5']",['5']
1602,47f80eadb8.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
1603,47df63abaa.csv,['3'],['3'],['3'],3,['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['3'],['['],['3'],['3']
