country,file_name,num_voters,num_cands,num_seats,no_skipped,one_skipped,two_skipped,three_skipped,write_in,truncated,other_skipped,bullet_vote
america,NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,16526,8,1,4762,1234,2528,3007,1,1,4995,4995
america,NewYorkCity_06222021_DEMBoroughPresidentRichmond.csv,28432,6,1,8375,1686,3195,5192,1,0,9984,9984
america,NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,159,3,1,11,65,83,0,1,0,0,83
america,NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,10874,7,1,3041,536,1173,1777,1,1,4347,4347
america,NewYorkCity_06222021_DEMBoroughPresidentBronx.csv,101463,6,1,32435,6363,10178,17607,1,0,34880,34880
america,NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,16240,7,1,4061,1191,2787,3994,1,1,4207,4207
america,NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,14902,9,1,4292,1154,2024,2638,1,1,4794,4794
america,NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,39399,7,1,7090,3007,6988,8199,1,1,14115,14115
america,NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,13984,9,1,5407,814,1726,2198,1,1,3839,3839
america,NewYorkCity_06222021_DEMBoroughPresidentNewYork.csv,237730,8,1,57054,17782,39545,47951,1,1,75398,75398
america,NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,10636,9,1,3290,891,1443,2040,1,1,2972,2972
america,NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,2900,3,1,58,1097,1745,0,1,0,0,1745
america,NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,25626,14,1,10758,2010,3275,3628,1,1,5955,5955
america,NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,9049,3,1,285,4252,4512,0,1,0,0,4512
america,NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,121,3,1,7,41,73,0,1,0,0,73
america,NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,6849,6,1,1834,404,612,1253,1,0,2746,2746
america,NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,17399,4,1,325,8639,2337,6098,1,0,0,6098
america,NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,8577,6,1,1798,350,862,1477,1,0,4090,4090
america,NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,15447,3,1,342,7358,7747,0,1,0,0,7747
america,NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,23240,6,1,5495,1521,3039,5643,1,0,7542,7542
america,NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,22343,12,1,7680,1978,3205,3714,1,1,5766,5766
america,NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,36095,8,1,9087,4652,7076,7685,1,1,7595,7595
america,NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,15636,5,1,338,5128,1588,2642,1,0,5940,5940
america,NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,19297,4,1,314,6496,2329,10158,1,0,0,10158
america,NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,10112,5,1,293,3468,819,1547,1,0,3985,3985
america,NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,11722,5,1,296,3795,814,1955,1,0,4862,4862
america,NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,9960,6,1,3175,470,672,1428,1,0,4215,4215
america,NewYorkCity_06222021_REPBoroughPresidentQueens.csv,14267,3,1,518,6832,6917,0,1,0,0,6917
america,NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,13408,5,1,252,3135,1834,1411,1,0,6776,6776
america,NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,13086,7,1,2855,785,1982,3045,1,1,4419,4419
america,NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,23189,13,1,8368,1983,3284,3488,1,1,6066,6066
america,Cambridge_11082011_CityCouncil.csv,15777,19,9,556,131,58,48,1,0,14984,1480
america,Cambridge_11152019_CityCouncil.csv,21022,23,9,1300,151,222,345,1,1,19004,1211
america,Cambridge_11072017_CityCouncil.csv,22482,27,9,564,110,48,33,1,0,21727,1541
america,Cambridge_11062001_CityCouncil.csv,16713,20,9,441,129,63,34,1,0,16046,1223
america,Cambridge_11032009_CityCouncil.csv,15881,22,9,474,124,58,24,1,1,15201,1584
america,Cambridge_11062007_SchoolCommittee.csv,13217,10,6,1092,276,347,967,1,0,10535,1996
america,Cambridge_11052013_SchoolCommittee.csv,16544,10,6,1299,353,378,1339,1,0,13175,3199
america,Cambridge_11072023_CityCouncil.csv,23153,26,9,1633,318,433,746,1,1,20023,870
america,Cambridge_11062007_CityCouncil.csv,13574,17,9,543,179,96,68,1,0,12688,1065
america,Cambridge_11152019_SchoolCommittee.csv,19300,12,6,1319,346,245,439,1,0,16951,2521
america,Cambridge_11032015_SchoolCommittee.csv,16746,12,6,890,297,202,302,1,0,15055,2998
america,Cambridge_11082011_SchoolCommittee.csv,15236,12,6,805,246,170,234,1,0,13781,2490
america,Cambridge_11072023_SchoolBoard.csv,21214,13,6,1548,261,271,495,1,1,18639,2201
america,Cambridge_11052013_CityCouncil.csv,17672,26,9,451,81,42,25,1,0,17073,1559
america,Cambridge_11042003_SchoolCommittee.csv,18380,9,6,1575,587,976,2221,1,0,13021,3268
america,Cambridge_11072017_SchoolCommittee.csv,20652,14,6,1052,233,200,256,1,1,18911,3333
america,Cambridge_11032015_CityCouncil.csv,17754,24,9,418,106,36,31,1,0,17163,1295
america,Cambridge_11082005_CityCouncil.csv,15969,19,9,569,117,74,44,1,0,15165,1190
america,Cambridge_11042003_CityCouncil.csv,19611,21,9,584,200,76,42,1,0,18709,1563
america,Cambridge_11082005_SchoolCommittee.csv,15413,10,6,1537,543,1374,1340,1,1,10619,2452
america,LasCruces_11052019_COUNCILORPOSITION2CITYOFLASCRUCESDISTRICT2COUNCILOR.csv,2248,4,1,874,172,409,793,0,0,0,793
america,SantaFe_03062018_Mayor.csv,20604,5,1,12876,1126,1907,1945,0,0,2750,2750
america,LasCruces_11052019_COUNCILORPOSITION4CITYOFLASCRUCESDISTRICT4COUNCILOR.csv,1557,3,1,887,212,458,0,0,0,0,458
america,SantaFe_03062018_CityCouncilDistrict4.csv,4899,3,1,3447,362,1090,0,0,0,0,1090
america,LasCruces_11052019_MAYORCITYOFLASCRUCES.csv,13985,10,1,3947,335,114,131,0,0,9458,2789
america,Corvallis_11082022_CityCouncilWard9.csv,2429,4,1,1997,149,283,0,0,0,0,283
america,Corvallis_11082022_Mayor.csv,20692,4,1,17308,1609,1775,0,0,0,0,1775
