country,file_name,num_voters,num_cands,num_seats,no_skipped,one_skipped,two_skipped,three_skipped,write_in,truncated
australia,SGE2019 LA Pref Data Holsworthy.csv,48244,7,1,8151,282,327,1392,0,0
australia,SGE2019 LA Pref Data Davidson.csv,49169,6,1,11193,195,1019,2674,0,0
australia,SGE2019 LA Pref Data Granville.csv,44191,9,1,8780,201,87,317,0,0
australia,SGE2019 LA Pref Data Rockdale.csv,47892,7,1,7697,185,463,1272,0,0
australia,SGE2019 LA Pref Data Charlestown.csv,48874,5,1,19851,441,1912,26670,0,0
australia,SGE2019 LA Pref Data Newcastle.csv,50319,9,1,10272,253,109,391,0,0
australia,SGE2019 LA Pref Data Wakehurst.csv,48712,8,1,9541,184,215,540,0,0
australia,SGE2019 LA Pref Data Campbelltown.csv,45526,8,1,11306,283,170,481,0,0
australia,SGE2019 LA Pref Data Manly.csv,48316,7,1,12996,258,430,1501,0,0
australia,SGE2019 LA Pref Data Castle Hill.csv,52571,5,1,10509,1426,2556,38080,0,0
australia,SGE2019 LA Pref Data Heffron.csv,50010,6,1,16735,568,1542,3529,0,0
australia,SGE2019 LA Pref Data Londonderry.csv,52686,6,1,9883,178,636,3043,0,0
australia,SGE2019 LA Pref Data Upper Hunter.csv,48525,9,1,11644,316,62,191,0,0
australia,SGE2019 LA Pref Data Bankstown.csv,43730,5,1,10507,365,4663,28195,0,0
australia,SGE2019 LA Pref Data Canterbury.csv,48756,5,1,17595,415,3521,27225,0,0
australia,SGE2019 LA Pref Data Coffs Harbour.csv,47333,9,1,10574,303,89,290,0,0
australia,SGE2019 LA Pref Data Liverpool.csv,47035,7,1,8370,339,324,995,0,0
australia,SGE2019 LA Pref Data Strathfield.csv,46217,7,1,13475,208,411,1350,0,0
australia,SGE2019 LA Pref Data Ryde.csv,48492,9,1,7715,269,75,250,0,0
australia,SGE2019 LA Pref Data Albury.csv,47632,6,1,11879,133,482,1536,0,0
australia,SGE2019 LA Pref Data Cronulla.csv,51141,6,1,9121,229,828,2245,0,0
australia,SGE2019 LA Pref Data Lismore.csv,48145,8,1,17502,371,160,497,0,0
australia,SGE2019 LA Pref Data Hawkesbury.csv,48941,10,1,7962,292,99,101,0,0
australia,SGE2019 LA Pref Data Ballina.csv,50127,7,1,20206,236,365,1324,0,0
australia,SGE2019 LA Pref Data Summer Hill.csv,48785,7,1,21326,360,586,1717,0,0
australia,SGE2019 LA Pref Data Baulkham Hills.csv,50310,7,1,9932,164,378,1441,0,0
australia,SGE2019 LA Pref Data Heathcote.csv,51334,6,1,16605,165,907,2626,0,0
australia,SGE2019 LA Pref Data Drummoyne.csv,47464,6,1,10925,272,861,2481,0,0
australia,SGE2019 LA Pref Data Northern Tablelands.csv,48678,5,1,16715,372,2458,29133,0,0
australia,SGE2019 LA Pref Data Myall Lakes.csv,50315,7,1,13951,188,168,784,0,0
australia,SGE2019 LA Pref Data Oxley.csv,48540,6,1,15012,141,693,2268,0,0
australia,SGE2019 LA Pref Data South Coast.csv,48880,4,1,16450,1305,31125,0,0,0
australia,SGE2019 LA Pref Data Willoughby.csv,47857,9,1,8048,209,602,459,0,0
australia,SGE2019 LA Pref Data Cabramatta.csv,47343,6,1,10893,214,824,4531,0,0
australia,SGE2019 LA Pref Data Vaucluse.csv,46023,8,1,12482,230,194,507,0,0
australia,BallotPaperDetails-Melbourne District SE2018.csv,40557,8,1,40142,415,0,0,0,0
australia,SB2201 LA Pref Data_NA_Strathfield.csv,43928,7,1,10836,225,406,1383,0,0
australia,SB2201 LA Pref Data_NA_Willoughby.csv,43563,7,1,8253,109,553,1697,0,0
australia,SB2101 LA Pref Data_NA_Upper Hunter.csv,47453,14,1,5272,321,56,73,0,0
australia,SB2201 LA Pref Data_NA_Bega.csv,49492,8,1,8847,136,159,414,0,0
australia,SB2201 LA Pref Data_NA_Monaro.csv,47275,7,1,14667,131,327,1140,0,0
australia,SB1801 LA Pref Data_NA_Wagga Wagga.csv,47218,8,1,21282,642,184,534,0,0
australia,SGE2015 LA Pref Data_NA_Cessnock.csv,45832,6,1,10589,86,241,2449,0,0
australia,SGE2015 LA Pref Data_NA_Keira.csv,50605,6,1,14788,118,471,2934,0,0
australia,SGE2015 LA Pref Data_NA_Maroubra.csv,46495,6,1,9561,138,542,3147,0,0
australia,SGE2015 LA Pref Data_NA_Holsworthy.csv,47133,7,1,11287,247,157,919,0,0
australia,SGE2015 LA Pref Data_NA_Wollondilly.csv,47184,7,1,11765,199,146,490,0,0
australia,SGE2015 LA Pref Data_NA_Wollongong.csv,49718,8,1,11549,359,103,310,0,0
australia,SGE2015 LA Pref Data_NA_Penrith.csv,47578,9,1,6183,200,39,84,0,0
australia,SGE2015 LA Pref Data_NA_Upper Hunter.csv,47296,7,1,11397,201,144,660,0,0
australia,SGE2015 LA Pref Data_NA_Bathurst.csv,48645,6,1,13238,129,453,5327,0,0
australia,SGE2015 LA Pref Data_NA_Bankstown.csv,42908,7,1,7566,187,121,565,0,0
australia,SGE2015 LA Pref Data_NA_Dubbo.csv,46586,8,1,11000,303,115,329,0,0
australia,SGE2015 LA Pref Data_NA_Newcastle.csv,48149,8,1,8866,128,63,327,0,0
australia,SGE2015 LA Pref Data_NA_Campbelltown.csv,45134,6,1,14658,116,298,2497,0,0
australia,SGE2015 LA Pref Data_NA_Tweed.csv,44191,6,1,14080,97,200,1214,0,0
australia,SGE2015 LA Pref Data_NA_Wakehurst.csv,47894,7,1,8156,152,214,1512,0,0
australia,SGE2015 LA Pref Data_NA_Kogarah.csv,46423,7,1,7134,161,156,1094,0,0
australia,SGE2015 LA Pref Data_NA_Lake Macquarie.csv,47699,8,1,12685,266,116,476,0,0
australia,SGE2015 LA Pref Data_NA_Manly.csv,47298,6,1,10511,83,615,2590,0,0
australia,SGE2015 LA Pref Data_NA_Canterbury.csv,47636,6,1,15946,180,549,3495,0,0
australia,SGE2015 LA Pref Data_NA_Coffs Harbour.csv,45167,6,1,11734,96,329,5393,0,0
australia,SGE2015 LA Pref Data_NA_Port Macquarie.csv,49234,6,1,13043,81,272,4099,0,0
australia,SGE2015 LA Pref Data_NA_Granville.csv,45226,7,1,11610,267,203,940,0,0
australia,SGE2015 LA Pref Data_NA_Maitland.csv,47828,7,1,13141,215,196,720,0,0
australia,SGE2015 LA Pref Data_NA_Gosford.csv,48262,7,1,15325,174,120,606,0,0
australia,SGE2015 LA Pref Data_NA_Albury.csv,46347,6,1,14759,161,324,3377,0,0
australia,SGE2015 LA Pref Data_NA_Lane Cove.csv,48625,7,1,9673,234,205,3297,0,0
australia,SGE2015 LA Pref Data_NA_Ku-ring-gai.csv,48438,6,1,10973,90,672,3219,0,0
australia,SGE2015 LA Pref Data_NA_Goulburn.csv,48673,7,1,14281,206,216,539,0,0
australia,SGE2015 LA Pref Data_NA_Lakemba.csv,44742,6,1,12726,164,511,2549,0,0
australia,SGE2015 LA Pref Data_NA_Hawkesbury.csv,46865,9,1,6561,239,36,115,0,0
australia,SGE2015 LA Pref Data_NA_Miranda.csv,49454,7,1,11910,196,125,533,0,0
australia,SGE2015 LA Pref Data_NA_Bega.csv,47669,6,1,14749,67,341,2223,0,0
australia,SGE2015 LA Pref Data_NA_North Shore.csv,46255,8,1,9437,182,101,1149,0,0
australia,SGE2015 LA Pref Data_NA_Wagga Wagga.csv,46614,7,1,13826,220,120,666,0,0
australia,SGE2015 LA Pref Data_NA_Swansea.csv,48215,9,1,6496,358,48,108,0,0
australia,SGE2015 LA Pref Data_NA_Prospect.csv,47224,6,1,13873,177,552,3554,0,0
australia,SGE2015 LA Pref Data_NA_Wallsend.csv,49702,6,1,10867,94,375,2855,0,0
australia,SGE2015 LA Pref Data_NA_Heathcote.csv,51135,7,1,14766,178,200,647,0,0
australia,SGE2015 LA Pref Data_NA_Drummoyne.csv,46826,7,1,8646,111,136,764,0,0
australia,SGE2015 LA Pref Data_NA_Seven Hills.csv,47880,8,1,10109,237,130,325,0,0
australia,SGE2015 LA Pref Data_NA_Terrigal.csv,48875,6,1,13843,97,310,1969,0,0
australia,SGE2015 LA Pref Data_NA_Cabramatta.csv,47698,6,1,10715,170,497,4588,0,0
australia,SGE2015 LA Pref Data_NA_Cootamundra.csv,47165,6,1,12336,126,298,4019,0,0
australia,SGE2015 LA Pref Data_NA_Mulgoa.csv,48260,6,1,11460,102,364,2577,0,0
australia,SGE2015 LA Pref Data_NA_Willoughby.csv,47310,7,1,8248,103,227,2180,0,0
australia,SGE2015 LA Pref Data_NA_Blue Mountains.csv,48551,7,1,18764,127,143,742,0,0
australia,SGE2015 LA Pref Data_NA_Liverpool.csv,45319,6,1,9950,181,383,2322,0,0
australia,SGE2015 LA Pref Data_NA_Balmain.csv,46952,8,1,12559,177,145,5995,0,0
australia,SGE2015 LA Pref Data_NA_Newtown.csv,45397,8,1,13584,150,174,3874,0,0
australia,SGE2015 LA Pref Data_NA_Port Stephens.csv,47038,6,1,15764,90,249,1738,0,0
australia,SGE2015 LA Pref Data_NA_Oxley.csv,46519,6,1,14191,89,323,5376,0,0
australia,SGE2015 LA Pref Data_NA_Kiama.csv,47698,6,1,16011,95,590,1827,0,0
australia,SGE2015 LA Pref Data_NA_Fairfield.csv,45936,6,1,9673,176,499,3349,0,0
australia,SGE2015 LA Pref Data_NA_Northern Tablelands.csv,48348,7,1,11987,555,151,617,0,0
australia,SGE2015 LA Pref Data_NA_The Entrance.csv,47960,6,1,15042,120,289,1792,0,0
australia,SGE2015 LA Pref Data_NA_Londonderry.csv,45946,6,1,13162,157,302,2087,0,0
australia,SGE2015 LA Pref Data_NA_Ryde.csv,48296,6,1,14163,137,714,3415,0,0
australia,SGE2015 LA Pref Data_NA_Castle Hill.csv,48092,6,1,9476,84,473,2949,0,0
australia,SGE2015 LA Pref Data_NA_Barwon.csv,47711,7,1,12486,334,129,605,0,0
australia,SGE2015 LA Pref Data_NA_Baulkham Hills.csv,49266,6,1,11622,115,512,2990,0,0
australia,SGE2015 LA Pref Data_NA_Ballina.csv,47458,8,1,18252,240,85,289,0,0
australia,SGE2015 LA Pref Data_NA_Lismore.csv,47047,7,1,18728,160,102,513,0,0
australia,SGE2015 LA Pref Data_NA_Monaro.csv,46203,6,1,15796,92,431,1878,0,0
australia,SGE2015 LA Pref Data_NA_Epping.csv,49534,7,1,14314,168,449,1221,0,0
australia,SGE2015 LA Pref Data_NA_Macquarie Fields.csv,47190,8,1,11438,347,96,245,0,0
australia,SGE2015 LA Pref Data_NA_Clarence.csv,47184,9,1,12358,318,50,147,0,0
australia,SGE2015 LA Pref Data_NA_Charlestown.csv,48923,8,1,8454,172,85,271,0,0
australia,SGE2015 LA Pref Data_NA_Tamworth.csv,49011,8,1,13288,376,87,188,0,0
australia,SGE2015 LA Pref Data_NA_Rockdale.csv,46279,7,1,7490,200,152,767,0,0
australia,SGE2015 LA Pref Data_NA_Davidson.csv,49152,6,1,10367,92,550,2374,0,0
australia,SGE2015 LA Pref Data_NA_Myall Lakes.csv,48254,7,1,14329,294,146,701,0,0
australia,SGE2015 LA Pref Data_NA_Coogee.csv,46322,6,1,14681,98,679,4011,0,0
australia,SGE2015 LA Pref Data_NA_South Coast.csv,45796,6,1,10551,111,333,4395,0,0
australia,SGE2015 LA Pref Data_NA_Summer Hill.csv,47077,8,1,14467,249,132,374,0,0
australia,SGE2015 LA Pref Data_NA_Wyong.csv,46071,8,1,11387,207,77,212,0,0
australia,SGE2015 LA Pref Data_NA_Heffron.csv,46367,6,1,12099,146,734,4839,0,0
australia,SGE2015 LA Pref Data_NA_Oatley.csv,48130,6,1,14712,121,524,2756,0,0
australia,SGE2015 LA Pref Data_NA_Parramatta.csv,47470,8,1,9396,228,129,341,0,0
australia,SGE2015 LA Pref Data_NA_East Hills.csv,47462,6,1,13983,121,384,3110,0,0
australia,SGE2015 LA Pref Data_NA_Vaucluse.csv,46147,6,1,10693,79,567,2501,0,0
australia,SGE2015 LA Pref Data_NA_Auburn.csv,43783,7,1,8088,220,199,788,0,0
australia,SGE2015 LA Pref Data_NA_Shellharbour.csv,50999,8,1,9391,250,106,240,0,0
australia,SGE2015 LA Pref Data_NA_Murray.csv,46398,9,1,7712,347,72,113,0,0
australia,SGE2015 LA Pref Data_NA_Sydney.csv,42748,9,1,8258,231,46,127,0,0
australia,SGE2015 LA Pref Data_NA_Camden.csv,48154,6,1,8545,66,316,2851,0,0
australia,SGE2015 LA Pref Data_NA_Strathfield.csv,46562,6,1,14781,120,636,3179,0,0
australia,SGE2015 LA Pref Data_NA_Cronulla.csv,50347,6,1,11841,108,789,2564,0,0
australia,SGE2015 LA Pref Data_NA_Pittwater.csv,48345,6,1,9761,91,512,2809,0,0
australia,SGE2015 LA Pref Data_NA_Riverstone.csv,46955,6,1,9285,130,572,3389,0,0
australia,SGE2015 LA Pref Data_NA_Mount Druitt.csv,44948,6,1,9421,153,443,2685,0,0
australia,SGE2015 LA Pref Data_NA_Hornsby.csv,49846,7,1,14438,210,235,940,0,0
australia,SGE2015 LA Pref Data_NA_Orange.csv,48786,6,1,14750,85,334,1694,0,0
australia,SGE2015 LA Pref Data_NA_Blacktown.csv,46264,6,1,10192,130,497,3198,0,0
australia,SG2301 LA Pref Data Clarence.csv,48933,9,1,9484,388,117,314,0,0
australia,SG2301 LA Pref Data Oatley.csv,50196,6,1,17883,246,1135,2967,0,0
australia,SG2301 LA Pref Data Pittwater.csv,49511,6,1,20175,234,1903,2698,0,0
australia,SG2301 LA Pref Data Riverstone.csv,55575,7,1,18372,309,590,2252,0,0
australia,SG2301 LA Pref Data Tamworth.csv,52875,9,1,13767,510,114,332,0,0
australia,SG2301 LA Pref Data Rockdale.csv,47071,5,1,14006,543,6220,26302,0,0
australia,SG2301 LA Pref Data Northern Tablelands.csv,49655,11,1,6814,451,85,69,0,0
australia,SG2301 LA Pref Data Bega.csv,51684,8,1,12108,277,242,568,0,0
australia,SG2301 LA Pref Data Coogee.csv,49004,7,1,12238,276,675,6039,0,0
australia,SG2301 LA Pref Data Davidson.csv,53319,6,1,16118,302,1882,3517,0,0
australia,SG2301 LA Pref Data Blacktown.csv,48748,8,1,10130,342,444,967,0,0
australia,SG2301 LA Pref Data Auburn.csv,46853,7,1,8470,323,536,1521,0,0
australia,SG2301 LA Pref Data Newtown.csv,49502,5,1,24125,1153,9583,14641,0,0
australia,SG2301 LA Pref Data Londonderry.csv,51725,6,1,12976,230,981,4845,0,0
australia,SG2301 LA Pref Data Castle Hill.csv,53427,7,1,10330,213,493,1880,0,0
australia,SG2301 LA Pref Data Balmain.csv,49997,6,1,16254,436,5435,9355,0,0
australia,SG2301 LA Pref Data The Entrance.csv,49191,7,1,11105,206,598,1321,0,0
australia,SG2301 LA Pref Data Wyong.csv,47046,6,1,13713,309,668,2825,0,0
australia,SG2301 LA Pref Data Parramatta.csv,48281,6,1,13072,301,5174,5833,0,0
australia,SG2301 LA Pref Data Camden.csv,54072,6,1,14393,177,1047,4123,0,0
australia,SG2301 LA Pref Data Miranda.csv,52864,6,1,12982,201,926,3218,0,0
australia,SG2301 LA Pref Data Sydney.csv,48740,6,1,18497,456,2763,5490,0,0
australia,SG2301 LA Pref Data Leppington.csv,50666,6,1,14078,298,969,4652,0,0
australia,SG2301 LA Pref Data Murray.csv,49415,11,1,4989,378,64,77,0,0
australia,SG2301 LA Pref Data East Hills.csv,50393,5,1,19745,324,2786,27538,0,0
australia,SG2301 LA Pref Data Orange.csv,50518,9,1,9450,477,156,444,0,0
australia,SG2301 LA Pref Data Blue Mountains.csv,53056,7,1,14975,189,607,8022,0,0
australia,SG2301 LA Pref Data Swansea.csv,52167,6,1,13734,157,744,2707,0,0
australia,SG2301 LA Pref Data Charlestown.csv,52981,5,1,23752,419,2779,26031,0,0
australia,SG2301 LA Pref Data Wahroonga.csv,52959,6,1,14551,1732,2439,4194,0,0
australia,SG2301 LA Pref Data Summer Hill.csv,49758,6,1,24422,476,3720,4302,0,0
australia,SG2301 LA Pref Data Cronulla.csv,52612,7,1,9284,144,337,1556,0,0
australia,SG2301 LA Pref Data Myall Lakes.csv,52686,7,1,15907,222,249,1074,0,0
australia,SG2301 LA Pref Data South Coast.csv,51285,7,1,11600,182,321,1414,0,0
australia,SG2301 LA Pref Data Lake Macquarie.csv,50609,7,1,12545,249,336,3941,0,0
australia,SG2301 LA Pref Data Kiama.csv,52371,6,1,19456,196,967,4400,0,0
australia,SG2301 LA Pref Data Gosford.csv,49018,8,1,11323,331,214,645,0,0
australia,SG2301 LA Pref Data Shellharbour.csv,52395,8,1,10647,367,228,631,0,0
australia,SG2301 LA Pref Data Fairfield.csv,47598,8,1,9571,387,280,666,0,0
australia,SG2301 LA Pref Data Port Macquarie.csv,53330,9,1,9722,400,93,334,0,0
australia,SG2301 LA Pref Data Strathfield.csv,50618,6,1,19463,331,1421,3855,0,0
australia,SG2301 LA Pref Data Epping.csv,51985,7,1,11007,237,567,5151,0,0
australia,SG2301 LA Pref Data Monaro.csv,50856,8,1,11833,199,219,738,0,0
australia,SG2301 LA Pref Data Penrith.csv,50344,8,1,9560,242,301,687,0,0
australia,SG2301 LA Pref Data Barwon.csv,43837,9,1,8518,335,128,307,0,0
australia,SG2301 LA Pref Data Vaucluse.csv,48263,8,1,9939,125,292,925,0,0
australia,SG2301 LA Pref Data Kogarah.csv,50993,5,1,21878,719,3008,25388,0,0
australia,SG2301 LA Pref Data Mount Druitt.csv,48746,5,1,15728,649,3032,29337,0,0
australia,SG2301 LA Pref Data Wollondilly.csv,52369,7,1,17355,237,387,1570,0,0
australia,SG2301 LA Pref Data Liverpool.csv,48065,7,1,11094,414,444,1456,0,0
australia,SG2301 LA Pref Data Maitland.csv,51633,8,1,12175,302,225,583,0,0
australia,SG2301 LA Pref Data Goulburn.csv,50775,6,1,16654,133,804,2970,0,0
australia,SG2301 LA Pref Data Upper Hunter.csv,53660,8,1,11032,241,283,626,0,0
australia,SG2301 LA Pref Data Cabramatta.csv,51329,7,1,11421,356,535,1655,0,0
