voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,num_positions
637,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
638,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
639,Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,MAGS MACLAREN Scottish National Party (SNP),Ben SMITH Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
640,Fraser PAUL Scottish Conservative and Unionist,KENNY MACLAREN Scottish National Party (SNP),Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
641,Mark BAILEY Scottish Liberal Democrats,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Fraser PAUL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
642,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Fraser PAUL Scottish Conservative and Unionist,KENNY MACLAREN Scottish National Party (SNP),Mark BAILEY Scottish Liberal Democrats,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,John MCINTYRE Independent,Samuel Oludare YEROKUN Alba Party for independence,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,4
643,Mark BAILEY Scottish Liberal Democrats,Janis MCDONALD Scottish Labour Party,MAGS MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
644,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
645,MAGS MACLAREN Scottish National Party (SNP),"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
646,John MCINTYRE Independent,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
647,Fraser PAUL Scottish Conservative and Unionist,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
648,Fraser PAUL Scottish Conservative and Unionist,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
649,Fraser PAUL Scottish Conservative and Unionist,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
650,Cara RAE Scottish Green Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
651,Cara RAE Scottish Green Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
652,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
653,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
654,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
655,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
656,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
657,Janis MCDONALD Scottish Labour Party,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,John MCINTYRE Independent,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Mark BAILEY Scottish Liberal Democrats,Samuel Oludare YEROKUN Alba Party for independence,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Fraser PAUL Scottish Conservative and Unionist,skipped,4
658,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Fraser PAUL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
659,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Fraser PAUL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
660,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Fraser PAUL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
661,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Fraser PAUL Scottish Conservative and Unionist,Samuel Oludare YEROKUN Alba Party for independence,Cara RAE Scottish Green Party,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),skipped,skipped,4
662,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
663,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
664,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
665,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
666,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
667,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
668,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
669,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
670,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
671,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
672,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
673,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
674,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
675,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
676,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
677,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
678,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
679,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
680,John MCINTYRE Independent,KENNY MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
681,John MCINTYRE Independent,KENNY MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
682,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
683,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
684,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
685,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
686,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
687,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
688,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
689,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
690,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
691,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
692,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
693,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
694,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
695,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
696,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
697,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
698,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
699,Janis MCDONALD Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,Fraser PAUL Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
700,KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
701,KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
702,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,John MCINTYRE Independent,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,Samuel Oludare YEROKUN Alba Party for independence,Cara RAE Scottish Green Party,Fraser PAUL Scottish Conservative and Unionist,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),skipped,4
703,Fraser PAUL Scottish Conservative and Unionist,John MCINTYRE Independent,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
704,Fraser PAUL Scottish Conservative and Unionist,John MCINTYRE Independent,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
705,Fraser PAUL Scottish Conservative and Unionist,John MCINTYRE Independent,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
706,Fraser PAUL Scottish Conservative and Unionist,John MCINTYRE Independent,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
707,Fraser PAUL Scottish Conservative and Unionist,John MCINTYRE Independent,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
708,Fraser PAUL Scottish Conservative and Unionist,John MCINTYRE Independent,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
709,Fraser PAUL Scottish Conservative and Unionist,John MCINTYRE Independent,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
710,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,John MCINTYRE Independent,Samuel Oludare YEROKUN Alba Party for independence,Mark BAILEY Scottish Liberal Democrats,Fraser PAUL Scottish Conservative and Unionist,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,4
711,Samuel Oludare YEROKUN Alba Party for independence,Cara RAE Scottish Green Party,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
712,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,KENNY MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
713,KENNY MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Cara RAE Scottish Green Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
714,Janis MCDONALD Scottish Labour Party,MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
715,Janis MCDONALD Scottish Labour Party,MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
716,Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Cara RAE Scottish Green Party,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
717,Mark BAILEY Scottish Liberal Democrats,Fraser PAUL Scottish Conservative and Unionist,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
718,Mark BAILEY Scottish Liberal Democrats,Fraser PAUL Scottish Conservative and Unionist,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
719,Janis MCDONALD Scottish Labour Party,Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
720,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Fraser PAUL Scottish Conservative and Unionist,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
721,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,Mark BAILEY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
722,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,John MCINTYRE Independent,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,Fraser PAUL Scottish Conservative and Unionist,skipped,4
723,Janis MCDONALD Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Ben SMITH Scottish Labour Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
724,Janis MCDONALD Scottish Labour Party,John MCINTYRE Independent,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
725,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
726,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Fraser PAUL Scottish Conservative and Unionist,skipped,4
727,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
728,Cara RAE Scottish Green Party,Janis MCDONALD Scottish Labour Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
729,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
730,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
731,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
732,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
733,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
734,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
735,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,John MCINTYRE Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
736,Fraser PAUL Scottish Conservative and Unionist,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
737,Fraser PAUL Scottish Conservative and Unionist,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
738,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Ben SMITH Scottish Labour Party,Cara RAE Scottish Green Party,Mark BAILEY Scottish Liberal Democrats,Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,4
739,MAGS MACLAREN Scottish National Party (SNP),KENNY MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,Ben SMITH Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",John MCINTYRE Independent,Janis MCDONALD Scottish Labour Party,Mark BAILEY Scottish Liberal Democrats,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Fraser PAUL Scottish Conservative and Unionist,skipped,4
740,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",KENNY MACLAREN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
741,Ben SMITH Scottish Labour Party,Janis MCDONALD Scottish Labour Party,Fraser PAUL Scottish Conservative and Unionist,Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Samuel Oludare YEROKUN Alba Party for independence,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Cara RAE Scottish Green Party,skipped,4
742,John MCINTYRE Independent,Fraser PAUL Scottish Conservative and Unionist,Cara RAE Scottish Green Party,Ben SMITH Scottish Labour Party,Samuel Oludare YEROKUN Alba Party for independence,Janis MCDONALD Scottish Labour Party,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),skipped,4
743,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",Mark BAILEY Scottish Liberal Democrats,John MCINTYRE Independent,Cara RAE Scottish Green Party,Samuel Oludare YEROKUN Alba Party for independence,Jim HALFPENNY Scottish Trade Unionist and Socialist Coalition,Fraser PAUL Scottish Conservative and Unionist,skipped,4
744,Fraser PAUL Scottish Conservative and Unionist,Mark BAILEY Scottish Liberal Democrats,Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
745,Fraser PAUL Scottish Conservative and Unionist,Mark BAILEY Scottish Liberal Democrats,Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
746,Fraser PAUL Scottish Conservative and Unionist,Mark BAILEY Scottish Liberal Democrats,Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
747,Fraser PAUL Scottish Conservative and Unionist,Mark BAILEY Scottish Liberal Democrats,Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
748,Fraser PAUL Scottish Conservative and Unionist,Mark BAILEY Scottish Liberal Democrats,Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
749,Fraser PAUL Scottish Conservative and Unionist,Mark BAILEY Scottish Liberal Democrats,Janis MCDONALD Scottish Labour Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
750,Janis MCDONALD Scottish Labour Party,KENNY MACLAREN Scottish National Party (SNP),Mark BAILEY Scottish Liberal Democrats,"Rona GRIEVE Scottish Family Party Pro-Family, Pro-Marriage, Pro-Life",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
751,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
752,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
753,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
754,KENNY MACLAREN Scottish National Party (SNP),MAGS MACLAREN Scottish National Party (SNP),Janis MCDONALD Scottish Labour Party,Ben SMITH Scottish Labour Party,Cara RAE Scottish Green Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
