ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5,Num cands,Num seats
03006_00006_000280,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
03006_00006_000337,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
02007_00038_000011,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
02011_00025_000291,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
02011_00025_000136,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
02011_00025_000367,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
02011_00025_000176,BT10,Election Day,BART District #7,BART,208820,208820,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
02011_00025_000357,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
02011_00025_000451,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01008_00312_000139,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01008_00312_000103,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01008_00312_000080,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01008_00312_000079,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01008_00312_000052,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01008_00312_000210,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01008_00312_000120,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01008_00312_000073,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01008_00312_000041,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01008_00312_000127,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01008_00312_000046,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01008_00312_000018,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01008_00312_000070,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01008_00312_000133,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01008_00312_000058,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01008_00312_000109,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01008_00312_000006,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01008_00312_000031,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01008_00312_000007,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01008_00312_000215,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00535_000441,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00535_000478,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00535_000474,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00535_000132,BT10,Vote by Mail,BART District #7,BART,208820,208820,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00535_000438,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00535_000437,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00535_000431,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00535_000482,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00535_000453,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00535_000448,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00535_000447,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00535_000419,BT10,Vote by Mail,BART District #7,BART,208820,208820,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00535_000471,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
02008_00087_000262,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01002_00373_000161,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01002_00373_000231,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01002_00373_000030,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01002_00373_000455,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01002_00373_000286,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01002_00373_000230,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01002_00373_000193,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01002_00373_000025,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01002_00373_000014,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01002_00373_000534,BT10,Vote by Mail,BART District #7,BART,208820,208820,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01002_00373_000012,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
02007_00042_000070,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
02007_00042_000069,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
02007_00042_000071,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
02007_00042_000026,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
02007_00042_000036,BT10,Election Day,BART District #7,BART,208820,208820,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000535,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00525_000450,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000256,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000255,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000559,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000554,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000551,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000205,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00525_000071,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000029,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000281,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000279,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000523,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000294,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000291,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000198,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000077,BT10,Vote by Mail,BART District #7,BART,208820,208820,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000048,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000624,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00525_000498,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00525_000220,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000219,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000604,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000599,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000462,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000455,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000652,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000646,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000640,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000419,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000273,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000193,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000058,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000618,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00525_000492,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00525_000060,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000573,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000237,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00525_000042,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000631,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000510,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000504,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000244,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000243,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000189,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000041,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00525_000589,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000585,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000582,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000529,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000307,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000230,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00525_000028,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,208900,208900,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000003,BT10,Vote by Mail,BART District #7,BART,208820,208820,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000475,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000474,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000007,BT10,Vote by Mail,BART District #7,BART,208820,208820,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01005_00525_000485,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,Write-in,skipped,skipped,3,1
01005_00525_000262,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000420,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01005_00525_000570,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01005_00525_000516,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01005_00525_000612,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,JENNY GUARINO,Write-in,skipped,skipped,3,1
03007_00008_000573,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
03007_00008_000001,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
03007_00008_000581,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209010,209010,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
03007_00008_000194,BT9,Election Day,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01007_00148_000447,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,JENNY GUARINO,skipped,skipped,skipped,3,1
01007_00148_000340,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01007_00148_000338,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,TERRY TAPLIN,skipped,skipped,skipped,3,1
01007_00148_000254,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01007_00148_000248,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,JENNY GUARINO,skipped,skipped,skipped,skipped,3,1
01007_00148_000203,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01007_00148_000108,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
01007_00148_000594,BT9,Vote by Mail,"City of Berkeley, District #2",CITY COUNCILS,209900,209900,Election Office,TERRY TAPLIN,skipped,skipped,skipped,skipped,3,1
