,file,smith_plurality,smith_irv,smith-minimax
32,glasgow12/Ward12PartickWest_glasgow12-12.csv,['Aileen COLLERAN (Lab)'],['Aileen COLLERAN (Lab)'],['Aileen COLLERAN (Lab)']
33,glasgow12/Ward5Govan_glasgow12-05.csv,['James ADAMS (Lab)'],['James ADAMS (Lab)'],['James ADAMS (Lab)']
34,glasgow12/Ward6Pollokshields_glasgow12-06.csv,['Norman MACLEOD (SNP)'],['Norman MACLEOD (SNP)'],['Norman MACLEOD (SNP)']
35,glasgow12/Ward4Craigton_glasgow12-04.csv,['Matt KERR (Lab)'],['Matt KERR (Lab)'],['Matt KERR (Lab)']
36,glasgow12/Ward19Shettleston_glasgow12-19.csv,['Frank MCAVEETY (Lab)'],['Frank MCAVEETY (Lab)'],['Frank MCAVEETY (Lab)']
37,glasgow12/Ward8SouthsideCentral_glasgow12-08.csv,['James SCANLON (Lab)'],['James SCANLON (Lab)'],['James SCANLON (Lab)']
38,glasgow12/Ward10Anderston-City_glasgow12-10.csv,['Philip BRAAT (Lab)'],['Philip BRAAT (Lab)'],['Philip BRAAT (Lab)']
39,glasgow12/Ward18EastCentre_glasgow12-18.csv,['Frank DOCHERTY (Lab)'],['Frank DOCHERTY (Lab)'],['Frank DOCHERTY (Lab)']
40,glasgow12/Ward3GreaterPollok_glasgow12-03.csv,['Bill BUTLER (Lab)'],['Bill BUTLER (Lab)'],['Bill BUTLER (Lab)']
41,glasgow12/Ward11Hillhead_glasgow12-11.csv,['Ken ANDREW (SNP)'],['Ken ANDREW (SNP)'],['Ken ANDREW (SNP)']
42,w-duns12-ballots/LomondWard_w-duns12-01.csv,['Martin ROONEY (Lab)'],['Martin ROONEY (Lab)'],['Martin ROONEY (Lab)']
43,w-duns12-ballots/ClydebankCentralWard_w-duns12-05.csv,['Patrick MCGLINCHEY (Lab)'],['Patrick MCGLINCHEY (Lab)'],['Patrick MCGLINCHEY (Lab)']
44,w-duns12-ballots/ClydebankWaterfrontWard_w-duns12-06.csv,['Gail CASEY (Lab)'],['Gail CASEY (Lab)'],['Gail CASEY (Lab)']
45,w-duns12-ballots/LevenWard_w-duns12-02.csv,['John MILLAR (Lab)'],['John MILLAR (Lab)'],['John MILLAR (Lab)']
46,w-duns12-ballots/KilpatrickWard_w-duns12-04.csv,['Douglas MCALLISTER (Lab)'],['Douglas MCALLISTER (Lab)'],['Douglas MCALLISTER (Lab)']
47,w-duns12-ballots/DumbartonWard_w-duns12-03.csv,['David MCBRIDE (Lab)'],['David MCBRIDE (Lab)'],['David MCBRIDE (Lab)']
48,glasgow24/Ward15Maryhill_Glasgow 2024 by-election Ward 15.csv,['Marie GARRITY Glasgow (Lab)'],['Marie GARRITY Glasgow (Lab)'],['Marie GARRITY Glasgow (Lab)']
49,glasgow24/Ward21NorthEast_Glasgow 2024 by-election Ward 21.csv,['Mary MCNAB Glasgow (Lab)'],['Mary MCNAB Glasgow (Lab)'],['Mary MCNAB Glasgow (Lab)']
50,glasgow24/Ward14Drumchapel-Anniesland_Glasgow 2024 by-election Ward 14.csv,['Davena RANKIN Glasgow (Lab)'],['Davena RANKIN Glasgow (Lab)'],['Davena RANKIN Glasgow (Lab)']
51,glasgow24/Ward23PartickEast-Kelvindale_Glasgow 2024 by-election Ward 23.csv,['James ADAMS Glasgow (Lab)'],['James ADAMS Glasgow (Lab)'],['James ADAMS Glasgow (Lab)']
52,stirling12-ballots/DunblaneandBridgeofAllanWard_stirling12-03.csv,['Graham HOUSTON (SNP)'],['Graham HOUSTON (SNP)'],['Graham HOUSTON (SNP)']
53,stirling12-ballots/StirlingWestWard_stirling12-05.csv,['Scott FARMER (SNP)'],['Scott FARMER (SNP)'],['Scott FARMER (SNP)']
54,stirling12-ballots/BannockburnWard_stirling12-07.csv,['Margaret BRISLEY (Lab)'],['Margaret BRISLEY (Lab)'],['Margaret BRISLEY (Lab)']
55,stirling12-ballots/StirlingEastWard_stirling12-06.csv,['Corrie MCCHORD (Lab)'],['Corrie MCCHORD (Lab)'],['Corrie MCCHORD (Lab)']
56,stirling12-ballots/TrossachsandTeithWard_stirling12-01.csv,['Alycia HAYES (SNP)'],['Alycia HAYES (SNP)'],['Alycia HAYES (SNP)']
57,stirling12-ballots/ForthandEndrickWard_stirling12-02.csv,['Graham LAMBIE (SNP)'],['Graham LAMBIE (SNP)'],['Graham LAMBIE (SNP)']
58,stirling12-ballots/CastleWard_stirling12-04.csv,['John HENDRY (Lab)'],['John HENDRY (Lab)'],['John HENDRY (Lab)']
59,glasgow2007 preflib/Linn_linn.csv,['# ALTERNATIVE NAME 3: Sadie Docherty (Lab)'],['# ALTERNATIVE NAME 3: Sadie Docherty (Lab)'],['# ALTERNATIVE NAME 3: Sadie Docherty (Lab)']
60,glasgow2007 preflib/govan_govan.csv,['# ALTERNATIVE NAME 6: Allison Hunter (SNP)'],['# ALTERNATIVE NAME 3: Stephen Dornan (Lab)'],['# ALTERNATIVE NAME 3: Stephen Dornan (Lab)']
61,glasgow2007 preflib/Pollokshields_pollokshields.csv,['# ALTERNATIVE NAME 6: Irfan Rabbani (Lab)'],['# ALTERNATIVE NAME 6: Irfan Rabbani (Lab)'],['# ALTERNATIVE NAME 6: Irfan Rabbani (Lab)']
62,glasgow2007 preflib/SouthsideCentral_southsidecentral.csv,['# ALTERNATIVE NAME 7: Anne Marie Millar (Lab)'],['# ALTERNATIVE NAME 7: Anne Marie Millar (Lab)'],['# ALTERNATIVE NAME 7: Anne Marie Millar (Lab)']
63,glasgow2007 preflib/Bailliestonward_baillieston.csv,['# ALTERNATIVE NAME 2: Jim Coleman (Lab)'],['# ALTERNATIVE NAME 2: Jim Coleman (Lab)'],['# ALTERNATIVE NAME 2: Jim Coleman (Lab)']
64,glasgow2007 preflib/Langside_langside.csv,['# ALTERNATIVE NAME 4: Archie Graham (Lab)'],['# ALTERNATIVE NAME 4: Archie Graham (Lab)'],['# ALTERNATIVE NAME 4: Archie Graham (Lab)']
65,glasgow2007 preflib/Greaterpollok_greater pollok.csv,['# ALTERNATIVE NAME 4: Alex Glass (Lab)'],['# ALTERNATIVE NAME 4: Alex Glass (Lab)'],['# ALTERNATIVE NAME 4: Alex Glass (Lab)']
66,glasgow2007 preflib/Craigtonward_craigton.csv,['# ALTERNATIVE NAME 5: Matthew John Kerr (Lab)'],['# ALTERNATIVE NAME 5: Matthew John Kerr (Lab)'],['# ALTERNATIVE NAME 5: Matthew John Kerr (Lab)']
67,glasgow2007 preflib/Canalward_canal.csv,['# ALTERNATIVE NAME 4: Ellen Hurcombe (Lab)'],['# ALTERNATIVE NAME 4: Ellen Hurcombe (Lab)'],['# ALTERNATIVE NAME 4: Ellen Hurcombe (Lab)']
68,glasgow2007 preflib/NorthEast_north east.csv,['# ALTERNATIVE NAME 1: Gilbert Davidson (Lab)'],['# ALTERNATIVE NAME 1: Gilbert Davidson (Lab)'],['# ALTERNATIVE NAME 1: Gilbert Davidson (Lab)']
69,glasgow2007 preflib/Andersonward_anderston.csv,['# ALTERNATIVE NAME 3: Philip Braat (Lab)'],['# ALTERNATIVE NAME 3: Philip Braat (Lab)'],['# ALTERNATIVE NAME 3: Philip Braat (Lab)']
70,glasgow2007 preflib/Springburn_springburn.csv,['# ALTERNATIVE NAME 8: Allan Stewart (Lab)'],['# ALTERNATIVE NAME 8: Allan Stewart (Lab)'],['# ALTERNATIVE NAME 8: Allan Stewart (Lab)']
71,glasgow2007 preflib/Partick_partick.csv,['# ALTERNATIVE NAME 6: Christopher Mason (LD)'],['# ALTERNATIVE NAME 6: Christopher Mason (LD)'],['# ALTERNATIVE NAME 6: Christopher Mason (LD)']
72,glasgow2007 preflib/EastCentre_eastcentre.csv,['# ALTERNATIVE NAME 2: Patricia Chalmers (Lab)'],['# ALTERNATIVE NAME 2: Patricia Chalmers (Lab)'],['# ALTERNATIVE NAME 2: Patricia Chalmers (Lab)']
73,glasgow2007 preflib/Newlands_newlands.csv,['# ALTERNATIVE NAME 4: Stephen Curran (Lab)'],['# ALTERNATIVE NAME 4: Stephen Curran (Lab)'],['# ALTERNATIVE NAME 4: Stephen Curran (Lab)']
74,glasgow2007 preflib/Hillhead_hillhead.csv,['# ALTERNATIVE NAME 10: Martha Ferguson Wardrop (Grn)'],['# ALTERNATIVE NAME 10: Martha Ferguson Wardrop (Grn)'],['# ALTERNATIVE NAME 10: Martha Ferguson Wardrop (Grn)']
75,glasgow2007 preflib/Caltonward_calton.csv,['# ALTERNATIVE NAME 8: George Redmond (Lab)'],['# ALTERNATIVE NAME 8: George Redmond (Lab)'],['# ALTERNATIVE NAME 8: George Redmond (Lab)']
76,glasgow2007 preflib/Shettleston_shettleston.csv,['# ALTERNATIVE NAME 7: Tom Mckeown (Lab)'],['# ALTERNATIVE NAME 7: Tom Mckeown (Lab)'],['# ALTERNATIVE NAME 7: Tom Mckeown (Lab)']
77,glasgow2007 preflib/Drumchapel_drumchapel.csv,['# ALTERNATIVE NAME 1: Paul Carey (Lab)'],['# ALTERNATIVE NAME 1: Paul Carey (Lab)'],['# ALTERNATIVE NAME 1: Paul Carey (Lab)']
78,glasgow2007 preflib/Garscadden_garscadden.csv,['# ALTERNATIVE NAME 2: Liz Cameron (Lab)'],['# ALTERNATIVE NAME 2: Liz Cameron (Lab)'],['# ALTERNATIVE NAME 2: Liz Cameron (Lab)']
79,glasgow2007 preflib/Maryhill_maryhill.csv,['# ALTERNATIVE NAME 1: Alex Dingwall (SNP)'],['# ALTERNATIVE NAME 1: Alex Dingwall (SNP)'],['# ALTERNATIVE NAME 1: Alex Dingwall (SNP)']
80,fife12-ballots/GlenrothesWestAndKinglassieWard_fife12-14.csv,['Betty CAMPBELL (Lab)'],['Betty CAMPBELL (Lab)'],['Betty CAMPBELL (Lab)']
81,fife12-ballots/GlenrothesCentralAndThorntonWard_fife12-16.csv,['Ross VETTRAINO (SNP)'],['Ian CRICHTON (Lab)'],['Ian CRICHTON (Lab)']
82,fife12-ballots/RosythWard_fife12-05.csv,['Pat CALLAGHAN (Lab)'],['Pat CALLAGHAN (Lab)'],['Pat CALLAGHAN (Lab)']
83,fife12-ballots/HoweOfFifeAndTayCoastWard_fife12-17.csv,['Donald LOTHIAN (LD)'],['Donald LOTHIAN (LD)'],['Donald LOTHIAN (LD)']
84,fife12-ballots/EastNeukAndLandwardWard_fife12-20.csv,['Elizabeth RICHES (LD)'],['Elizabeth RICHES (LD)'],['Elizabeth RICHES (LD)']
85,fife12-ballots/LevenKennowayAndLargoWard_fife12-22.csv,['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)'],['David ALEXANDER (SNP)']
86,fife12-ballots/BurntislandKinghornAndWesternKirkcaldyWard_fife12-10.csv,['Peter GEORGE (Lab)'],['Peter GEORGE (Lab)'],['Peter GEORGE (Lab)']
87,fife12-ballots/BuckhavenMethilAndWemyssVillagesWard_fife12-23.csv,['David GRAHAM (Lab)'],['David GRAHAM (Lab)'],['David GRAHAM (Lab)']
88,fife12-ballots/WestFifeAndCoastalVillagesWard_fife12-01.csv,['Bobby CLELLAND (Lab)'],['Bobby CLELLAND (Lab)'],['Bobby CLELLAND (Lab)']
89,fife12-ballots/InverkeithingAndDalgetyBayWard_fife12-06.csv,['Alice MCGARRY (SNP)'],['Alice MCGARRY (SNP)'],['Alice MCGARRY (SNP)']
90,fife12-ballots/KirkcaldyNorthWard_fife12-11.csv,['Neil CROOKS (Lab)'],['Neil CROOKS (Lab)'],['Neil CROOKS (Lab)']
91,fife12-ballots/TayBridgeheadWard_fife12-18.csv,['Tim BRETT (LD)'],['Tim BRETT (LD)'],['Tim BRETT (LD)']
92,fife12-ballots/CuparWard_fife12-21.csv,['Bryan POOLE (Ind)'],['Bryan POOLE (Ind)'],['Bryan POOLE (Ind)']
93,fife12-ballots/GlenrothesNorthLeslieAndMarkinchWard_fife12-15.csv,['Fiona GRANT (SNP)'],['Fiona GRANT (SNP)'],['Fiona GRANT (SNP)']
94,fife12-ballots/DunfermlineSouthWard_fife12-04.csv,['Cara HILTON (Lab)'],['Cara HILTON (Lab)'],['Cara HILTON (Lab)']
95,fife12-ballots/TheLochsWard_fife12-07.csv,['Alex ROWLEY (Lab)'],['Alex ROWLEY (Lab)'],['Alex ROWLEY (Lab)']
96,fife12-ballots/StAndrewsWard_fife12-19.csv,['Frances MELVILLE (LD)'],['Frances MELVILLE (LD)'],['Frances MELVILLE (LD)']
97,fife12-ballots/DunfermlineNorthWard_fife12-02.csv,['Helen LAW (Lab)'],['Helen LAW (Lab)'],['Helen LAW (Lab)']
98,fife12-ballots/DunfermlineCentralWard_fife12-03.csv,['Jim LEISHMAN (Lab)'],['Jim LEISHMAN (Lab)'],['Jim LEISHMAN (Lab)']
99,fife12-ballots/CowdenbeathWard_fife12-08.csv,['Peter LOCKHART (Lab)'],['Peter LOCKHART (Lab)'],['Peter LOCKHART (Lab)']
100,fife12-ballots/KirkcaldyCentralWard_fife12-12.csv,['Judy HAMILTON (Lab)'],['Judy HAMILTON (Lab)'],['Judy HAMILTON (Lab)']
101,fife12-ballots/LochgellyAndCardendenWard_fife12-09.csv,['Linda ERSKINE (Lab)'],['Linda ERSKINE (Lab)'],['Linda ERSKINE (Lab)']
102,fife12-ballots/KirkcaldyEastWard_fife12-13.csv,['Lawrence BROWN (Lab)'],['Lawrence BROWN (Lab)'],['Lawrence BROWN (Lab)']
103,e-lothian12-ballots/Ward5NorthBerwickCoastal_e-lothian12-05.csv,['Tim DAY (Con)'],['Tim DAY (Con)'],['Tim DAY (Con)']
104,e-lothian12-ballots/Ward2MusselburghEastandCarberry_e-lothian12-02.csv,['Andy FORREST (Lab)'],['Andy FORREST (Lab)'],['Andy FORREST (Lab)']
105,e-lothian12-ballots/Ward4Fa'side_e-lothian12-04.csv,['Jim GILLIES (Lab)'],['Jim GILLIES (Lab)'],['Jim GILLIES (Lab)']
106,e-lothian12-ballots/Ward7DunbarandEastLinton_e-lothian12-07.csv,['Paul Stewart MCLENNAN (SNP)'],['Paul Stewart MCLENNAN (SNP)'],['Paul Stewart MCLENNAN (SNP)']
107,e-lothian12-ballots/Ward3Preston-Seton-Gosford_e-lothian12-03.csv,['Willie INNES (Lab)'],['Willie INNES (Lab)'],['Willie INNES (Lab)']
108,e-lothian12-ballots/Ward6HaddingtonandLammermuir_e-lothian12-06.csv,['John MCMILLAN (Lab)'],['John MCMILLAN (Lab)'],['John MCMILLAN (Lab)']
109,e-lothian12-ballots/Ward1MusselburghWest_e-lothian12-01.csv,['Johnnie MCNEIL (Lab)'],['Johnnie MCNEIL (Lab)'],['Johnnie MCNEIL (Lab)']
110,"e-renfs17-ballots/Clarkston,NetherleeandWilliamwood_e-renfs17-4.csv",['David MACDONALD (Ind)'],['David MACDONALD (Ind)'],['David MACDONALD (Ind)']
111,e-renfs17-ballots/NewtonMearnsSouthandEaglesham_e-renfs17-5.csv,['Jim SWIFT (Con)'],['Jim SWIFT (Con)'],['Jim SWIFT (Con)']
112,"e-renfs17-ballots/Barrhead,LibosideandUplawmoor_e-renfs17-1.csv",['Danny DEVLIN (Ind)'],['Danny DEVLIN (Ind)'],['Danny DEVLIN (Ind)']
113,e-renfs17-ballots/NewtonMearnsNorthandNeilston_e-renfs17-2.csv,['Charlie GILBERT (Con)'],['Charlie GILBERT (Con)'],['Charlie GILBERT (Con)']
114,e-renfs17-ballots/GiffnockandThornliebank_e-renfs17-3.csv,['Gordon WALLACE (Con)'],['Gordon WALLACE (Con)'],['Gordon WALLACE (Con)']
115,moray22/Ward5-HeldonandLaich_file141902.csv,['James ALLAN (Con)'],['James ALLAN (Con)'],['James ALLAN (Con)']
116,moray22/Ward8-Forres_file141922.csv,['Scott LAWRENCE (SNP)'],['Scott LAWRENCE (SNP)'],['Scott LAWRENCE (SNP)']
117,moray22/Ward7-ElginCitySouth_file141915.csv,['John DIVERS (Lab)'],['John DIVERS (Lab)'],['John DIVERS (Lab)']
118,moray22/Ward6-ElginCityNorth_file141913.csv,['Sandy KEITH (Lab)'],['Sandy KEITH (Lab)'],['Sandy KEITH (Lab)']
119,moray22/Ward2-KeithandCullen_file141894.csv,['Theresa COULL (SNP)'],['Theresa COULL (SNP)'],['Theresa COULL (SNP)']
120,moray22/Ward4-FochabersLhanbryde_file141896.csv,['Marc MACRAE (Con)'],['Marc MACRAE (Con)'],['Marc MACRAE (Con)']
121,moray22/Ward1-SpeysideGlenlivet_file141884.csv,['Juli HARRIS (SNP)'],['Juli HARRIS (SNP)'],['Juli HARRIS (SNP)']
122,eilean-siar22/Ward9SteòrnabhaghaTuath_ward09_preferenceprofile.csv,['Duncan MACINNES (Ind)'],['Duncan MACINNES (Ind)'],['Duncan MACINNES (Ind)']
123,eilean-siar22/Ward3UibhistaTuath_ward_03_preferenceprofile.csv,['Mustapha HOCINE (Ind)'],['Mustapha HOCINE (Ind)'],['Mustapha HOCINE (Ind)']
124,eilean-siar22/Ward10SteòrnabhaghaDeas_ward10_preferenceprofile.csv,['GEORGE MURRAY (Ind)'],['GEORGE MURRAY (Ind)'],['GEORGE MURRAY (Ind)']
125,eilean-siar22/Ward8LochaTuath_ward08_preferenceprofile.csv,['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)'],['Donald Finlayson CRICHTON (Ind)']
126,eilean-siar22/ward02_preferenceprofile.csv,['PAUL FRANCIS STEELE (Ind)'],['PAUL FRANCIS STEELE (Ind)'],['PAUL FRANCIS STEELE (Ind)']
127,eilean-siar22/Ward5SgìrenanLoch_ward_05_preferenceprofile.csv,['Angus MORRISON (Ind)'],['Angus MORRISON (Ind)'],['Angus MORRISON (Ind)']
128,eilean-siar22/Ward4NaHearadh_ward_04_preferenceprofile.csv,['Grant FULTON (Ind)'],['Grant FULTON (Ind)'],['Grant FULTON (Ind)']
129,eilean-siar22/Ward7AnTaobhSiaragusNis_ward07_preferenceprofile.csv,['JOHN NORMAN MACLEOD (Ind)'],['JOHN NORMAN MACLEOD (Ind)'],['JOHN NORMAN MACLEOD (Ind)']
130,glasgow22/Ward15Maryhill_Ward15.csv,['Franny SCALLY (SNP)'],['Franny SCALLY (SNP)'],['Franny SCALLY (SNP)']
131,glasgow22/Ward20Baillieston_Ward20.csv,['Kevin John LALLEY Glasgow (Lab)'],['Kevin John LALLEY Glasgow (Lab)'],['Kevin John LALLEY Glasgow (Lab)']
132,glasgow22/Ward22Dennistoun_Ward22.csv,['Allan CASEY (SNP)'],['Allan CASEY (SNP)'],['Allan CASEY (SNP)']
133,glasgow22/Ward16Canal_Ward16.csv,['Allan GOW (SNP)'],['Allan GOW (SNP)'],['Allan GOW (SNP)']
134,glasgow22/Ward12VictoriaPark_Ward12.csv,['Lana REID - MCCONNELL (Grn)'],['Lana REID - MCCONNELL (Grn)'],['Lana REID - MCCONNELL (Grn)']
135,glasgow22/Ward8SouthsideCentral_Ward8.csv,['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)'],['Mhairi HUNTER (SNP)']
136,glasgow22/Ward18EastCentre_Ward18.csv,['Ann JENKINS Glasgow (Lab)'],['Ann JENKINS Glasgow (Lab)'],['Ann JENKINS Glasgow (Lab)']
137,glasgow22/Ward6Pollokshields_Ward6.csv,['Jon MOLYNEUX Re-elect your (Grn) Councillor'],['Jon MOLYNEUX Re-elect your (Grn) Councillor'],['Jon MOLYNEUX Re-elect your (Grn) Councillor']
138,glasgow22/Ward14Drumchapel-Anniesland_Ward14.csv,['Paul CAREY Glasgow (Lab)'],['Paul CAREY Glasgow (Lab)'],['Paul CAREY Glasgow (Lab)']
139,glasgow22/Ward19Shettleston_Ward19.csv,['Frank MCAVEETY Glasgow (Lab)'],['Frank MCAVEETY Glasgow (Lab)'],['Frank MCAVEETY Glasgow (Lab)']
140,glasgow22/Ward2Newlands-Auldburn_Ward2.csv,['Stephen CURRAN Glasgow (Lab)'],['Stephen CURRAN Glasgow (Lab)'],['Stephen CURRAN Glasgow (Lab)']
141,glasgow22/Ward7Langside_Ward7.csv,['Holly BRUCE (Grn)'],['Holly BRUCE (Grn)'],['Holly BRUCE (Grn)']
142,glasgow22/Ward17Springburn-Robroyston_Ward17.csv,['Audrey DEMPSEY Glasgow (Lab)'],['Audrey DEMPSEY Glasgow (Lab)'],['Audrey DEMPSEY Glasgow (Lab)']
143,glasgow22/Ward13Garscadden-Scotstounhill_Ward13.csv,['Bill BUTLER Glasgow (Lab)'],['Bill BUTLER Glasgow (Lab)'],['Bill BUTLER Glasgow (Lab)']
144,glasgow22/Ward1Linn_Ward1.csv,['Malcolm CUNNING Glasgow (Lab)'],['Malcolm CUNNING Glasgow (Lab)'],['Malcolm CUNNING Glasgow (Lab)']
145,glasgow22/Ward4Cardonald_Ward4.csv,['Jim KAVANAGH Glasgow (Lab)'],['Jim KAVANAGH Glasgow (Lab)'],['Jim KAVANAGH Glasgow (Lab)']
146,glasgow22/Ward3GreaterPollok_Ward3.csv,['Saqib AHMED Glasgow (Lab)'],['Saqib AHMED Glasgow (Lab)'],['Saqib AHMED Glasgow (Lab)']
147,glasgow22/Ward21NorthEast_Ward21.csv,['Maureen BURKE Glasgow (Lab)'],['Maureen BURKE Glasgow (Lab)'],['Maureen BURKE Glasgow (Lab)']
148,glasgow22/Ward9Calton_Ward9.csv,['Greg HEPBURN (SNP)'],['Greg HEPBURN (SNP)'],['Greg HEPBURN (SNP)']
149,glasgow22/Ward5Govan_Ward5.csv,['Ricky BELL (SNP)'],['Ricky BELL (SNP)'],['Ricky BELL (SNP)']
150,glasgow22/Ward11Hillhead_Ward11.csv,['Martha WARDROP Re-elect your (Grn) Councillor'],['Martha WARDROP Re-elect your (Grn) Councillor'],['Martha WARDROP Re-elect your (Grn) Councillor']
151,glasgow22/Ward10Anderston-City-Yorkhill_Ward10.csv,['Christy MEARNS Re-elect your (Grn) Councillor'],['Christy MEARNS Re-elect your (Grn) Councillor'],['Christy MEARNS Re-elect your (Grn) Councillor']
152,glasgow22/Ward23PartickEast-Kelvindale_Ward23.csv,['Jill BROWN Glasgow (Lab)'],['Jill BROWN Glasgow (Lab)'],['Jill BROWN Glasgow (Lab)']
153,aberdeenshire12-ballots/EastGariochWard_aberdeenshire12-12.csv,['Fergie HOOD (SNP)'],['Fergie HOOD (SNP)'],['Fergie HOOD (SNP)']
154,aberdeenshire12-ballots/MearnsWard_aberdeenshire12-19.csv,['Bill HOWATSON (LD)'],['Bill HOWATSON (LD)'],['Bill HOWATSON (LD)']
