file,candidate_removed,plurality,IRV,condorcet,minimax,smith,smith-minimax,ranked-pairs
civs/processed_data/36b42b323d.csv,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/36b42b323d.csv,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/36b42b323d.csv,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/36b42b323d.csv,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/36b42b323d.csv,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/36b42b323d.csv,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/6a36603563.csv,none,7,7,7,7,7,7,7
civs/processed_data/6a36603563.csv,1,7,7,7,7,7,7,7
civs/processed_data/6a36603563.csv,2,7,7,7,7,7,7,7
civs/processed_data/6a36603563.csv,3,7,7,7,7,7,7,7
civs/processed_data/6a36603563.csv,4,7,7,7,7,7,7,7
civs/processed_data/6a36603563.csv,5,7,7,7,7,7,7,7
civs/processed_data/6a36603563.csv,6,7,7,7,7,7,7,7
civs/processed_data/6a36603563.csv,7,5,7,6,6,6,6,6
civs/processed_data/7416608758.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/7416608758.csv,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/7416608758.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/7416608758.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/7416608758.csv,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/7416608758.csv,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/7416608758.csv,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/c46b966c9b.csv,none,3.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/c46b966c9b.csv,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/c46b966c9b.csv,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/c46b966c9b.csv,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/c46b966c9b.csv,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/c46b966c9b.csv,5.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/c46b966c9b.csv,6.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/c0a2e57b26.csv,none,2.0,2.0,1.0,2.0,2.0,2.0,2.0
civs/processed_data/c0a2e57b26.csv,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/c0a2e57b26.csv,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/c0a2e57b26.csv,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/c0a2e57b26.csv,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
civs/processed_data/c0a2e57b26.csv,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
civs/processed_data/1d56c3efa4.csv,none,2.0,2.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/1d56c3efa4.csv,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/1d56c3efa4.csv,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/1d56c3efa4.csv,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
civs/processed_data/1d56c3efa4.csv,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/1d56c3efa4.csv,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/1d56c3efa4.csv,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/5b0fdc2526.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/5b0fdc2526.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/5b0fdc2526.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/5b0fdc2526.csv,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/ec8b755183.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/ec8b755183.csv,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/ec8b755183.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/ec8b755183.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/f41f8979dd.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/f41f8979dd.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/f41f8979dd.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/f41f8979dd.csv,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/29b50de509.csv,none,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,13,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,9,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,14,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,4,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,11,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,15,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,3,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,2,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,8,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,1,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,7,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,10,16,2,13,13,13,13,13
civs/processed_data/29b50de509.csv,16,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,12,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,5,10,2,10,10,10,10,10
civs/processed_data/29b50de509.csv,6,10,2,10,10,10,10,10
civs/processed_data/f38262c349.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/f38262c349.csv,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/f38262c349.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/f38262c349.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/f777ef16bf.csv,none,7.0,7.0,1.0,6.0,1.0,6.0,6.0
civs/processed_data/f777ef16bf.csv,1.0,7.0,7.0,2.0,6.0,2.0,6.0,6.0
civs/processed_data/f777ef16bf.csv,2.0,7.0,7.0,1.0,6.0,1.0,6.0,6.0
civs/processed_data/f777ef16bf.csv,3.0,7.0,7.0,1.0,6.0,1.0,6.0,6.0
civs/processed_data/f777ef16bf.csv,4.0,7.0,7.0,1.0,6.0,1.0,6.0,6.0
civs/processed_data/f777ef16bf.csv,5.0,7.0,7.0,1.0,7.0,1.0,7.0,7.0
civs/processed_data/f777ef16bf.csv,6.0,7.0,7.0,1.0,5.0,1.0,5.0,5.0
civs/processed_data/f777ef16bf.csv,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/342bd6eea7.csv,none,9.0,7.0,9.0,9.0,9.0,9.0,9.0
civs/processed_data/342bd6eea7.csv,1.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0
civs/processed_data/342bd6eea7.csv,2.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0
civs/processed_data/342bd6eea7.csv,3.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0
civs/processed_data/342bd6eea7.csv,4.0,8.0,7.0,9.0,9.0,9.0,9.0,9.0
civs/processed_data/342bd6eea7.csv,5.0,11.0,7.0,9.0,9.0,9.0,9.0,9.0
civs/processed_data/342bd6eea7.csv,6.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0
civs/processed_data/342bd6eea7.csv,7.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0
civs/processed_data/342bd6eea7.csv,8.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0
civs/processed_data/342bd6eea7.csv,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/342bd6eea7.csv,10.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0
civs/processed_data/342bd6eea7.csv,11.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0
civs/processed_data/00515ef6e8.csv,none,3,3,3,3,3,3,3
civs/processed_data/00515ef6e8.csv,2,3,3,3,3,3,3,3
civs/processed_data/00515ef6e8.csv,3,2,3,2,2,2,2,2
civs/processed_data/00515ef6e8.csv,1,3,3,3,3,3,3,3
civs/processed_data/0ad286a666.csv,none,8.0,7.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/0ad286a666.csv,1.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/0ad286a666.csv,2.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/0ad286a666.csv,3.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/0ad286a666.csv,4.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/0ad286a666.csv,5.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/0ad286a666.csv,6.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/0ad286a666.csv,7.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/0ad286a666.csv,8.0,10.0,7.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/0ad286a666.csv,9.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/0ad286a666.csv,10.0,8.0,7.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/aa1b41b208.csv,none,2.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/aa1b41b208.csv,1.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/aa1b41b208.csv,2.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/aa1b41b208.csv,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/aa1b41b208.csv,4.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/aa1b41b208.csv,5.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/aa1b41b208.csv,6.0,2.0,6.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/f3c5262afa.csv,none,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/f3c5262afa.csv,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/f3c5262afa.csv,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/f3c5262afa.csv,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/f3c5262afa.csv,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/f3c5262afa.csv,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/44345c0ec9.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/44345c0ec9.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/44345c0ec9.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/44345c0ec9.csv,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/44345c0ec9.csv,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/cc46406260.csv,none,3,3,1,3,3,3,3
civs/processed_data/cc46406260.csv,1,3,3,2,3,3,3,3
civs/processed_data/cc46406260.csv,2,3,3,1,3,3,3,3
civs/processed_data/cc46406260.csv,3,3,3,1,3,3,3,3
civs/processed_data/cc46406260.csv,3,1,3,1,2,2,2,2
civs/processed_data/cc46406260.csv,2,3,3,1,3,3,3,3
civs/processed_data/cc46406260.csv,1,3,3,1,3,3,3,3
civs/processed_data/12009ebe7f.csv,none,2.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/12009ebe7f.csv,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/12009ebe7f.csv,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/12009ebe7f.csv,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/12009ebe7f.csv,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/12009ebe7f.csv,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/fbbbe3ae72.csv,none,4.0,5.0,1.0,5.0,1.0,5.0,2.0
civs/processed_data/fbbbe3ae72.csv,1.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0
civs/processed_data/fbbbe3ae72.csv,2.0,4.0,5.0,1.0,5.0,1.0,5.0,3.0
civs/processed_data/fbbbe3ae72.csv,3.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0
civs/processed_data/fbbbe3ae72.csv,4.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0
civs/processed_data/fbbbe3ae72.csv,5.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0
civs/processed_data/772f39b930.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/772f39b930.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/772f39b930.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/772f39b930.csv,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/9bad295c2f.csv,none,2,2,2,2,2,2,2
civs/processed_data/9bad295c2f.csv,1,3,2,2,2,2,2,2
civs/processed_data/9bad295c2f.csv,2,3,2,3,3,3,3,3
civs/processed_data/9bad295c2f.csv,3,2,2,2,2,2,2,2
civs/processed_data/9bad295c2f.csv,4,2,2,2,2,2,2,2
civs/processed_data/21ab3bef6f.csv,none,4,4,4,4,4,4,4
civs/processed_data/21ab3bef6f.csv,1,4,4,4,4,4,4,4
civs/processed_data/21ab3bef6f.csv,2,4,4,4,4,4,4,4
civs/processed_data/21ab3bef6f.csv,3,4,4,4,4,4,4,4
civs/processed_data/21ab3bef6f.csv,4,1,4,1,1,1,1,1
civs/processed_data/a46d8a3fc9.csv,none,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/a46d8a3fc9.csv,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/a46d8a3fc9.csv,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/a46d8a3fc9.csv,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/a46d8a3fc9.csv,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/a46d8a3fc9.csv,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/a46d8a3fc9.csv,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
civs/processed_data/a46d8a3fc9.csv,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0
civs/processed_data/ade63f642c.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/ade63f642c.csv,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/ade63f642c.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/ade63f642c.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/105a6b1903.csv,none,5,5,4,4,4,4,4
civs/processed_data/105a6b1903.csv,4,5,5,5,5,5,5,5
civs/processed_data/105a6b1903.csv,1,5,5,4,4,4,4,4
civs/processed_data/105a6b1903.csv,5,1,5,4,4,4,4,4
civs/processed_data/105a6b1903.csv,3,5,5,4,4,4,4,4
civs/processed_data/105a6b1903.csv,2,5,5,4,4,4,4,4
civs/processed_data/d7336a15d4.csv,none,0,0,0,0,0,0,0
civs/processed_data/d7336a15d4.csv,0,1,0,4,4,4,4,4
civs/processed_data/d7336a15d4.csv,1,0,0,0,0,0,0,0
civs/processed_data/d7336a15d4.csv,2,0,0,0,0,0,0,0
civs/processed_data/d7336a15d4.csv,3,0,0,0,0,0,0,0
civs/processed_data/d7336a15d4.csv,4,0,0,0,0,0,0,0
civs/processed_data/d7336a15d4.csv,5,0,0,0,0,0,0,0
civs/processed_data/d7336a15d4.csv,6,0,0,0,0,0,0,0
civs/processed_data/d7336a15d4.csv,7,0,0,0,0,0,0,0
civs/processed_data/d7336a15d4.csv,8,0,0,0,0,0,0,0
civs/processed_data/d7336a15d4.csv,9,0,0,0,0,0,0,0
civs/processed_data/80d4cc708b.csv,none,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/80d4cc708b.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/80d4cc708b.csv,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/80d4cc708b.csv,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/c76d4fdaca.csv,none,8,8,6,6,6,6,6
civs/processed_data/c76d4fdaca.csv,6,8,8,5,5,5,5,5
civs/processed_data/c76d4fdaca.csv,4,8,8,6,6,6,6,6
civs/processed_data/c76d4fdaca.csv,8,1,8,6,6,6,6,6
civs/processed_data/c76d4fdaca.csv,3,8,8,6,6,6,6,6
civs/processed_data/c76d4fdaca.csv,5,8,8,6,6,6,6,6
civs/processed_data/c76d4fdaca.csv,1,8,8,6,6,6,6,6
civs/processed_data/c76d4fdaca.csv,7,8,8,6,6,6,6,6
civs/processed_data/c76d4fdaca.csv,2,8,8,6,6,6,6,6
civs/processed_data/e0f124dd49.csv,none,1.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/e0f124dd49.csv,1.0,7.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/e0f124dd49.csv,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/e0f124dd49.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/e0f124dd49.csv,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/e0f124dd49.csv,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/e0f124dd49.csv,6.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/e0f124dd49.csv,7.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/38385bc46b.csv,none,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,1,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,2,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,3,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,4,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,5,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,6,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,7,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,8,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,9,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,10,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,11,12,12,12,12,12,12,12
civs/processed_data/38385bc46b.csv,12,1,12,1,1,1,1,1
civs/processed_data/9cf43b0f8b.csv,none,4,3,1,5,1,5,5
civs/processed_data/9cf43b0f8b.csv,1,4,3,2,5,2,5,5
civs/processed_data/9cf43b0f8b.csv,2,4,3,1,5,1,5,5
civs/processed_data/9cf43b0f8b.csv,3,4,3,1,4,1,4,4
civs/processed_data/9cf43b0f8b.csv,4,3,3,1,5,1,5,5
civs/processed_data/9cf43b0f8b.csv,5,3,3,3,3,3,3,3
civs/processed_data/9cf43b0f8b.csv,6,4,3,1,5,1,5,5
civs/processed_data/b649caa8e2.csv,none,6.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/b649caa8e2.csv,1.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/b649caa8e2.csv,2.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/b649caa8e2.csv,3.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/b649caa8e2.csv,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/b649caa8e2.csv,5.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/b649caa8e2.csv,6.0,1.0,6.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/c0771dfce6.csv,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/c0771dfce6.csv,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/c0771dfce6.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/c0771dfce6.csv,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/c0771dfce6.csv,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/c0771dfce6.csv,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/c0771dfce6.csv,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/42ccc4667a.csv,none,4.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/42ccc4667a.csv,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/42ccc4667a.csv,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/42ccc4667a.csv,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/42ccc4667a.csv,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/c3be3365f7.csv,none,5.0,5.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/c3be3365f7.csv,1.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0
civs/processed_data/c3be3365f7.csv,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/c3be3365f7.csv,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/c3be3365f7.csv,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
civs/processed_data/c3be3365f7.csv,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/30b4916fc2.csv,none,4.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/30b4916fc2.csv,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/30b4916fc2.csv,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/30b4916fc2.csv,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
civs/processed_data/30b4916fc2.csv,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
civs/processed_data/5ec74f9b05.csv,none,3,3,3,3,3,3,3
civs/processed_data/5ec74f9b05.csv,2,3,3,3,3,3,3,3
civs/processed_data/5ec74f9b05.csv,3,2,3,2,2,2,2,2
civs/processed_data/5ec74f9b05.csv,1,3,3,3,3,3,3,3
civs/processed_data/845c262c66.csv,none,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,12,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,5,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,9,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,11,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,16,1,16,1,1,1,1,1
civs/processed_data/845c262c66.csv,1,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,13,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,6,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,10,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,7,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,8,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,3,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,2,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,15,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,4,16,16,16,16,16,16,16
civs/processed_data/845c262c66.csv,14,16,16,16,16,16,16,16
civs/processed_data/975987aec1.csv,none,2.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/975987aec1.csv,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/975987aec1.csv,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
civs/processed_data/975987aec1.csv,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/975987aec1.csv,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
civs/processed_data/616b90a1e3.csv,none,4.0,4.0,4.0,4.0,4.0,4.0,4.0
