Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,numSeats,numCands
ST LOUIS PARK W-1 P-01,21827,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21828,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21829,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21830,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21831,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21832,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21833,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21834,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21835,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21836,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21837,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21838,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21839,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21840,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21841,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,21842,ST LOUIS PARK W-1 P-01,writein,Margaret Rog,skipped,1,2
ST LOUIS PARK W-1 P-01,21843,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21844,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21845,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21846,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21847,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21848,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21849,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21850,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21851,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21852,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21853,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21854,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21855,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21856,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21857,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21858,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21859,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21860,ST LOUIS PARK W-1 P-02,writein,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21861,ST LOUIS PARK W-1 P-02,writein,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21862,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21863,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21864,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21865,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21866,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21867,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21868,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21869,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,21870,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21871,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21872,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21873,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21874,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21875,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21876,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21877,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21878,ST LOUIS PARK W-1 P-03,writein,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21880,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21881,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21882,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21883,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21884,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21885,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21886,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21887,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,21888,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,21889,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,21890,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,21891,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,21892,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,21893,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,21894,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,21895,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,21896,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,21897,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,22263,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,22264,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-02,22265,ST LOUIS PARK W-1 P-02,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,22266,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,22267,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,22268,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,22269,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,22270,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-01,22271,ST LOUIS PARK W-1 P-01,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,22287,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,22288,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154697,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154698,ST LOUIS PARK W-1 P-04,writein,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154699,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154700,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154701,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154702,ST LOUIS PARK W-1 P-04,Margaret Rog,writein,skipped,1,2
ST LOUIS PARK W-1 P-04,154703,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154704,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154705,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154706,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154707,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154709,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154710,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154712,ST LOUIS PARK W-1 P-04,writein,Margaret Rog,skipped,1,2
ST LOUIS PARK W-1 P-04,154713,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154714,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154715,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154716,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154717,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154718,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154719,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154720,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154721,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154722,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154723,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154724,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154725,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154726,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154727,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154728,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154729,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154730,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154731,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154732,ST LOUIS PARK W-1 P-04,writein,Margaret Rog,skipped,1,2
ST LOUIS PARK W-1 P-04,154733,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154734,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154735,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154736,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154737,ST LOUIS PARK W-1 P-04,writein,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154738,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154739,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154740,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154741,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154742,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154743,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154744,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154745,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154746,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154747,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154748,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154749,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154750,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154751,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154752,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154753,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154754,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154755,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154756,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154757,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154758,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154759,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154760,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154761,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154762,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154763,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154764,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154765,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154766,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154767,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154768,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154769,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154770,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154771,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154772,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154773,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154775,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154776,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154777,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154778,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154779,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154780,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154781,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154782,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154783,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154784,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154785,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154786,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154787,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154788,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154789,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154790,ST LOUIS PARK W-1 P-04,Margaret Rog,writein,skipped,1,2
ST LOUIS PARK W-1 P-04,154791,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154792,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154793,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154794,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154795,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154796,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154797,ST LOUIS PARK W-1 P-04,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-04,154798,ST LOUIS PARK W-1 P-04,writein,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154800,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154801,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154803,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154804,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154805,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154806,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154807,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154808,ST LOUIS PARK W-1 P-03,writein,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154809,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154811,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154812,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154813,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154814,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154816,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154817,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154818,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154819,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154820,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154821,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154822,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154824,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154825,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154826,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154827,ST LOUIS PARK W-1 P-03,writein,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154828,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154829,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154830,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154831,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154832,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154833,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154834,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154835,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154836,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154837,ST LOUIS PARK W-1 P-03,writein,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154838,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154839,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154841,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
ST LOUIS PARK W-1 P-03,154842,ST LOUIS PARK W-1 P-03,Margaret Rog,skipped,skipped,1,2
