Precinct,Ballot Style,source_file,rank1,rank2,rank3,numSeats,numCands
AD: 79 ED: 012,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 012,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 012,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,writein,1,3
AD: 79 ED: 018,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 018,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 018,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 061,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 058,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 058,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,writein,1,3
AD: 79 ED: 058,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 058,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 058,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 058,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 058,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 058,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 058,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 052,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 052,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 052,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 052,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 052,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 052,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 052,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 052,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 052,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 042,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 024,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 024,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 024,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 024,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 024,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 024,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 024,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 87 ED: 001,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 001,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 014,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 014,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 014,,2021P2V1_ABS,Rafael Salamanca Jr.,writein,skipped,1,3
AD: 87 ED: 010,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 87 ED: 010,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 87 ED: 010,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 87 ED: 010,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 87 ED: 010,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 87 ED: 010,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 87 ED: 010,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 010,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 87 ED: 010,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 87 ED: 010,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 010,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 006,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 006,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 87 ED: 006,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 006,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 87 ED: 006,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 056,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 056,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 056,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 056,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 056,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 056,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 056,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 056,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 056,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 056,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 078,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 078,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 078,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 078,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 078,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 002,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 002,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 87 ED: 002,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 87 ED: 002,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 002,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 87 ED: 002,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 87 ED: 002,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 002,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 066,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 066,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 066,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 066,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 066,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 017,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 027,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 027,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 027,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 027,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 027,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 027,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 027,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 027,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 027,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 027,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 027,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 86 ED: 021,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 86 ED: 021,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 86 ED: 021,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 86 ED: 021,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 86 ED: 021,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 86 ED: 021,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 86 ED: 021,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 86 ED: 021,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 86 ED: 021,,2021P2V1_ABS,Rafael Salamanca Jr.,writein,Helen Hines,1,3
AD: 86 ED: 021,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 86 ED: 021,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 013,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,writein,1,3
AD: 79 ED: 013,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 013,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 013,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 013,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 013,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 013,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 007,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 007,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 007,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 007,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 053,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 059,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 059,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 059,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 059,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 059,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 059,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 059,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 87 ED: 011,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 87 ED: 011,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 011,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 011,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 011,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 87 ED: 011,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 011,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 87 ED: 011,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 87 ED: 011,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 87 ED: 011,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 010,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 010,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,writein,1,3
AD: 79 ED: 010,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 004,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 004,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 004,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 004,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 004,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 004,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 004,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 004,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 004,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,writein,skipped,skipped,1,3
AD: 79 ED: 075,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 006,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 006,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,writein,1,3
AD: 79 ED: 006,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 006,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 006,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 006,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 006,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 057,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 016,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 016,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 79 ED: 016,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 016,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 016,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 016,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 016,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 016,,2021P2V1_ABS,Helen Hines,skipped,skipped,1,3
AD: 79 ED: 016,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 016,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
AD: 87 ED: 021,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 87 ED: 021,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 025,,2021P2V1_ABS,Rafael Salamanca Jr.,skipped,skipped,1,3
AD: 79 ED: 025,,2021P2V1_ABS,Rafael Salamanca Jr.,Helen Hines,skipped,1,3
AD: 79 ED: 025,,2021P2V1_ABS,Helen Hines,Rafael Salamanca Jr.,skipped,1,3
