ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,Num cands,Num seats
92200_00033_000024,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000013,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000070,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000069,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00033_000042,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000025,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000014,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000074,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000073,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000046,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000008,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000076,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000075,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000053,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000030,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000018,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000084,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Costello, Mia","Darden, Dustin T.",skipped,4,1
92200_00033_000083,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000055,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000031,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000012,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00033_000098,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000097,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00033_000064,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000063,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000041,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00033_000032,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000005,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000078,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000077,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000052,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00033_000033,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000017,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000080,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00033_000079,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000054,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000034,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000007,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Costello, Mia",skipped,skipped,4,1
92200_00033_000082,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00033_000081,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.","Costello, Mia",skipped,4,1
92200_00033_000057,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000035,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000011,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00033_000086,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000085,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia","Wells, Denny",skipped,skipped,4,1
92200_00033_000056,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Costello, Mia",skipped,skipped,4,1
92200_00033_000036,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000003,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000088,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000087,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00033_000058,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000037,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00033_000004,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000090,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000089,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000059,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000038,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000002,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00033_000066,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000065,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00033_000062,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00033_000040,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Costello, Mia",Write-in,"Darden, Dustin T.",4,1
92200_00033_000006,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000092,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000091,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000043,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.","Costello, Mia",skipped,4,1
92200_00037_000042,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000024,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000019,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000001,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000062,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000061,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000020,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000011,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000097,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000060,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000059,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000041,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000021,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia","Wells, Denny",skipped,skipped,4,1
92200_00037_000017,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia","Darden, Dustin T.","Wells, Denny",skipped,4,1
92200_00037_000068,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000067,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000044,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000022,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00037_000015,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000100,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000099,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000064,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000063,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000039,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000023,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia","Wells, Denny",skipped,skipped,4,1
92200_00037_000008,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000094,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000093,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000057,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000056,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000038,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000025,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000003,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000096,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000095,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000066,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000065,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.",skipped,skipped,4,1
92200_00037_000046,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000026,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.","Costello, Mia",skipped,4,1
92200_00037_000014,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000074,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Costello, Mia",skipped,skipped,4,1
92200_00037_000073,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000048,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000027,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000007,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000076,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000075,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000050,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny","Darden, Dustin T.","Costello, Mia",skipped,4,1
92200_00037_000028,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000004,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia","Darden, Dustin T.",skipped,skipped,4,1
92200_00037_000072,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
92200_00037_000071,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Costello, Mia",skipped,skipped,skipped,4,1
92200_00037_000047,Ballot 16 - Type 16,Absentee,Judicial 3,Judicial,District 15 - Absentee,District 15 - Absentee,Region II,"Wells, Denny",skipped,skipped,skipped,4,1
